Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Wuilberth Mendez","DET",0,0,0,5.78226,1,1,0,0,,3,10,2,2,2,0,1,0,0,1,4.03982,3.11021,1.29889,1.05724,0.134661,0.103674,0.030987031757831573,0.282031,1.17769,0.299754,0.469755,,,4.94459,0.00714497,-0.017142,999,,,,,,,16.000000000000004,5.333333333333335,14,4.666666666666667,,,,,,,,,,,,,,,,,,,"Wuilberth Mendez","sa3021527",808345
"Yosver Zulueta","CIN",1,1,0,4.32315,23,0,0,0,,23,101,21,12,11,3,12,,1,22,8.81272,4.68678,1.88033,1.00812,0.22195,0.118038,0.10391253232955933,0.241647,1.44856,0.296834,0.715247,,,4.32208,0.00707475,-0.0112762,999,,,,,,,83.70000000000002,3.6391304347826092,81,3.5217391304347827,,,,,,,,,,,,,,,,,,,"Yosver Zulueta","27765",691172
"Hunter Dryden","SFG",0,0,0,5.15132,1,1,0,0,,4.22,18,4,3,2,1,2,0,0,3,6.2289,3.40278,1.83053,1.31453,0.164082,0.0896362,0.07444598525762558,0.268603,1.39734,0.295349,0.647345,,,4.95115,0.00700276,-0.0387433,999,,,,,,,8.527998447418215,2.020852813130334,8.099998950958252,1.9194311264623054,,,,,,,,,,,,,,,,,,,"Hunter Dryden","sa3067105",827500
"Jaylen Nowlin","MIN",0,0,0,5.01133,1,1,0,0,,3.93256,18,4,2,2,1,2,0,0,3,7.58132,4.51014,1.68095,1.38043,0.187716,0.111673,0.07604332268238068,0.252481,1.49461,0.285833,0.692605,,,5.13337,0.00693401,0.0408963,999,,,,,,,6.400940227508544,1.6276779139523532,6.662797451019287,1.694264884642317,,,,,,,,,,,,,,,,,,,"Jaylen Nowlin","sa3017978",701549
"Blake Burkhalter","ATL",0,0,0,5.11621,1,1,0,0,,4.67815,20,5,3,3,1,2,0,0,3,6.30272,3.31257,1.90267,1.43855,0.167542,0.0880561,0.07948566973209381,0.260705,1.35018,0.28286,0.647448,,,5.08192,0.00681858,-0.00309049,999,,,,,,,9.318276023864744,1.9918739607097575,10.390727043151855,2.221121007479322,,,,,,,,,,,,,,,,,,,"Blake Burkhalter","sa3020382",686628
"Sandy Ozuna","COL",0,0,0,6.16418,1,1,0,0,,3.64698,15,4,3,2,1,1,0,0,2,5.3764,3.5764,1.5033,1.4489,0.147096,0.0978488,0.04924716800451279,0.292845,1.45721,0.314201,0.575682,,,5.39081,0.00680703,-0.0340019,999,,,,,,,5.287662935256959,1.449873811406743,6.234907388687134,1.7096076376442817,,,,,,,,,,,,,,,,,,,"Sandy Ozuna","sa3021041",814252
"Josh Grosz","NYY",0,0,0,5.24772,1,1,0,0,,4.83165,21,5,3,3,1,2,0,0,4,6.69147,4.34694,1.53935,1.4263,0.170929,0.11104,0.05988972634077072,0.256357,1.4615,0.281314,0.665239,,,5.33797,0.00676251,-0.00142665,999,,,,,,,12.454208374023441,2.5776306107431943,13.158248901367188,2.7233449235268297,,,,,,,,,,,,,,,,,,,"Josh Grosz","sa3023478",701056
"Jose Gonzalez","TEX",0,0,0,5.25957,1,1,0,0,,3.88895,16,4,2,2,1,2,0,0,3,6.80031,3.51588,1.93417,1.5871,0.180348,0.093243,0.08710473775863647,0.256484,1.35337,0.278699,0.646261,,,5.25615,0.00675829,0.0394798,999,,,,,,,6.078193759918209,1.5629415174082342,6.444725513458252,1.657191177370355,,,,,,,,,,,,,,,,,,,"Jose Gonzalez","sa3015415",683681
"Trey Supak","TEX",0,0,0,5.18128,1,1,0,0,,3.50516,15,4,2,2,1,1,0,0,2,5.77876,2.88497,2.00306,1.56281,0.146911,0.0733432,0.0735674798488617,0.26692,1.38969,0.280742,0.663625,,,5.23507,0.00671948,0.0156398,999,,,,,,,4.238212919235229,1.2091340178290666,5.525819540023804,1.5764796411957973,,,,,,,,,,,,,,,,,,,"Trey Supak","sa828707",657022
"Seth Martinez","MIA",1,1,0,4.11373,29,0,0,0,,29,123,27,14,13,4,11,,1,27,8.51478,3.39701,2.50655,1.15906,0.220239,0.0878653,0.13237354904413223,0.239992,1.3068,0.286167,0.716881,,,4.15952,0.00671104,0.00448168,999,,,,,,,113.20000000000003,3.90344827586207,111,3.8275862068965516,,,,,,,,,,,,,,,,,,,"Seth Martinez","21045",661527
"Luke Little","CHC",1,1,0,3.62414,20,0,0,0,,20,87,16,9,8,2,12,,1,22,9.92002,5.23554,1.89475,0.795814,0.256492,0.13537,0.12112218141555786,0.214349,1.36688,0.281813,0.745775,,,3.95563,0.00669149,0.00823789,999,,,,,,,86.80000000000001,4.340000000000001,79,3.95,,,,,,,,,,,,,,,,,,,"Luke Little","28036",681432
"Jack Neely","CHC",1,1,0,3.73585,14,0,0,0,,14,59,11,6,6,2,6,,1,16,10.4354,4.07625,2.56006,1.18781,0.267575,0.104519,0.16305574774742126,0.215576,1.27895,0.273218,0.754518,,,4.00899,0.00668142,0.0152809,999,,,,,,,61.40000000000003,4.385714285714288,55,3.9285714285714284,,,,,,,,,,,,,,,,,,,"Jack Neely","30106",680891
"Jesse Bergin","MIA",0,0,0,3.90682,1,0,0,0,,1.48956,6,1,1,1,0,1,0,0,1,8.64205,3.09428,2.79291,1.07025,0.242573,0.086853,0.15571994334459305,0.233015,1.17627,0.286171,0.695345,,,3.94977,0.00664325,-0.0195315,999,,,,,,,7.422715830802918,4.983172748992161,6.447780966758728,4.328659096942267,,,,,,,,,,,,,,,,,,,"Jesse Bergin","sa3017133",685045
"Nick Merkel","MIL",0,0,0,4.87419,1,1,0,0,,2.05349,9,2,1,1,0,1,0,0,2,6.88537,4.08753,1.68448,1.284,0.182238,0.108186,0.07405166327953339,0.248757,1.37363,0.278569,0.666253,,,4.99647,0.00663606,0.0287105,999,,,,,,,10.995848369598388,5.354704519019795,11.267465114593506,5.486975114519097,,,,,,,,,,,,,,,,,,,"Nick Merkel","sa3019962",806581
"Alessandro Ercolani","PIT",0,0,0,5.19638,1,1,0,0,,3.36634,14,3,2,2,1,1,0,0,2,6.2943,3.83086,1.64305,1.37495,0.165642,0.100813,0.06482832133769989,0.260503,1.40244,0.284391,0.649376,,,5.17138,0.00658293,0.0151629,999,,,,,,,5.810945415496826,1.726188844198826,4.831719875335693,1.4353018916432416,,,,,,,,,,,,,,,,,,,"Alessandro Ercolani","sa3016714",700344
"Johan Simon","TOR",0,0,0,5.09106,1,1,0,0,,2.48179,11,3,2,1,0,1,0,0,2,6.14977,3.7152,1.6553,1.27476,0.159065,0.0960941,0.06297043710947037,0.265084,1.42965,0.29067,0.659285,,,5.02068,0.00652581,-0.0477909,999,,,,,,,11.565225315093993,4.660039060961422,13.408936023712158,5.402935432211556,,,,,,,,,,,,,,,,,,,"Johan Simon","sa3015481",696059
"Austin Gordon","LAA",0,0,0,5.26641,1,1,0,0,,4.2,20,5,3,2,1,2,0,0,4,7.66274,3.65444,2.09683,1.76295,0.183382,0.0874568,0.09592510014772415,0.260366,1.49628,0.284824,0.701417,,,5.37681,0.00650977,-0.0333832,999,,,,,,,7.779998588562012,1.8523807004465696,9.999999046325684,2.380952262013402,,,,,,,,,,,,,,,,,,,"Austin Gordon","sa3032478",803135
"Brooks Kriske","CHC",0,0,0,3.57943,1,0,0,0,,1.23916,5,1,1,0,0,1,0,0,1,10.8006,4.21214,2.56415,1.03317,0.283188,0.110441,0.1727469637989998,0.213211,1.26143,0.282005,0.751367,,,3.80795,0.00646965,-0.0376479,999,,,,,,,5.569776511192323,4.494803786386277,5.195794939994812,4.193001051773965,,,,,,,,,,,,,,,,,,,"Brooks Kriske","21189",621139
"Jacob Miller","MIA",0,0,0,5.55382,1,1,0,0,,4.82426,20,5,3,3,1,2,0,0,3,4.85128,3.51178,1.38143,1.22941,0.128649,0.0931276,0.03552170842885971,0.28373,1.45539,0.301626,0.618119,,,5.17121,0.00645948,0.00963781,999,,,,,,,10.399518680572509,2.155671591116321,11.121296405792236,2.3052857978068055,,,,,,,,,,,,,,,,,,,"Jacob Miller","sa3020111",702571
"Brandt Thompson","STL",0,0,0,5.26291,1,1,0,0,,4.42,18,4,3,3,1,1,0,0,3,5.13881,2.69721,1.90523,1.40129,0.140207,0.0735905,0.06661650538444519,0.272554,1.31663,0.286653,0.617063,,,5.07236,0.00645828,-0.0258064,999,,,,,,,13.008000564575193,2.942986502272204,12.100000381469727,2.737556600138175,,,,,,,,,,,,,,,,,,,"Brandt Thompson","sa3043741",825576
"Darlin Saladin","STL",0,0,0,5.23506,1,1,0,0,,4.64026,19,5,3,3,1,2,0,0,3,5.9411,3.73908,1.58892,1.28265,0.157428,0.0990787,0.058349303901195526,0.267076,1.41202,0.291609,0.640585,,,5.08427,0.00642353,-0.0129798,999,,,,,,,9.037897396087647,1.947715084577914,10.201282024383545,2.1984306758700742,,,,,,,,,,,,,,,,,,,"Darlin Saladin","sa3015949",692404
"Reese Dutton","PHI",0,0,0,5.60705,1,1,0,0,,3.16159,13,3,2,2,0,1,0,0,2,4.82948,2.99939,1.61015,1.38332,0.134909,0.0837863,0.051122598350048065,0.279565,1.34036,0.293055,0.586488,,,5.21698,0.00637012,-0.00129166,999,,,,,,,16.59576497077942,5.249183385845767,16.80794930458069,5.316296560905034,,,,,,,,,,,,,,,,,,,"Reese Dutton","sa3025570",700848
"Kade Strowd","BAL",2,1,0,4.08806,29,0,0,0,,29,126,26,15,13,3,14,,1,30,9.12637,4.19962,2.17314,0.997007,0.235823,0.108517,0.1273060292005539,0.237163,1.36418,0.29581,0.717947,,,4.06599,0.00635927,-0.06397,999,,,,,,,125.10000000000002,4.313793103448277,121,4.172413793103448,,,,,,,,,,,,,,,,,,,"Kade Strowd","sa3011418",669704
"Leonel Sequera","STL",0,0,0,5.36864,1,1,0,0,,4.14843,17,4,3,2,1,2,0,0,2,4.73015,3.26332,1.44949,1.17503,0.125468,0.0865598,0.0389079824090004,0.282214,1.42986,0.299686,0.624128,,,5.034,0.00634322,-0.0414037,999,,,,,,,5.998352813720702,1.4459346105923299,5.742130279541016,1.3841708161491884,,,,,,,,,,,,,,,,,,,"Leonel Sequera","sa3019268",800320
"Leonardo Rondon","MIN",0,0,0,5.04605,1,1,0,0,,3,14,3,2,2,0,1,0,0,3,7.61525,4.24336,1.79463,1.41469,0.181316,0.101032,0.08028322458267212,0.260963,1.55274,0.294289,0.705621,,,5.08764,0.00625575,-0.0161642,999,,,,,,,17.400000000000002,5.800000000000001,18,6,,,,,,,,,,,,,,,,,,,"Leonardo Rondon","sa3024582",821678
"Nolan Sparks","STL",0,0,0,5.1512,1,1,0,0,,2.94407,12,3,2,2,0,1,0,0,2,6.1124,4.06676,1.50301,1.15807,0.160969,0.107097,0.05387153476476669,0.266695,1.44386,0.296495,0.647871,,,4.97969,0.00624231,-0.0184963,999,,,,,,,14.986094045639039,5.0902697704973585,15.720333814620972,5.339666210220977,,,,,,,,,,,,,,,,,,,"Nolan Sparks","sa3025182",822463
"Luke Russo","PHI",0,0,0,5.43438,1,1,0,0,,4.36102,19,4,3,3,1,2,0,0,3,6.951,3.78693,1.83552,1.59935,0.179978,0.0980527,0.08192533254623413,0.262005,1.42248,0.28679,0.650066,,,5.33607,0.00622245,-0.0233933,999,,,,,,,9.571527481079103,2.1947924033503776,8.805086135864258,2.0190441076455907,,,,,,,,,,,,,,,,,,,"Luke Russo","sa3023502",689726
"John West","ARI",0,0,0,5.31755,1,1,0,0,,4.42,19,5,3,3,1,2,0,0,3,5.85892,3.7218,1.57422,1.20067,0.153052,0.0972244,0.055827923119068146,0.276974,1.46413,0.304843,0.641016,,,4.97957,0.00615542,-0.0170639,999,,,,,,,7.408000564575193,1.676018198349582,9.100000381469727,2.0588235801796273,,,,,,,,,,,,,,,,,,,"John West","sa3045033",802482
"Victor Juarez","COL",0,0,0,6.03397,1,1,0,0,,4.63086,20,5,3,3,1,2,0,0,3,5.79066,3.57204,1.62111,1.5761,0.147784,0.0911623,0.05662161111831665,0.290618,1.53317,0.310919,0.621819,,,5.48781,0.00609027,0.0246959,999,,,,,,,8.968334674835209,1.936647264114526,10.154280185699463,2.192743653497582,,,,,,,,,,,,,,,,,,,"Victor Juarez","sa3016226",692589
"Kyle Leahy","STL",2,2,0,4.28702,46,0,1,12,,46,195,44,24,22,5,17,,2,38,7.47157,3.2842,2.275,1.07631,0.19323,0.0849363,0.10829410701990128,0.251323,1.34154,0.291889,0.699487,,,4.23298,0.00601677,-0.0639092,999,,,,,,,236.50000000000003,5.141304347826088,237,5.1521739130434785,,,,,,,,,,,,,,,,,,,"Kyle Leahy","24763",681517
"Penn Murfee","CHW",1,1,0,4.21057,10,0,0,0,,10,44,9,5,5,1,4,,0,10,8.67282,3.50858,2.47189,1.22403,0.223284,0.0903292,0.13295485079288483,0.239749,1.31995,0.285664,0.716188,,,4.25712,0.0060012,-0.0106719,749.0399780273438,,,,,,,46.300000000000004,4.630000000000001,45,4.5,,,,,,,,,,,,,,,,,,,"Penn Murfee","25174",682171
"Zack Kelly","BOS",1,1,0,4.20806,20,0,0,0,,20,87,18,10,9,2,10,,1,21,9.29751,4.46176,2.08382,1.04993,0.237694,0.114067,0.12362781912088394,0.23676,1.3955,0.295446,0.718095,,,4.19573,0.00599107,-0.00585623,999,,,,,,,85.60000000000001,4.28,83,4.15,,,,,,,,,,,,,,,,,,,"Zack Kelly","20349",677161
"Mason Thompson","WSN",2,2,0,4.15553,27,0,0,0,,27,118,26,14,13,3,11,,2,23,7.54556,3.49939,2.15625,0.984204,0.19382,0.0898876,0.10393258929252625,0.250784,1.36087,0.294606,0.704225,,,4.20112,0.00586875,-0.0350839,999,,,,,,,102.30000000000001,3.788888888888889,103,3.814814814814815,,,,,,,,,,,,,,,,,,,"Mason Thompson","21850",666168
"Michael Sansone","BOS",0,0,0,5.49539,1,1,0,0,,2.95912,12,3,2,2,1,1,0,0,2,5.35472,2.57225,2.08173,1.55238,0.14911,0.0716281,0.07748232036828995,0.274421,1.29125,0.287582,0.594743,,,5.19768,0.00581302,-0.00701796,999,,,,,,,2.7974917888641366,0.9453794725532094,2.795602560043335,0.9447410298763618,,,,,,,,,,,,,,,,,,,"Michael Sansone","sa3020083",806333
"Cruz Noriega","KCR",0,0,0,5.39926,1,1,0,0,,2.47109,11,3,2,1,0,1,0,0,2,5.73139,3.50107,1.63704,1.30276,0.143039,0.0873766,0.05566241592168808,0.282704,1.52424,0.306267,0.657542,,,5.08401,0.00579185,-0.0382017,999,,,,,,,11.486075401306152,4.6481793443547925,13.355456352233887,5.4046795081831185,,,,,,,,,,,,,,,,,,,"Cruz Noriega","sa3005702",679200
"Oscar Rayo","KCR",0,0,0,5.37653,1,1,0,0,,3.07424,13,3,2,2,0,1,0,0,2,4.6923,3.17566,1.47758,1.25664,0.12777,0.0864725,0.041297636926174164,0.276377,1.3711,0.290619,0.611266,,,5.12758,0.00578926,-0.00235549,999,,,,,,,15.949352836608888,5.188068945898819,16.37118434906006,5.325283978544292,,,,,,,,,,,,,,,,,,,"Oscar Rayo","sa3016749",699325
"Burch Smith","PIT",0,0,0,3.93714,1,0,0,0,,1.08674,5,1,1,0,0,0,0,0,1,8.39288,2.9147,2.8795,1.03839,0.217065,0.075383,0.141681969165802,0.245713,1.28906,0.295053,0.7195,,,3.90516,0.00577925,-0.0402842,999,,,,,,,7.4418558359146125,6.847888635335748,7.433686375617981,6.840371215547509,,,,,,,,,,,,,,,,,,,"Burch Smith","12784",572143
"Raimon Gomez","NYM",0,0,0,4.56052,1,1,0,0,,2.26447,10,2,1,1,0,1,0,0,2,8.04356,4.99042,1.6118,1.2566,0.200427,0.12435,0.07607720047235489,0.233142,1.45248,0.269084,0.71521,,,5.0165,0.00572418,0.0380087,999,,,,,,,12.557041692733765,5.545257344947886,12.322325468063354,5.441605394060027,,,,,,,,,,,,,,,,,,,"Raimon Gomez","sa3017645",703148
"Hyun-il Choi","WSN",0,0,0,5.27006,1,1,0,0,,4.27745,19,5,3,3,1,1,0,0,3,5.61077,2.96844,1.89014,1.52567,0.14099,0.0745926,0.0663977786898613,0.272141,1.43108,0.286363,0.663051,,,5.24869,0.00570911,-0.0308944,999,,,,,,,9.353105926513674,2.186609554742814,11.38723373413086,2.662156751005746,,,,,,,,,,,,,,,,,,,"Hyun-il Choi","sa3009992",683425
"Easton Sikorski","CIN",0,0,0,5.5784,1,1,0,0,,2.30566,10,2,2,1,0,1,0,0,2,6.14227,4.27062,1.43826,1.38619,0.16385,0.113922,0.049927905201911926,0.2664,1.44492,0.290925,0.624703,,,5.37149,0.00564334,-0.0417536,999,,,,,,,12.861855840682985,5.578392767456657,12.528280973434448,5.433716007748415,,,,,,,,,,,,,,,,,,,"Easton Sikorski","sa3020250",675783
"Alex Williams","MIA",0,0,0,5.18637,1,1,0,0,,3.65709,16,4,2,2,1,2,0,0,3,6.32881,3.75617,1.68491,1.40227,0.162363,0.0963628,0.06599990278482437,0.262902,1.4338,0.286188,0.661689,,,5.17999,0.00549613,0.0333828,999,,,,,,,4.362479734420775,1.192882187867426,5.285459280014038,1.445262926972535,,,,,,,,,,,,,,,,,,,"Alex Williams","sa3020314",677354
"Geury Rodriguez","TEX",0,0,0,5.58145,1,1,0,0,,2.1,8,2,1,1,0,1,0,0,1,5.63761,3.62133,1.55678,1.27274,0.16443,0.105622,0.05880817770957947,0.271398,1.31542,0.29719,0.571011,,,5.0879,0.00544974,0.0295993,999,,,,,,,9.339999294281007,4.447618913542381,9.499999523162842,4.523809502184255,,,,,,,,,,,,,,,,,,,"Geury Rodriguez","sa3019581",802085
"Brendan Girton","NYM",0,0,0,4.72103,1,1,0,0,,2.90302,14,3,2,2,0,2,0,0,3,7.91812,4.95246,1.59883,1.27105,0.184621,0.115473,0.06914807856082916,0.247586,1.58021,0.283128,0.728595,,,5.05932,0.00544231,-0.0251154,999,,,,,,,13.68237199783325,4.713145866488964,14.515116214752197,5,,,,,,,,,,,,,,,,,,,"Brendan Girton","sa3025584",694858
"Eric Silva","DET",0,0,0,4.8696,1,1,0,0,,2.18032,10,2,1,1,0,1,0,0,2,7.10549,4.20984,1.68783,1.29632,0.180992,0.107234,0.07375846058130264,0.25112,1.4333,0.282168,0.683911,,,5.0113,0.00541796,0.0335214,999,,,,,,,11.934332895278931,5.473673067134104,11.901576280593872,5.4586492697299756,,,,,,,,,,,,,,,,,,,"Eric Silva","sa3017965",696150
"Evan Reifert","TBR",0,0,0,3.64735,1,0,0,0,,1.04851,4,1,0,0,0,1,0,0,1,10.5099,4.64199,2.26409,0.946277,0.276279,0.122026,0.15425273776054382,0.214143,1.29978,0.284256,0.743675,,,3.89478,0.00540847,0.0588518,999,,,,,,,4.158982491493225,3.966560108982395,4.242555737495422,4.046266696939554,,,,,,,,,,,,,,,,,,,"Evan Reifert","sa3014860",682126
"J.T. Etheridge","NYY",0,0,0,5.34459,1,1,0,0,,4,18,4,3,2,1,2,0,0,3,7.18062,4.50378,1.59435,1.45356,0.177299,0.111205,0.06609465926885605,0.261977,1.53472,0.292031,0.677143,,,5.32616,0.00539858,-0.0492904,999,,,,,,,6.9,1.725,7,1.75,,,,,,,,,,,,,,,,,,,"J.T. Etheridge","sa3067420",822950
"Hayden Minton","DET",0,0,0,5.05711,1,1,0,0,,3.96694,18,4,2,2,1,2,0,0,3,7.16783,4.15664,1.72443,1.39761,0.17627,0.102219,0.07405064254999161,0.258746,1.49838,0.288528,0.690617,,,5.12907,0.00538032,0.0420103,999,,,,,,,6.655355453491213,1.6777051272250139,6.834699630737305,1.7229148305693909,,,,,,,,,,,,,,,,,,,"Hayden Minton","sa3023155",688354
"Wyatt Crowell","LAD",0,0,0,4.9455,1,1,0,0,,2.69546,12,3,2,1,0,2,0,0,3,8.45867,5.89274,1.43544,1.1895,0.204525,0.142483,0.062042444944381714,0.244362,1.60366,0.290533,0.707365,,,5.1412,0.00534023,-0.0337044,999,,,,,,,12.146379899978637,4.506241819847128,13.477283716201782,5,,,,,,,,,,,,,,,,,,,"Wyatt Crowell","sa3023662",694573
"Tyler Phillips","MIA",2,2,2,4.76314,41,1,0,5,,46,205,50,27,24,6,17,,2,34,6.74454,3.32797,2.02662,1.13008,0.168468,0.0831275,0.08534075319766998,0.269923,1.45803,0.304962,0.686289,,,4.49083,0.00531511,-0.121529,750.7999877929688,,,,,,,167.60000000000002,3.6434782608695655,183,3.9782608695652173,,,,,,,,,,,,,,,,,,,"Tyler Phillips","20629",663969
"Mavis Graves","PHI",0,0,0,5.19672,1,1,0,0,,3.98759,19,4,3,2,1,2,0,0,4,8.07136,5.05492,1.59673,1.43329,0.191494,0.119929,0.07156538963317871,0.255715,1.60156,0.292518,0.704264,,,5.29299,0.00531492,-0.044863,999,,,,,,,8.808196544647219,2.208899968921116,8.937970638275146,2.2414444279290953,,,,,,,,,,,,,,,,,,,"Mavis Graves","sa3021472",703496
"Dylan Smith","DET",0,0,0,5.15293,1,1,0,0,,3.39084,15,3,2,2,0,2,0,0,2,6.56817,4.24172,1.54847,1.24378,0.166265,0.107374,0.058891184628009796,0.265009,1.49645,0.295614,0.668552,,,5.06643,0.0052904,0.00636186,999,,,,,,,15.292239332199099,4.509863370905275,14.95421576499939,4.410176198143933,,,,,,,,,,,,,,,,,,,"Dylan Smith","sa3018113",681916
"Will Sanders","CHC",0,0,0,5.14544,1,1,0,0,,4.19127,19,4,3,2,1,2,0,0,3,6.70686,4.093,1.63862,1.29414,0.167967,0.102506,0.06546170264482498,0.265779,1.49991,0.296168,0.674167,,,5.05825,0.00526617,-0.0420483,999,,,,,,,8.315428829193111,1.9839858953718639,7.956370830535889,1.8983179136490855,,,,,,,,,,,,,,,,,,,"Will Sanders","sa3023508",691739
"Ethan Bagwell","ATL",0,0,0,5.35222,1,1,0,0,,4.25012,17,4,3,3,1,2,0,0,2,4.89696,3.18863,1.53576,1.22507,0.138938,0.0904687,0.048469193279743195,0.273358,1.31644,0.290905,0.592348,,,5.03713,0.00525227,-0.0281587,999,,,,,,,6.750906848907471,1.5884028693325472,6.250612735748291,1.4706900016189557,,,,,,,,,,,,,,,,,,,"Ethan Bagwell","sa3025661",815626
"Trystan Vrieling","NYY",0,0,0,5.3138,1,1,0,0,,5.35756,23,5,3,3,1,2,0,0,4,5.93946,3.54453,1.67567,1.55045,0.156183,0.0932061,0.06297644972801208,0.259318,1.37555,0.274058,0.64413,,,5.40523,0.00519912,0.0300307,999,,,,,,,16.345955753326418,3.051006597677156,15.787807941436768,2.9468271491179703,,,,,,,,,,,,,,,,,,,"Trystan Vrieling","sa3020681",801639
"James Karinchak","CHW",1,1,0,4.14698,15,0,0,0,,15,65,12,8,7,2,8,,1,18,10.4349,4.85821,2.14789,1.23272,0.268501,0.125007,0.14349442720413208,0.217702,1.35117,0.277465,0.731322,,,4.34287,0.0051628,-0.0319835,743.1699829101562,,,,,,,64.2,4.28,58,3.8666666666666667,,,,,,,,,,,,,,,,,,,"James Karinchak","20151",675916
"Antwone Kelly","PIT",0,0,0,5.15206,1,1,0,0,,3.76995,16,4,2,2,1,2,0,0,3,6.17996,4.28848,1.44106,1.26489,0.160699,0.111514,0.049184732139110565,0.258731,1.4461,0.283893,0.657034,,,5.19657,0.0051267,0.0404453,999,,,,,,,5.1976170063018845,1.3786971782552453,5.849741220474243,1.5516767981197432,,,,,,,,,,,,,,,,,,,"Antwone Kelly","sa3015489",699008
"Anthony Nunez","NYM",0,0,0,3.84337,1,0,0,0,,1.36969,5,1,1,1,0,1,0,0,1,8.3251,3.44752,2.41481,0.966755,0.252412,0.104527,0.14788496494293213,0.222026,1.10253,0.277191,0.66808,,,3.98548,0.00504299,-0.0320136,999,,,,,,,6.535729384422304,4.771674105571202,5.848465800285339,4.269909473769778,,,,,,,,,,,,,,,,,,,"Anthony Nunez","sa3010171",689296
"Misael Tamarez","HOU",0,0,0,4.77071,1,1,0,0,,2.78219,13,3,2,1,0,1,0,0,2,8.03352,4.55235,1.7647,1.42093,0.195656,0.110872,0.08478371798992157,0.242575,1.47713,0.275396,0.715047,,,5.10766,0.00503847,-0.030679,999,,,,,,,13.788211917877199,4.955882939192692,14.910953998565674,5.359428979530486,,,,,,,,,,,,,,,,,,,"Misael Tamarez","sa3009632",685377
"Andrew Bash","TOR",0,0,0,5.08348,1,1,0,0,,2.55072,11,2,2,1,0,1,0,0,2,6.21667,3.87147,1.60577,1.32221,0.162947,0.101476,0.06147067993879318,0.258289,1.40178,0.282039,0.656182,,,5.12682,0.0049536,-0.0438053,999,,,,,,,14.675308418273929,5.75340438888351,13.753586769104004,5.392046574075355,,,,,,,,,,,,,,,,,,,"Andrew Bash","sa3010259",687856
"Dylan Ray","ARI",0,0,0,5.12939,1,1,0,0,,4.34784,19,4,3,2,1,2,0,0,3,6.70358,4.00275,1.67475,1.29942,0.171008,0.10211,0.06889817863702774,0.26403,1.46452,0.294437,0.667013,,,5.03363,0.00495058,-0.0212769,999,,,,,,,9.474035930633542,2.179019941353926,8.739213466644287,2.0100114201586363,,,,,,,,,,,,,,,,,,,"Dylan Ray","sa3020392",691009
"Ben Kudrna","KCR",0,0,0,5.50435,1,1,0,0,,4.80214,21,5,3,3,1,2,0,0,3,5.87568,4.25485,1.38094,1.23854,0.149296,0.108112,0.04118398576974869,0.277655,1.54187,0.304407,0.647697,,,5.21687,0.0048796,0.00873359,999,,,,,,,10.235837745666505,2.131515791467982,11.010701179504395,2.292873726841256,,,,,,,,,,,,,,,,,,,"Ben Kudrna","sa3018253",695667
"Tyson Miller","CHC",1,1,0,3.87995,27,0,0,0,,27,116,24,13,12,4,9,,1,26,8.58646,2.96166,2.8992,1.22833,0.225329,0.0777209,0.1476077288389206,0.231123,1.22148,0.272834,0.72847,,,4.0923,0.00486761,-0.0159014,749.780029296875,,,,,,,110.20000000000002,4.081481481481482,105,3.888888888888889,,,,,,,,,,,,,,,,,,,"Tyson Miller","19976",668338
"Po-Yu Chen","PIT",0,0,0,5.51255,1,1,0,0,,4.8302,20,5,3,3,1,2,0,0,3,5.02522,3.47523,1.44601,1.30477,0.13205,0.09132,0.0407298281788826,0.279859,1.44865,0.296624,0.625891,,,5.22973,0.00485913,0.00989662,999,,,,,,,10.44349203109741,2.1621234143234913,11.151008129119873,2.308600963881636,,,,,,,,,,,,,,,,,,,"Po-Yu Chen","sa3014699",696040
"Shawn Dubin","HOU",2,2,0,4.15495,39,0,0,5,,39,166,35,20,18,5,18,,2,39,8.87202,4.09502,2.16654,1.03692,0.233474,0.107764,0.1257106214761734,0.236963,1.33635,0.2926,0.708154,,,4.14233,0.00482308,-0.0724846,999,,,,,,,174.10000000000002,4.464102564102565,168,4.3076923076923075,,,,,,,,,,,,,,,,,,,"Shawn Dubin","24977",681869
"Ryan Lambert","NYM",0,0,0,3.83549,1,0,0,0,,1.26705,5,1,1,1,0,1,0,0,1,9.23494,3.58496,2.57602,1.07009,0.26677,0.103559,0.163211390376091,0.219376,1.14531,0.27791,0.694532,,,3.98411,0.00481952,-0.0372563,999,,,,,,,5.776178145408631,4.558757055715159,5.33525550365448,4.210765848809766,,,,,,,,,,,,,,,,,,,"Ryan Lambert","sa3025613",822038
