Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",116,500,406,120,62,20,1,37,85,92,86,10,122,4,3,0,,6,2,0.294716,0.17212,0.244565,0.703779,0.420733,0.621782,0.439127,1.04251,0.327066,3.95481,0.331037,-0.449564,-0.504255,107.708,49.6307,189.298,-0.953819,-1.31188,49.78495043516159,-7.758174896240234,6.07118,3.119999885559082,,,,,,,953.3,8.218103448,953.3,8.218103448,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",114,491,444,131,78,27,5,21,77,68,37,4,79,5,4,1,,26,8,0.295405,0.0758539,0.160898,0.47144,0.353574,0.520268,0.374672,0.873842,0.224862,7.00449,0.317053,2.13257,1.10196,80.6839,23.5907,139.723,3.23453,2.10329,25.422576665878296,7.36624813079834,5.08646,1.6299999952316284,,,,,,,746.8,6.550877192,746.8,6.550877192,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Fernando Tatis Jr.","SDP",113,488,436,125,74,23,2,26,79,69,44,1,97,5,3,1,,19,4,0.286355,0.0901099,0.198795,0.453279,0.356314,0.523612,0.380343,0.879926,0.237257,5.71169,0.31407,1.72582,1.10138,82.4416,25.6649,146.479,2.8272,3.22711,29.776851415634155,-2.153595209121704,4.54687,11.619999885559082,,,,,,,758.4,6.711504424,758.4,6.711504424,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Mookie Betts","LAD",112,485,420,118,71,24,2,20,76,68,58,1,61,4,3,0,,11,2,0.280291,0.118509,0.125794,0.942089,0.369907,0.491879,0.375422,0.861787,0.211588,5.26214,0.285533,0.177639,0.141652,80.0084,23.5983,141.199,0.31929,-2.29684,24.053150206804276,2.614274024963379,4.43709,13.65999984741211,,,,,,,711.1,6.349107142,711.1,6.349107142,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Shohei Ohtani","LAD",109,470,404,116,61,21,4,29,85,73,60,8,107,3,3,0,,25,6,0.28733,0.128021,0.228307,0.56074,0.381499,0.579281,0.406821,0.960781,0.291951,7.26547,0.321057,2.05431,1.50844,89.2577,34.6105,162.252,3.56275,0,38.304542541503906,-11.754166603088379,4.37252,1.5499999523162842,,,,,,,821.6,7.537614678,821.6,7.537614678,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Juan Soto","NYM",115,495,396,109,62,20,1,24,79,69,93,4,80,3,3,1,,6,2,0.273933,0.188415,0.16247,1.15969,0.41325,0.517033,0.404049,0.930283,0.2431,3.91264,0.285915,-1.92323,-0.860874,92.9635,35.3781,162.21,-2.7841,-2.31257,33.80102014541626,-8.126460552215576,4.36937,7.079999923706055,,,,,,,797.5,6.934782608,797.5,6.934782608,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Kyle Tucker","CHC",113,490,419,118,69,23,3,24,75,74,65,5,72,2,3,0,,18,4,0.281514,0.133226,0.145986,0.912592,0.378022,0.518114,0.386029,0.896136,0.236601,5.79175,0.28829,1.64338,1.04905,84.9818,27.9841,149.159,2.69243,-0.0148611,31.30707550048828,-5.846805545501411,4.32972,8.710000038146973,,,,,,,775.2,6.860176991,775.2,6.860176991,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Francisco Lindor","NYM",115,495,440,115,71,22,2,21,73,64,43,1,90,8,4,1,,17,4,0.262077,0.0877706,0.181967,0.482344,0.337172,0.46083,0.34886,0.798003,0.198753,5.69955,0.284217,1.11853,0.955884,71.2013,13.616,125.206,2.07441,2.69393,16.89742946624756,7.821703910827637,4.27055,14.149999618530273,,,,,,,650.7,5.658260869,650.7,5.658260869,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Julio Rodríguez","SEA",115,499,451,122,79,20,2,21,71,65,38,3,116,6,3,0,,21,5,0.270162,0.0761099,0.233502,0.325949,0.333881,0.462783,0.34671,0.796665,0.192621,5.95606,0.319714,1.66245,1.09899,70.8262,12.8542,130.999,2.76144,2.44226,20.34273386001587,3.9297616481781006,4.2317,13.710000038146973,,,,,,,656.9,5.712173913,656.9,5.712173913,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Gunnar Henderson","BAL",109,473,419,110,63,22,4,22,72,62,48,1,108,4,3,0,,12,3,0.262344,0.100769,0.228406,0.441185,0.340887,0.487794,0.359402,0.828681,0.22545,6.25615,0.302068,1.01451,0.365138,71.9539,16.9702,136.128,1.37965,-1.29144,20.813636302947998,3.593432068824768,4.1569,9.329999923706055,,,,,,,660.8,6.062385321,660.8,6.062385321,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"José Ramírez","CLE",113,489,437,120,70,27,2,22,68,73,47,9,58,2,4,0,,23,5,0.274447,0.0950192,0.119447,0.795489,0.344347,0.492336,0.356704,0.836683,0.21789,5.65576,0.272569,2.30845,1.72227,73.4003,16.508,132.858,4.03072,-0.00223984,22.31960105895996,1.3088712540920824,4.13303,4.900000095367432,,,,,,,708.2,6.267256637,708.2,6.267256637,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Corbin Carroll","ARI",112,485,424,112,64,21,7,19,81,59,48,1,98,8,3,2,,26,5,0.263364,0.0994309,0.202203,0.491738,0.347391,0.481415,0.36042,0.828806,0.218051,8.3988,0.299482,3.69382,2.29984,74.2138,17.8037,127.804,5.99366,1.82666,22.01088809967041,-3.0844517946243286,3.63643,7.889999866485596,,,,,,,686,6.125,686,6.125,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Jackson Merrill","SDP",108,468,433,121,76,23,3,19,60,66,28,2,77,2,4,2,,12,3,0.280232,0.0592595,0.164693,0.359817,0.323229,0.481373,0.347232,0.804603,0.201142,5.44503,0.300319,0.0921417,0.324781,66.6394,12.2533,124.277,0.416923,3.30585,13.900813519954681,4.683161973953247,3.54077,27.280000686645508,,,,,,,611.4,5.661111111,611.4,5.661111111,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Ketel Marte","ARI",104,450,392,109,64,23,2,20,66,64,50,3,78,4,3,0,,5,1,0.278632,0.110922,0.172819,0.641838,0.362583,0.502027,0.373968,0.864611,0.223396,4.69403,0.299424,-0.616837,-0.410991,73.654,21.3571,136.888,-1.02783,-0.402828,18.673059463500977,-0.3847728669643402,3.44801,30.65999984741211,,,,,,,653.2,6.28076923,653.2,6.28076923,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Cal Raleigh","SEA",107,429,377,85,44,16,1,24,54,64,46,2,116,3,3,0,,3,1,0.226412,0.106706,0.269408,0.396075,0.313415,0.46895,0.338801,0.782365,0.242538,3.40533,0.253815,-1.02166,-0.326746,58.1965,8.3525,125.463,-1.3484,2.37024,11.068416237831116,7.769315004348755,3.42826,85.55000305175781,,,,,,,526.6,4.921495327,526.6,4.921495327,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Elly De La Cruz","CIN",110,476,424,108,64,22,4,18,71,58,45,2,142,4,2,1,,40,9,0.254931,0.0941027,0.297534,0.316275,0.329468,0.452444,0.340732,0.781912,0.197513,8.11532,0.338689,3.06412,3.38422,65.3516,10.0063,109.758,6.44834,-0.0715154,11.963650226593018,5.030336499214172,3.40487,4.300000190734863,,,,,,,634.4,5.767272727,634.4,5.767272727,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Yordan Alvarez","HOU",90,388,330,97,54,19,1,23,57,63,48,6,64,6,3,0,,2,0,0.294176,0.125041,0.165374,0.75611,0.390337,0.565952,0.406722,0.956288,0.271776,3.11646,0.301252,-0.956305,-0.476997,73.5348,28.4951,168.169,-1.4333,-0.117859,28.604594469070435,-8.85859963297844,3.37957,17.149999618530273,,,,,,,656,7.288888888,656,7.288888888,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Matt Chapman","SFG",113,490,425,102,58,22,2,20,64,62,57,1,124,5,3,0,,8,2,0.240108,0.115538,0.252584,0.457422,0.334701,0.444263,0.342107,0.778964,0.204155,4.47429,0.287602,0.388313,-0.119004,67.8394,10.8417,119.13,0.269308,2.27116,11.404486000537872,4.0225523710250854,3.29197,125.16999816894531,,,,,,,605,5.3539823,605,5.3539823,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Ronald Acuña Jr.","ATL",91,394,340,98,61,18,2,16,68,48,47,2,73,5,2,1,,24,8,0.287381,0.118458,0.184209,0.643064,0.380471,0.49464,0.382073,0.875111,0.207259,6.40312,0.32183,3.11104,0.804999,67.0943,21.2611,142.764,3.91604,-0.858259,23.932612895965576,-5.299925267696381,3.29127,37.599998474121094,,,,,,,602,6.615384615,602,6.615384615,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"William Contreras","MIL",112,452,395,106,70,20,1,16,58,60,52,3,92,3,3,0,,6,1,0.26942,0.114584,0.202479,0.565903,0.356103,0.446094,0.352007,0.802197,0.176674,3.82992,0.311826,-0.894697,-0.316644,66.1485,13.5662,123.426,-1.21134,0.463841,11.368313074111938,4.797174543142319,3.23694,24.790000915527344,,,,,,,586.3,5.234821428,586.3,5.234821428,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Trea Turner","PHI",112,484,445,125,85,24,1,15,70,57,32,0,91,4,3,0,,18,4,0.279921,0.0663046,0.188001,0.352682,0.332633,0.43909,0.33856,0.771722,0.159169,5.84276,0.321328,1.91795,1.23909,65.6411,9.34151,114.193,3.15703,-1.68804,11.317104578018188,3.5017786026000977,3.20829,24.110000610351562,,,,,,,602.3,5.377678571,602.3,5.377678571,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Vladimir Guerrero Jr.","TOR",114,495,434,127,80,24,0,22,68,73,52,6,72,5,3,0,,3,1,0.293443,0.105152,0.145385,0.723267,0.372667,0.506681,0.379524,0.879348,0.213238,2.73385,0.305874,-2.06834,-0.998559,83.1474,25.6625,148.935,-3.0669,-1.53014,24.45392155647278,-10.106995940208435,3.19063,13.180000305175781,,,,,,,727.5,6.381578947,727.5,6.381578947,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Austin Riley","ATL",113,490,441,118,70,23,2,24,68,71,39,1,122,7,3,0,,1,0,0.268744,0.0797593,0.248904,0.320442,0.335343,0.491465,0.358301,0.826808,0.222721,3.03947,0.317159,-0.803174,-0.773589,74.1595,17.1618,126.824,-1.57676,-1.8381,14.037358045578003,-0.08671224117279053,3.13927,29.6200008392334,,,,,,,663.4,5.87079646,663.4,5.87079646,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Bryce Harper","PHI",113,489,417,116,68,26,1,21,70,69,66,7,102,3,3,1,,9,3,0.277278,0.134893,0.20938,0.644248,0.377303,0.495103,0.376913,0.872406,0.217826,3.8135,0.318429,-1.1621,-0.451909,81.2733,24.381,139.908,-1.61401,1.04143,21.57314932346344,-7.808566093444824,3.11688,22.260000228881836,,,,,,,726.8,6.431858407,726.8,6.431858407,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Corey Seager","TEX",84,361,320,90,53,17,1,19,50,55,36,5,61,3,2,0,,1,0,0.283038,0.099558,0.169373,0.587803,0.358151,0.522066,0.376782,0.880217,0.239029,2.58113,0.294304,-1.29408,-0.632161,59.8841,17.9382,145.686,-1.92624,-0.0689381,16.821943521499634,1.1125435084104538,3.10035,46.439998626708984,,,,,,,536.5,6.386904761,536.5,6.386904761,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Freddie Freeman","LAD",108,465,402,116,73,25,1,17,68,66,54,6,74,6,4,0,,7,2,0.289448,0.115246,0.158352,0.727785,0.378571,0.485978,0.374557,0.864549,0.19653,4.31106,0.315455,-0.261312,-0.473816,76.3544,22.2948,140.618,-0.735127,0.774013,21.689570724964142,-7.603764712810516,3.06581,26.920000076293945,,,,,,,673.3,6.234259259,673.3,6.234259259,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Adley Rutschman","BAL",107,431,376,97,63,19,1,14,54,51,49,2,68,2,3,0,,1,0,0.256946,0.114066,0.15786,0.722576,0.344201,0.424402,0.338935,0.768604,0.167456,2.63142,0.278032,-0.580312,-0.784356,58.4816,8.43269,121.802,-1.36467,0.825777,9.310716986656189,5.343369245529175,3.00162,61.56999969482422,,,,,,,514.5,4.808411214,514.5,4.808411214,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Will Smith","LAD",91,362,312,81,51,16,1,14,48,50,39,2,66,7,4,0,,2,1,0.259703,0.107226,0.181716,0.590073,0.350945,0.447393,0.349852,0.798339,0.18769,3.5411,0.285418,-1.03934,-0.567762,52.2856,10.2298,124.054,-1.6071,1.58585,8.723795652389526,7.977519750595093,2.97908,107.08000183105469,,,,,,,464.3,5.102197802,464.3,5.102197802,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Zach Neto","LAA",107,463,415,103,62,22,1,18,60,57,30,1,106,13,3,2,,21,6,0.248806,0.064524,0.229537,0.281104,0.316922,0.439848,0.331751,0.75677,0.191041,5.69189,0.289815,1.22146,1.03027,60.2055,6.41698,112.379,2.25173,-0.417023,8.765995979309082,4.541310012340546,2.97335,197.19000244140625,,,,,,,552.6,5.164485981,552.6,5.164485981,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Pete Crow-Armstrong","CHC",105,455,412,104,65,19,5,14,62,55,27,1,111,5,3,8,,29,6,0.252907,0.0596957,0.243687,0.244969,0.305534,0.428622,0.319773,0.734156,0.175715,7.98771,0.310303,1.93785,2.74221,54.856,1.97152,104.734,4.68006,4.3925,7.236659526824951,6.017502784729004,2.94481,127.38999938964844,,,,,,,519.9,4.951428571,519.9,4.951428571,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Steven Kwan","CLE",113,489,434,125,93,21,3,9,68,44,47,1,48,4,3,2,,13,3,0.288355,0.0952512,0.0975887,0.976047,0.360889,0.409155,0.342549,0.770044,0.1208,5.45225,0.306657,0.649974,0.361554,67.8857,10.9935,122.951,1.01153,3.31054,13.785855889320374,-1.9339025020599365,2.91497,144.2899932861328,,,,,,,597.9,5.291150442,597.9,5.291150442,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Alex Bregman","BOS",113,486,428,113,70,24,1,18,64,65,48,1,66,6,4,0,,2,1,0.264122,0.0990233,0.135954,0.728357,0.344305,0.451085,0.349047,0.79539,0.186963,3.43407,0.273784,-1.71379,-0.819776,69.9449,13.4344,120.462,-2.53357,0.727421,8.778977870941162,2.4638412594795227,2.84064,110.41000366210938,,,,,,,612.3,5.41858407,612.3,5.41858407,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Dansby Swanson","CHC",113,490,443,107,68,20,2,17,64,60,41,1,122,3,3,1,,12,3,0.241088,0.084045,0.24873,0.337897,0.307529,0.406695,0.31449,0.714224,0.165607,5.1986,0.29323,1.08528,0.388156,57.0603,0.0626036,101.191,1.47344,3.63944,2.166634202003479,8.893606424331665,2.84031,170.38999938964844,,,,,,,531.8,4.70619469,531.8,4.70619469,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Manny Machado","SDP",111,478,434,116,73,22,1,21,62,69,39,3,89,1,3,0,,9,2,0.267023,0.0819832,0.187121,0.438129,0.327151,0.462712,0.341935,0.789863,0.195689,4.03326,0.291215,-0.56481,0.000601708,66.088,10.5065,120.725,-0.564208,-0.504218,11.200023770332336,0.17525696754455566,2.83074,37.45000076293945,,,,,,,614,5.531531531,614,5.531531531,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Wyatt Langford","TEX",104,451,400,106,65,21,3,17,62,58,43,2,89,4,3,0,,15,4,0.265566,0.0963599,0.197887,0.486945,0.341099,0.462505,0.350226,0.803604,0.196939,5.84564,0.299925,0.635647,0.717807,65.3206,12.8882,127.099,1.35345,1.48198,15.254136204719543,-3.2081481218338013,2.80263,41.31999969482422,,,,,,,589.7,5.670192307,589.7,5.670192307,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Riley Greene","DET",108,465,413,111,70,20,3,18,61,59,45,2,119,4,3,0,,4,1,0.26824,0.0974611,0.25585,0.38093,0.343656,0.462531,0.35163,0.806187,0.194291,4.61484,0.333331,-0.478468,-0.532854,67.8677,13.808,129.255,-1.01132,1.64976,14.461084604263306,-2.9724584817886353,2.7933,109.87000274658203,,,,,,,604.7,5.599074074,604.7,5.599074074,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Jeremy Peña","HOU",114,495,455,121,85,22,2,13,62,52,27,1,88,8,3,2,,14,4,0.266126,0.0542269,0.178407,0.30395,0.316533,0.403557,0.317417,0.72009,0.137431,5.33845,0.303827,0.721048,0.380405,58.7003,1.21544,105.663,1.10145,0.164248,4.286028265953064,5.463322654366493,2.71509,156.9499969482422,,,,,,,540.4,4.740350877,540.4,4.740350877,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Michael Harris II","ATL",103,445,414,114,74,22,2,15,61,54,24,1,84,4,3,1,,15,4,0.275045,0.0531073,0.189017,0.280966,0.317784,0.448719,0.333132,0.766503,0.173674,5.86656,0.311065,1.33137,0.643706,58.3669,6.65767,109.949,1.97508,1.97383,7.228692889213562,3.562722086906433,2.65511,41.880001068115234,,,,,,,541.9,5.261165048,541.9,5.261165048,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Oneil Cruz","PIT",103,445,394,99,58,20,2,19,60,59,44,3,127,3,3,0,,20,4,0.252502,0.0999301,0.2864,0.348918,0.32986,0.461081,0.342881,0.79094,0.208578,6.26581,0.320124,1.81139,1.73772,61.8191,10.1098,115.09,3.54911,-2.05461,11.51806116104126,-0.754612922668457,2.65222,37.369998931884766,,,,,,,576.2,5.594174757,576.2,5.594174757,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Anthony Volpe","NYY",114,495,446,106,67,23,3,13,63,52,39,0,114,5,3,1,,20,5,0.238004,0.0795393,0.22985,0.346049,0.305013,0.389871,0.307335,0.694884,0.151867,6.36607,0.289449,2.03252,1.1279,54.7316,-2.75328,97.0546,3.16042,2.07342,1.5039130449295044,7.372493505477905,2.6248,142.30999755859375,,,,,,,509.6,4.470175438,509.6,4.470175438,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Isaac Paredes","HOU",104,449,385,93,58,17,1,17,54,58,51,1,74,10,3,0,,1,0,0.241853,0.113492,0.164053,0.691801,0.342872,0.421082,0.339438,0.763954,0.17923,2.48378,0.256983,-1.43256,-0.871012,61.1176,8.9664,121.075,-2.30357,-0.0308432,8.449265718460083,1.571626041084528,2.58482,184.41000366210938,,,,,,,535.5,5.149038461,535.5,5.149038461,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Xander Bogaerts","SDP",111,478,431,114,80,22,1,11,57,51,39,1,86,4,4,0,,12,3,0.26377,0.0815099,0.178806,0.455857,0.328006,0.398138,0.321302,0.726144,0.134368,4.688,0.302785,0.548352,0.311511,58.2352,2.65378,106.891,0.859863,-0.683458,4.7713242173194885,4.072868704795837,2.56895,155.3699951171875,,,,,,,523.7,4.718018018,523.7,4.718018018,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Willy Adames","SFG",112,485,430,103,61,23,1,17,61,61,49,1,115,2,4,0,,10,3,0.238622,0.101603,0.237548,0.427714,0.317252,0.418118,0.32321,0.735371,0.179497,4.4629,0.282946,0.152463,-0.0195615,59.8403,3.43023,106.459,0.132901,-0.530168,3.853607878088951,4.669831693172455,2.56044,91.93000030517578,,,,,,,542.6,4.844642857,542.6,4.844642857,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Jarren Duran","BOS",104,451,411,111,67,25,6,12,63,48,33,1,99,4,2,1,,23,5,0.269828,0.0731408,0.218382,0.334921,0.328514,0.448732,0.338923,0.777247,0.178904,7.74076,0.327161,2.0879,1.88828,61.2623,8.82987,113.375,3.97618,0.53257,10.83732557296753,-1.4365661144256592,2.52903,21.389999389648438,,,,,,,570.8,5.488461538,570.8,5.488461538,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Pete Alonso","NYM",112,485,418,104,58,19,1,27,67,76,54,4,106,10,3,0,,3,1,0.249152,0.110919,0.219187,0.506047,0.346515,0.490103,0.362259,0.836618,0.240951,3.18747,0.269082,-1.64201,-0.698542,74.9238,18.5137,134.19,-2.34055,-0.367762,17.35552954673767,-9.214984327554703,2.52083,47.630001068115234,,,,,,,673.9,6.016964285,673.9,6.016964285,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Gabriel Moreno","ARI",92,366,325,88,63,17,1,7,43,41,35,1,60,3,3,0,,4,1,0.271152,0.0969265,0.164437,0.589444,0.346391,0.391362,0.328994,0.737753,0.12021,3.56094,0.312863,-1.19582,-0.568477,46.8146,4.27197,106.732,-1.7643,3.65583,1.1603647470474243,10.354438304901123,2.45712,184.36000061035156,,,,,,,407.4,4.428260869,407.4,4.428260869,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Luis Robert Jr.","CHW",108,465,423,103,62,21,1,20,62,56,34,2,136,5,2,0,,25,7,0.24288,0.0738253,0.292421,0.252462,0.305974,0.433548,0.322368,0.739522,0.190668,5.60073,0.308229,1.66666,1.57736,57.0356,2.97593,107.072,3.24402,0.707271,6.984375238418579,1.212826907634735,2.45286,87.75,,,,,,,553.3,5.123148148,553.3,5.123148148,,,,,,,,,,,,,,,,,,,"Luis Robert Jr.","20043",673357
"Brent Rooker","ATH",104,450,400,102,55,18,2,27,62,68,41,2,129,6,3,0,,5,2,0.254847,0.0908744,0.287255,0.316355,0.330835,0.508315,0.36169,0.83915,0.253468,4.26599,0.304991,-0.458494,-0.396911,69.2571,16.9602,135.363,-0.855405,-0.36037,17.23773831129074,-8.64787083864212,2.44114,62.2400016784668,,,,,,,633.5,6.091346153,633.5,6.091346153,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Royce Lewis","MIN",91,394,356,92,53,18,1,19,52,58,33,1,90,2,3,0,,4,1,0.257838,0.0832214,0.227531,0.365758,0.3222,0.476702,0.346042,0.798903,0.218865,3.60586,0.290105,-0.388841,-0.490598,55.786,9.9528,124.828,-0.87944,-0.236082,10.253679871559143,0.016695693135261536,2.42305,163.9600067138672,,,,,,,505.5,5.554945054,505.5,5.554945054,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Bo Bichette","TOR",109,469,437,122,85,24,1,12,57,53,26,1,84,3,3,0,,8,3,0.278594,0.0545583,0.179782,0.30347,0.320731,0.420037,0.324654,0.740768,0.141442,4.25276,0.320016,0.0482184,-0.365201,58.3763,3.8546,110.531,-0.316982,-2.79604,5.300110161304474,2.2298827171325684,2.39757,113.95999908447266,,,,,,,528.1,4.844954128,528.1,4.844954128,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Matt Olson","ATL",115,495,425,107,60,21,1,24,67,75,63,4,113,4,3,0,,0,0,0.251483,0.126897,0.227211,0.558501,0.351486,0.477301,0.360255,0.828787,0.225818,2.26199,0.283757,-1.21719,-0.880821,75.6946,18.1093,128.135,-2.09802,0.923409,14.447703838348389,-7.923813343048096,2.3886,33.970001220703125,,,,,,,667.4,5.80347826,667.4,5.80347826,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Andrés Giménez","TOR",97,418,378,96,68,18,2,8,49,42,24,1,71,11,3,2,,20,4,0.254792,0.0571957,0.168818,0.338801,0.316231,0.376897,0.308029,0.693128,0.122106,6.33812,0.291886,1.64552,1.64959,46.4991,-2.09631,98.8949,3.29511,4.68982,2.7697185277938843,6.219446659088135,2.37254,163.10000610351562,,,,,,,430.2,4.435051546,430.2,4.435051546,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Nico Hoerner","CHC",102,440,400,110,84,20,2,4,54,41,29,1,47,7,3,1,,22,5,0.275789,0.066434,0.106252,0.625246,0.333914,0.367169,0.31331,0.701083,0.0913793,5.90196,0.301271,1.89549,1.38059,50.7649,-0.356729,100.4,3.27608,3.10341,3.4849322587251663,4.710351586341858,2.3691,203.32000732421875,,,,,,,458.8,4.498039215,458.8,4.498039215,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Cedric Mullins","BAL",101,437,388,94,60,18,2,14,57,51,40,1,87,4,3,2,,22,5,0.240933,0.0915373,0.199578,0.458655,0.316622,0.404117,0.31855,0.720739,0.163184,6.2918,0.274831,1.57227,1.72717,52.2684,1.46821,107.534,3.29944,-0.492487,7.0440051555633545,1.0684698522090912,2.34732,211.2100067138672,,,,,,,493.4,4.885148514,493.4,4.885148514,,,,,,,,,,,,,,,,,,,"Cedric Mullins","17929",656775
"J.P. Crawford","SEA",104,447,383,92,64,18,1,9,53,42,55,0,87,5,3,2,,3,1,0.240813,0.12288,0.193736,0.634262,0.341259,0.36745,0.320297,0.708709,0.126637,3.50841,0.28589,-0.463469,-0.605371,54.1205,2.12494,112.512,-1.06884,-2.45568,5.295860052108765,2.3373775482177734,2.33324,442.010009765625,,,,,,,457.6,4.4,457.6,4.4,,,,,,,,,,,,,,,,,,,"J.P. Crawford","15491",641487
"CJ Abrams","WSN",102,441,401,100,63,20,3,14,60,48,26,1,88,9,3,2,,26,6,0.250745,0.0594845,0.198548,0.299597,0.309976,0.420162,0.319776,0.730139,0.169417,7.32015,0.2872,2.26395,1.87802,53.1796,1.91227,102.552,4.14197,-2.22759,5.4780049324035645,2.3193273544311523,2.33228,49.619998931884766,,,,,,,503.3,4.934313725,503.3,4.934313725,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Mike Trout","LAA",77,334,288,72,38,12,2,20,48,49,40,3,88,4,2,0,,5,1,0.25041,0.119806,0.26404,0.453742,0.348427,0.519446,0.3725,0.867873,0.269037,5.10744,0.285177,-0.244535,-0.0588324,54.3212,15.474,140.9,-0.303367,-0.0581704,15.240880161523819,-4.226842973381281,2.29256,111.9000015258789,,,,,,,488.1,6.338961038,488.1,6.338961038,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Shea Langeliers","ATH",92,366,332,78,44,15,1,19,44,51,28,1,91,3,3,0,,3,1,0.236766,0.07646,0.248385,0.307829,0.29952,0.459323,0.328592,0.758842,0.222557,3.60419,0.265366,-0.855349,-0.389931,46.6422,4.14991,112.197,-1.24528,-0.799748,3.8251510858535767,6.115529000759125,2.28976,119.69000244140625,,,,,,,428.5,4.657608695,428.5,4.657608695,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"J.T. Realmuto","PHI",92,365,330,83,53,16,2,12,45,45,28,1,89,5,2,0,,6,2,0.252084,0.0757911,0.24332,0.311487,0.317916,0.424817,0.325632,0.742732,0.172732,4.9637,0.306797,-0.105673,-0.324277,45.6979,3.28273,105.524,-0.429949,1.46702,1.962702065706253,7.913321495056152,2.28383,140.24000549316406,,,,,,,410.2,4.458695652,410.2,4.458695652,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
