Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Ke'Bryan Hayes","PIT",101,435,400,101,73,18,2,8,45,41,28,1,82,3,3,0,,11,3,0.252447,0.0653346,0.189662,0.344479,0.305268,0.367991,0.298516,0.673258,0.115543,5.0807,0.29792,0.220448,0.141552,45.0623,-5.4718,85.3433,0.362,3.77443,-7.201986461877823,5.327210903167725,1.31006,362.1099853515625,,,,,,,409.9,4.058415841,409.9,4.058415841,,,,,,,,,,,,,,,,,,,"Ke'Bryan Hayes","18577",663647
"Dylan Moore","SEA",61,262,225,48,28,10,2,9,35,27,28,1,73,6,2,1,,17,5,0.214434,0.108418,0.277634,0.390505,0.317214,0.390238,0.315425,0.707451,0.175804,7.21311,0.272389,0.874653,1.07693,30.7088,0.228699,109.102,1.95158,-0.60173,4.665655136108398,-0.7670078277587891,1.30819,360.739990234375,,,,,,,289.1,4.739344262,289.1,4.739344262,,,,,,,,,,,,,,,,,,,"Dylan Moore","18042",664238
"Jorge Soler","LAA",100,432,378,89,49,18,0,21,55,57,46,1,112,5,3,0,,1,0,0.235039,0.106216,0.258862,0.41032,0.323886,0.454619,0.340488,0.778505,0.21958,2.3008,0.272309,-1.6526,-0.660316,59.195,8.99247,118.494,-2.31291,-0.322799,6.770357608795166,-8.990699768066406,1.26084,205.88999938964844,,,,,,,524.9,5.249,524.9,5.249,,,,,,,,,,,,,,,,,,,"Jorge Soler","14221",624585
"Vinnie Pasquantino","KCR",104,451,403,104,62,23,2,17,53,65,39,2,62,4,4,1,,1,0,0.258057,0.0874136,0.137255,0.636868,0.326932,0.451536,0.338365,0.778468,0.193479,2.79912,0.264605,-1.41694,-0.648665,61.062,8.62949,114.311,-2.0656,0.355298,5.275690793991089,-8.273096710443497,1.24667,119.11000061035156,,,,,,,548.2,5.271153846,548.2,5.271153846,,,,,,,,,,,,,,,,,,,"Vinnie Pasquantino","27676",686469
"Trey Sweeney","DET",77,334,300,68,45,13,2,8,37,34,28,1,85,3,2,0,,8,2,0.226765,0.0843241,0.255627,0.329872,0.297219,0.365753,0.294671,0.662972,0.138988,5.4674,0.287183,-0.0846509,0.177126,33.5615,-5.22045,89.3879,0.0924747,1.19965,-3.933945454657078,4.738539457321167,1.23464,499.0199890136719,,,,,,,307.7,3.996103896,307.7,3.996103896,,,,,,,,,,,,,,,,,,,"Trey Sweeney","29575",700242
"Victor Scott II","STL",89,384,348,82,58,15,3,6,45,33,26,0,82,4,3,3,,25,4,0.235684,0.0679972,0.212601,0.319835,0.294285,0.348144,0.286378,0.642429,0.112459,7.31341,0.287842,2.098,2.5566,36.1107,-8.54726,81.2633,4.6546,1.53269,-3.890592098236084,2.9049147367477417,1.22714,321.8500061035156,,,,,,,354.5,3.983146067,354.5,3.983146067,,,,,,,,,,,,,,,,,,,"Victor Scott II","31349",687363
"Ryan O'Hearn","BAL",77,334,302,81,53,15,1,12,42,45,27,1,58,3,2,0,,3,1,0.269518,0.0802094,0.172118,0.466014,0.331834,0.449622,0.341138,0.781456,0.180104,3.77287,0.294108,-0.748006,-0.431442,45.9786,7.13133,123.344,-1.17945,-0.148864,7.6926292181015015,-6.998709738254547,1.22513,359.2900085449219,,,,,,,406.5,5.279220779,406.5,5.279220779,,,,,,,,,,,,,,,,,,,"Ryan O'Hearn","16442",656811
"Parker Meadows","DET",56,243,217,53,33,10,3,7,31,24,22,1,56,2,2,1,,9,2,0.241982,0.0894206,0.231114,0.386912,0.313347,0.408252,0.317299,0.721599,0.16627,6.85579,0.292908,0.731334,0.469445,28.7787,0.573659,105.226,1.20078,0.292354,2.642823815345764,1.014576107263565,1.21569,287.75,,,,,,,275.2,4.914285714,275.2,4.914285714,,,,,,,,,,,,,,,,,,,"Parker Meadows","23800",678009
"Luis Rengifo","LAA",93,401,369,93,66,15,2,9,46,40,25,0,65,4,3,1,,14,5,0.252178,0.0619828,0.161408,0.384013,0.304565,0.379297,0.302866,0.683862,0.127118,5.61431,0.28187,0.308711,0.295267,42.9575,-3.65916,92.1616,0.603978,0.112998,-2.9708672761917114,1.2515781670808792,1.2062,177.5500030517578,,,,,,,390.9,4.203225806,390.9,4.203225806,,,,,,,,,,,,,,,,,,,"Luis Rengifo","19858",650859
"Chandler Simpson","TBR",66,286,262,73,60,11,1,1,36,21,17,1,34,1,2,3,,27,5,0.276753,0.061175,0.120407,0.508069,0.321915,0.337806,0.295079,0.65972,0.0610532,7.10598,0.313421,2.27607,2.65133,28.8126,-4.37449,92.5327,4.9274,-0.401605,2.5028939247131348,-0.401605486869812,1.20265,999,,,,,,,285.1,4.319696969,285.1,4.319696969,,,,,,,,,,,,,,,,,,,"Chandler Simpson","31912",802415
"Caleb Durbin","MIL",82,354,314,76,52,17,1,6,41,37,27,1,42,8,3,2,,17,3,0.24348,0.0764036,0.119581,0.63893,0.317596,0.362804,0.304249,0.6804,0.119324,5.99471,0.262282,0.942284,1.37609,38.2933,-2.83906,91.4041,2.31838,-0.261744,-1.2924187183380127,1.0743670165538788,1.20161,392.44000244140625,,,,,,,351.9,4.291463414,351.9,4.291463414,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Jordan Lawlar","ARI",62,268,240,61,41,12,1,6,35,29,22,1,66,3,1,1,,12,2,0.252887,0.0820166,0.246183,0.333153,0.322176,0.393207,0.316639,0.715384,0.14032,6.56306,0.321415,0.474418,1.1149,31.6357,0.492595,98.4477,1.58932,1.26956,1.0956227779388428,1.5403976738452911,1.19951,403.510009765625,,,,,,,290.7,4.688709677,290.7,4.688709677,,,,,,,,,,,,,,,,,,,"Jordan Lawlar","29976",691783
"Joey Bart","PIT",69,274,242,59,40,10,1,8,29,32,24,0,75,6,2,0,,1,0,0.242905,0.0875749,0.273419,0.320295,0.323158,0.389876,0.31829,0.713033,0.146971,2.96706,0.315591,-0.57517,-0.439592,32.6603,0.862484,98.6019,-1.01476,-0.988795,-1.4687588810920715,3.9042609333992004,1.19826,258.5799865722656,,,,,,,290.2,4.205797101,290.2,4.205797101,,,,,,,,,,,,,,,,,,,"Joey Bart","21524",663698
"Heliot Ramos","SFG",94,404,368,93,59,18,2,15,49,48,30,1,104,4,2,0,,6,2,0.253533,0.0744613,0.257795,0.288839,0.314488,0.430274,0.325991,0.744763,0.176742,4.59762,0.312676,-0.534551,-0.263634,50.7623,3.75388,108.324,-0.798185,-0.275001,3.1977612376213074,-5.258333891630173,1.18591,200.07000732421875,,,,,,,465.2,4.94893617,465.2,4.94893617,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Spencer Horwitz","PIT",80,344,297,79,52,18,1,8,40,38,40,1,64,4,2,0,,2,1,0.266246,0.115159,0.186587,0.617188,0.358509,0.414419,0.343483,0.772928,0.148173,3.02053,0.312952,-1.16278,-0.648075,47.9339,7.97676,115.494,-1.81086,1.55647,4.511613845825195,-4.654641389846802,1.17439,382.5899963378906,,,,,,,411.5,5.14375,411.5,5.14375,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Jacob Young","WSN",90,391,350,87,67,15,2,2,46,27,26,0,71,7,2,6,,23,5,0.247272,0.06692,0.181864,0.367968,0.309945,0.318535,0.284657,0.628481,0.0712631,6.66614,0.303017,1.69999,1.95281,36.2087,-9.2328,79.0041,3.6528,2.94216,-6.090746641159058,4.338457107543945,1.17116,294.55999755859375,,,,,,,339.6,3.773333333,339.6,3.773333333,,,,,,,,,,,,,,,,,,,"Jacob Young","29931",696285
"Dillon Dingler","DET",57,226,209,50,32,10,1,7,23,27,13,0,65,3,1,0,,1,0,0.237644,0.0553473,0.285893,0.193594,0.289519,0.392393,0.300123,0.681912,0.15475,3.8679,0.309279,-0.301846,-0.306215,23.7639,-2.56085,93.2037,-0.608061,1.67739,-2.358414649963379,6.101004600524902,1.16867,577.3599853515625,,,,,,,221.4,3.884210526,221.4,3.884210526,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Gabriel Arias","CLE",77,331,304,72,46,15,2,9,37,33,22,0,96,3,2,1,,8,2,0.237331,0.065037,0.290061,0.224219,0.292707,0.386252,0.299356,0.678959,0.14892,5.45159,0.315559,-0.104344,0.0386498,34.5713,-3.94947,92.7197,-0.065694,0.157531,-2.80937260389328,3.0164818465709686,1.16509,654.6400146484375,,,,,,,323.3,4.198701298,323.3,4.198701298,,,,,,,,,,,,,,,,,,,"Gabriel Arias","22563",672356
"Joey Ortiz","MIL",102,440,394,93,62,20,3,8,49,44,36,0,86,4,4,2,,10,3,0.235895,0.0824548,0.19457,0.42378,0.304299,0.364978,0.298107,0.669277,0.129083,5.35889,0.278392,0.107712,-0.0541342,45.443,-5.67865,87.2858,0.0535781,-1.51711,-6.584230270236731,3.0509421825408936,1.156,265.2799987792969,,,,,,,407.7,3.997058823,407.7,3.997058823,,,,,,,,,,,,,,,,,,,"Joey Ortiz","25493",687401
"Adolis García","TEX",102,441,399,94,56,19,1,18,55,61,33,1,119,5,3,0,,9,3,0.234504,0.0758809,0.268898,0.282192,0.299307,0.423198,0.315977,0.722505,0.188694,4.54576,0.283742,0.0175193,-0.0379701,51.8457,0.578397,103.127,-0.0204508,-0.0524636,1.547975804656744,-5.136414103209972,1.15095,151.52000427246094,,,,,,,480.1,4.706862745,480.1,4.706862745,,,,,,,,,,,,,,,,,,,"Adolis Garcia","19287",666969
"Ryan McMahon","COL",104,449,394,93,59,18,1,14,51,49,49,2,130,2,3,0,,4,2,0.235285,0.109925,0.290157,0.378847,0.322085,0.397173,0.318698,0.719258,0.161888,3.46409,0.310388,-0.617861,-0.878655,53.7114,1.56021,88.3468,-1.49652,2.11695,-7.702908635139465,3.719418168067932,1.14008,272.17999267578125,,,,,,,471.3,4.531730769,471.3,4.531730769,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Dylan Crews","WSN",94,406,369,88,58,16,3,11,49,43,29,0,93,6,2,1,,21,5,0.239011,0.0704772,0.22922,0.307466,0.302181,0.388822,0.305817,0.691003,0.14981,6.82937,0.288497,1.01286,1.49815,44.4388,-2.75047,93.1921,2.51101,1.80727,-0.7698559761047363,-1.826682686805725,1.13586,123.19000244140625,,,,,,,421.6,4.485106382,421.6,4.485106382,,,,,,,,,,,,,,,,,,,"Dylan Crews","33541",686611
"Jasson Domínguez","NYY",91,393,350,84,55,16,2,12,52,45,38,1,102,2,2,0,,16,3,0.240961,0.0971456,0.260908,0.372337,0.317024,0.395797,0.315567,0.712821,0.154836,6.05693,0.305288,0.469796,1.23552,46.019,0.386646,102.816,1.70532,-0.655505,2.9625942707061768,-5.153344094753265,1.12821,141.52000427246094,,,,,,,433,4.758241758,433,4.758241758,,,,,,,,,,,,,,,,,,,"Jasson Dominguez","28080",691176
"Lane Thomas","CLE",74,321,290,69,44,15,1,9,39,36,25,0,83,4,2,0,,13,4,0.239209,0.0773021,0.258019,0.299598,0.30628,0.395442,0.31012,0.701721,0.156233,5.85344,0.300302,0.578151,0.308378,36.2595,-1.07605,100.254,0.886529,-1.63143,0.9791712313890457,-0.848403811454773,1.122,170.22999572753906,,,,,,,330.7,4.468918918,330.7,4.468918918,,,,,,,,,,,,,,,,,,,"Lane Thomas","16939",657041
"Nathaniel Lowe","WSN",104,451,395,102,71,17,1,12,50,55,50,1,103,3,3,0,,2,0,0.258077,0.111005,0.227673,0.487561,0.344104,0.401056,0.331819,0.745161,0.142979,2.70984,0.31678,-1.70933,-0.804721,58.712,6.27957,110.627,-2.51405,0.634395,3.176194667816162,-7.421160101890564,1.1214,262.8599853515625,,,,,,,506.8,4.873076923,506.8,4.873076923,,,,,,,,,,,,,,,,,,,"Nathaniel Lowe","19566",663993
"Alek Thomas","ARI",78,339,311,78,52,16,3,7,40,37,21,1,64,3,2,2,,8,2,0.251805,0.0621447,0.189393,0.328126,0.303477,0.391636,0.305723,0.695113,0.139831,6.17331,0.294817,0.408841,0.126075,37.0495,-2.32005,91.1285,0.534916,1.238,-3.031951904296875,2.447725534439087,1.11127,558.010009765625,,,,,,,336.7,4.316666666,336.7,4.316666666,,,,,,,,,,,,,,,,,,,"Alek Thomas","23792",677950
"Willi Castro","MIN",96,415,370,91,61,19,3,9,53,40,30,0,95,11,3,1,,13,4,0.2464,0.0718546,0.229462,0.313144,0.319017,0.38307,0.312699,0.702087,0.136671,6.32427,0.306847,0.604328,0.228956,47.6458,-0.537875,101.491,0.833284,-2.50785,1.5362582802772522,-4.746736764907837,1.09849,228.25,,,,,,,432.9,4.509375,432.9,4.509375,,,,,,,,,,,,,,,,,,,"Willi Castro","17338",650489
"Connor Norby","MIA",96,417,379,91,58,20,1,13,51,45,31,0,118,4,3,0,,7,2,0.241646,0.0750994,0.282678,0.265671,0.304056,0.400649,0.310777,0.704705,0.159003,4.69256,0.314013,-0.289358,-0.263799,47.232,-1.17759,93.5287,-0.553156,-1.12576,-3.752430737018585,0.3617424964904785,1.09004,282.1600036621094,,,,,,,429.2,4.470833333,429.2,4.470833333,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Tyler Soderstrom","ATH",95,408,369,90,52,17,1,19,49,53,33,1,100,4,3,0,,1,1,0.243099,0.08007,0.245209,0.326538,0.308778,0.45179,0.330656,0.760568,0.208691,2.86746,0.278878,-0.822611,-0.667137,52.7493,5.30435,113.642,-1.48975,-0.374499,4.842416048049927,-7.939776360988617,1.08826,269.05999755859375,,,,,,,478.7,5.038947368,478.7,5.038947368,,,,,,,,,,,,,,,,,,,"Tyler Soderstrom","27467",691016
"Ben Williamson","SEA",52,226,202,49,33,9,1,7,26,25,20,1,50,2,2,1,,5,1,0.24367,0.0878382,0.220411,0.398521,0.316105,0.39429,0.314191,0.710395,0.15062,4.691,0.290066,0,1.34821e-7,26.2717,-0.0248951,108.238,1.34821e-7,0,2.1193524755191078,0.8080247044563293,1.08352,999,,,,,,,242.7,4.667307692,242.7,4.667307692,,,,,,,,,,,,,,,,,,,"Ben Williamson","33197",810938
"Jesús Sánchez","MIA",93,401,360,88,55,18,2,14,46,48,35,1,102,3,2,1,,8,2,0.245383,0.0877467,0.254449,0.34485,0.315816,0.421387,0.323449,0.737203,0.176004,4.8378,0.301711,-0.542867,0.224074,49.5279,2.91121,102.026,-0.318794,-1.21787,0.6456124782562256,-3.6052122116088867,1.08126,271.2699890136719,,,,,,,451.6,4.855913978,451.6,4.855913978,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Sal Frelick","MIL",85,369,332,86,64,16,3,4,44,32,31,0,53,4,2,1,,15,3,0.260588,0.0827471,0.143577,0.576327,0.327792,0.359664,0.308039,0.687456,0.0990762,6.40672,0.298742,0.620185,1.00383,41.0477,-1.84749,93.9454,1.62401,2.75764,-1.028288722038269,-0.9076340198516846,1.07639,350.260009765625,,,,,,,375.8,4.42117647,375.8,4.42117647,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Keibert Ruiz","WSN",90,357,332,83,58,15,0,9,35,42,19,0,40,4,2,0,,2,1,0.248406,0.0519415,0.112315,0.462463,0.294452,0.379114,0.297419,0.673566,0.130708,2.59133,0.257092,-1.21567,-0.470115,36.7357,-4.81077,87.561,-1.68579,-1.5915,-6.9635361433029175,5.389980912208557,1.07373,209.4499969482422,,,,,,,330.9,3.676666666,330.9,3.676666666,,,,,,,,,,,,,,,,,,,"Keibert Ruiz","19610",660688
"Spencer Torkelson","DET",96,415,364,84,47,19,1,17,52,53,43,1,110,4,3,0,,1,0,0.230988,0.104166,0.265807,0.391885,0.317839,0.430046,0.328554,0.747885,0.199058,2.90942,0.279201,-0.720424,-0.594283,52.877,4.69337,113.103,-1.31471,-0.142807,4.8621498346328735,-8.556695654988289,1.04842,375.9800109863281,,,,,,,469.9,4.894791666,469.9,4.894791666,,,,,,,,,,,,,,,,,,,"Spencer Torkelson","27465",679529
"Mike Yastrzemski","SFG",90,389,343,79,45,18,3,14,48,44,39,1,96,4,2,1,,4,2,0.230296,0.101098,0.247407,0.408633,0.315077,0.415358,0.32128,0.730434,0.185062,4.76462,0.278338,-0.408194,-0.531247,47.3991,2.15353,105.165,-0.939441,-0.307268,1.4470749497413635,-4.3336567878723145,1.04801,440.7799987792969,,,,,,,431.3,4.792222222,431.3,4.792222222,,,,,,,,,,,,,,,,,,,"Mike Yastrzemski","14854",573262
"Brooks Lee","MIN",77,334,307,77,52,16,1,8,34,39,23,1,52,1,2,0,,3,1,0.249905,0.0697574,0.157333,0.443375,0.302814,0.384293,0.302154,0.687106,0.134387,3.88147,0.27723,-0.483001,-0.260066,35.5488,-3.23314,94.111,-0.743068,-0.286605,-2.9774712324142456,1.8800615668296814,1.03791,420.2699890136719,,,,,,,326.4,4.238961038,326.4,4.238961038,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Edgar Quero","CHW",60,241,214,53,37,10,0,6,23,28,21,0,45,4,2,0,,1,0,0.249568,0.0891253,0.187555,0.475194,0.326469,0.381711,0.316362,0.70818,0.132143,2.39851,0.288425,-0.489191,-0.400358,28.3935,0.38988,102.868,-0.889549,0.062167,-0.10368692874908447,2.0663336515426636,1.03442,999,,,,,,,245.1,4.085,245.1,4.085,,,,,,,,,,,,,,,,,,,"Edgar Quero","28022",700337
"Kyle Manzardo","CLE",83,357,312,74,41,17,1,15,43,46,39,1,83,3,3,0,,1,1,0.23619,0.109992,0.23339,0.471281,0.32513,0.442243,0.335741,0.767373,0.206053,2.89885,0.270681,-0.573309,-0.642803,47.5664,6.08243,118.186,-1.21611,0.0462597,6.164862394332886,-8.075345184653997,1.03404,355.8800048828125,,,,,,,423.5,5.102409638,423.5,5.102409638,,,,,,,,,,,,,,,,,,,"Kyle Manzardo","29794",700932
"Jonah Heim","TEX",63,247,227,53,35,10,1,8,26,30,17,0,46,1,2,0,,1,0,0.233742,0.0695949,0.186618,0.372927,0.289451,0.385596,0.297381,0.675047,0.151854,3.10393,0.258754,-0.406037,-0.265972,25.4249,-3.33809,90.1114,-0.672009,0.348314,-3.4546567797660828,5.181647539138794,1.03259,307.239990234375,,,,,,,235.6,3.739682539,235.6,3.739682539,,,,,,,,,,,,,,,,,,,"Jonah Heim","16930",641680
"Miguel Vargas","CHW",98,425,371,83,51,19,1,12,48,44,45,0,91,5,3,1,,7,2,0.223835,0.106193,0.213274,0.497916,0.313367,0.375847,0.307985,0.689214,0.152012,4.33387,0.262673,-0.247995,-0.356437,47.2145,-2.14429,97.0049,-0.604433,-0.406732,-2.0507739782333374,-2.212287038564682,1.02451,388.3399963378906,,,,,,,425.1,4.337755102,425.1,4.337755102,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Yoán Moncada","LAA",87,375,336,81,52,17,1,10,41,39,35,1,104,3,2,0,,2,1,0.239893,0.0929543,0.276796,0.335822,0.314535,0.384461,0.310624,0.698996,0.144568,3.79445,0.316585,-0.451444,-0.444347,42.5216,-1.10681,97.5918,-0.895791,-0.733137,-1.9236875176429749,-0.7147724032402039,1.02241,529.9299926757812,,,,,,,381.6,4.386206896,381.6,4.386206896,,,,,,,,,,,,,,,,,,,"Yoan Moncada","17232",660162
"Victor Robles","SEA",49,211,185,47,34,10,1,3,26,18,15,0,41,5,2,4,,16,3,0.254392,0.0700815,0.195167,0.359085,0.324815,0.365899,0.309602,0.690715,0.111507,7.04151,0.3084,1.0733,1.6433,23.7105,-0.793143,105.026,2.7166,1.04652,3.921510100364685,-1.1388198137283325,1.01532,186.6199951171875,,,,,,,223.1,4.553061224,223.1,4.553061224,,,,,,,,,,,,,,,,,,,"Victor Robles","18363",645302
"Christopher Morel","TBR",71,306,272,63,36,12,1,14,38,40,28,1,87,3,2,1,,5,2,0.230747,0.0917729,0.284308,0.322794,0.308815,0.432848,0.324406,0.741664,0.202101,4.64415,0.28374,-0.0649913,-0.378456,38.0111,2.45343,113.058,-0.443447,-0.71364,4.099244087934494,-4.501294553279877,1.01411,267.8699951171875,,,,,,,349.8,4.926760563,349.8,4.926760563,,,,,,,,,,,,,,,,,,,"Christopher Morel","21897",666624
"Luis Urías","ATH",66,283,247,55,34,11,1,9,31,32,28,0,62,7,2,0,,2,1,0.222529,0.0979436,0.220681,0.443825,0.315914,0.382894,0.312902,0.698808,0.160365,3.07125,0.258307,-0.459368,-0.491597,32.5844,-0.321523,101.216,-0.950965,-0.309482,-0.5596409440040588,0.9182960093021393,1.01406,727.219970703125,,,,,,,289.2,4.381818181,289.2,4.381818181,,,,,,,,,,,,,,,,,,,"Luis Urias","16622",649966
"Matt Vierling","DET",73,313,284,73,49,14,2,8,40,32,24,0,64,2,2,1,,5,2,0.256907,0.0776693,0.20572,0.377549,0.31823,0.405702,0.318993,0.723932,0.148795,5.09064,0.304142,0.00457579,-0.23493,37.595,1.16343,106.411,-0.230354,-0.51843,2.05474291741848,-2.7212073802948,1.01271,389.1600036621094,,,,,,,333.9,4.573972602,333.9,4.573972602,,,,,,,,,,,,,,,,,,,"Matt Vierling","21558",663837
"Harrison Bader","MIN",75,324,297,72,49,14,1,8,39,36,19,0,69,5,2,1,,13,4,0.241389,0.0587594,0.211948,0.277235,0.295348,0.375768,0.296676,0.671115,0.134378,5.78638,0.286121,0.606438,0.432863,33.0609,-4.54587,90.2767,1.0393,2.25664,-2.5381051301956177,1.3177538514137268,0.990307,472.25,,,,,,,313.2,4.176,313.2,4.176,,,,,,,,,,,,,,,,,,,"Harrison Bader","18030",664056
"Matt Shaw","CHC",61,263,235,57,40,9,1,7,32,28,23,0,55,3,2,0,,9,2,0.244917,0.0891255,0.209093,0.426249,0.318579,0.385098,0.313151,0.703676,0.140181,5.5861,0.288911,-0.0390266,0.399276,30.3089,-0.246567,100.293,0.360249,-0.615742,0.4517321363091469,0.3231470584869385,0.989522,999,,,,,,,271.3,4.447540983,271.3,4.447540983,,,,,,,,,,,,,,,,,,,"Matt Shaw","33322",807713
"Zack Gelof","ATH",56,243,220,51,31,11,1,9,30,26,19,0,75,2,2,1,,10,2,0.231654,0.0772921,0.308702,0.250378,0.295612,0.404937,0.30794,0.700548,0.173282,5.74314,0.306703,0.789422,0.650209,26.971,-1.23403,97.7422,1.43963,-0.237108,0.8166136741638184,0.6295582354068756,0.986977,245.74000549316406,,,,,,,264.2,4.717857142,264.2,4.717857142,,,,,,,,,,,,,,,,,,,"Zack Gelof","29766",680869
"Ramón Urías","BAL",51,221,199,50,34,9,1,7,25,26,17,0,47,3,1,0,,1,0,0.252989,0.0780803,0.211181,0.369732,0.319852,0.405449,0.32086,0.725301,0.15246,3.61198,0.297535,-0.306902,-0.314849,26.8482,1.14928,109.151,-0.621751,-0.21416,1.6790936589241028,0.465315505862236,0.984791,689.4400024414062,,,,,,,240.5,4.715686274,240.5,4.715686274,,,,,,,,,,,,,,,,,,,"Ramon Urias","18795",602104
"Jake Rogers","DET",54,213,192,41,25,8,1,7,24,24,16,0,62,2,1,1,,1,0,0.213578,0.0775363,0.292438,0.265137,0.28099,0.380512,0.292037,0.661502,0.166934,3.73513,0.271806,-0.145642,-0.248216,20.9406,-3.77238,87.5442,-0.393858,1.30945,-3.4053690433502197,5.462223410606384,0.946463,475.260009765625,,,,,,,188.2,3.485185185,188.2,3.485185185,,,,,,,,,,,,,,,,,,,"Jake Rogers","19452",668670
"José Caballero","TBR",51,219,195,44,30,9,1,4,27,20,17,0,57,5,1,1,,19,5,0.225844,0.0793101,0.258018,0.307382,0.303973,0.34634,0.292634,0.650313,0.120496,7.11664,0.293995,1.30275,1.43867,21.6972,-3.78577,90.8208,2.74142,0.459145,0.452958345413208,1.3514290153980255,0.94321,327.0899963378906,,,,,,,208.9,4.096078431,208.9,4.096078431,,,,,,,,,,,,,,,,,,,"Jose Caballero","23401",676609
"Connor Wong","BOS",61,243,222,54,36,11,1,6,28,26,15,0,63,4,2,1,,4,2,0.245885,0.0613773,0.258764,0.237194,0.301593,0.389221,0.304882,0.690813,0.143336,4.61155,0.312742,-0.0244184,-0.205001,26.4041,-1.82616,89.55,-0.22942,-0.733967,-3.1155697852373123,4.00985985994339,0.930645,230.80999755859375,,,,,,,233.4,3.826229508,233.4,3.826229508,,,,,,,,,,,,,,,,,,,"Connor Wong","19896",657136
"Trevor Larnach","MIN",71,308,271,66,41,12,1,11,39,38,33,1,76,2,2,0,,3,1,0.2424,0.106486,0.247078,0.430981,0.327492,0.417563,0.328392,0.745055,0.175163,3.84039,0.293965,-0.726922,-0.384912,39.2956,3.4517,112.475,-1.11183,-0.614665,3.262932538986206,-4.568831741809845,0.929122,321.239990234375,,,,,,,350.4,4.935211267,350.4,4.935211267,,,,,,,,,,,,,,,,,,,"Trevor Larnach","21501",663616
"Lourdes Gurriel Jr.","ARI",94,404,375,101,67,20,1,12,48,54,22,1,67,4,3,0,,4,1,0.270406,0.0551826,0.166736,0.330957,0.315337,0.430908,0.325888,0.746245,0.160502,3.76675,0.297924,-0.734542,-0.367219,50.7292,3.72083,104.65,-1.10176,-0.144558,1.1303297281265259,-5.741780012845993,0.92207,219.75999450683594,,,,,,,449.9,4.786170212,449.9,4.786170212,,,,,,,,,,,,,,,,,,,"Lourdes Gurriel Jr.","19238",666971
"Garrett Mitchell","MIL",57,248,219,51,33,10,2,6,30,25,24,0,76,2,2,1,,11,2,0.232775,0.095931,0.308137,0.311326,0.312475,0.381856,0.309036,0.694331,0.149081,6.78703,0.323364,0.627843,0.813381,27.7491,-1.04354,94.6139,1.44122,0.347306,-0.14252829551696777,0.7264725863933563,0.917309,244.66000366210938,,,,,,,256.7,4.503508771,256.7,4.503508771,,,,,,,,,,,,,,,,,,,"Garrett Mitchell","27555",669003
"Miguel Amaya","CHC",49,194,172,41,27,8,1,6,20,24,14,0,39,4,2,2,,0,0,0.240722,0.0742046,0.19881,0.373244,0.311771,0.395473,0.31318,0.707244,0.154751,2.49308,0.276248,-0.428792,-0.349454,22.3865,-0.177549,100.313,-0.778246,-0.751026,-0.7061587572097778,3.0406404733657837,0.912997,340.9800109863281,,,,,,,196.9,4.018367346,196.9,4.018367346,,,,,,,,,,,,,,,,,,,"Miguel Amaya","21693",665804
"Zach McKinstry","DET",74,318,286,67,45,13,4,6,37,28,27,1,70,3,2,1,,10,2,0.23597,0.085953,0.218374,0.393605,0.306382,0.36731,0.299357,0.673692,0.13134,6.69382,0.290467,0.482484,0.590943,33.2239,-3.79521,92.668,1.07343,-0.385222,-1.5820257663726807,-0.2588336169719696,0.908682,557.5800170898438,,,,,,,309.5,4.182432432,309.5,4.182432432,,,,,,,,,,,,,,,,,,,"Zach McKinstry","19392",656716
"Tyrone Taylor","NYM",77,334,308,71,43,16,2,10,41,37,17,0,76,6,2,1,,8,2,0.231961,0.0507565,0.229231,0.22142,0.2832,0.393733,0.296944,0.676932,0.161771,6.39779,0.276106,0.380372,0.440841,34.165,-4.61692,90.3952,0.821213,0.445267,-2.982839345932007,0.5536004155874252,0.902947,669.5599975585938,,,,,,,320,4.155844155,320,4.155844155,,,,,,,,,,,,,,,,,,,"Tyrone Taylor","13675",621438
