Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jake Irvin","WSN",5,7,10,4.48413,21,21,0,0,,120,510,117,65,60,19,38,,5,98,7.29861,2.83389,2.57548,1.39576,0.191421,0.0743245,0.11709660291671753,0.250314,1.2865,0.280061,0.696608,,,4.56638,0.82197,0.860832,444.760009765625,,,,,,,417.09999999999997,3.475833333333333,420,3.5,,,,,,,,,,,,,,,,,,,"Jake Irvin","21504",663623
"Chase Dollander","COL",4,6,6,5.01883,22,17,0,0,,92,402,92,56,51,14,38,,5,86,8.46378,3.75489,2.25407,1.324,0.214879,0.0953293,0.11954980343580246,0.254836,1.41239,0.300985,0.668293,,,4.55315,0.820239,0.688784,999,,,,,,,312.40000000000015,3.395652173913045,321,3.489130434782609,,,,,,,,,,,,,,,,,,,"Chase Dollander","33482",801403
"Andre Pallante","STL",6,6,6,4.14679,30,15,0,0,,97,423,98,49,45,8,39,,3,68,6.28382,3.56892,1.76071,0.776862,0.160824,0.0913405,0.06948353350162506,0.256213,1.39896,0.292878,0.702706,,,4.12029,0.816024,0.830154,532.9000244140625,,,,,,,374.6000000000001,3.8618556701030937,391,4.030927835051546,,,,,,,,,,,,,,,,,,,"Andre Pallante","26108",669467
"Bryan Abreu","HOU",3,2,0,3.16749,52,0,2,11,,52,219,40,20,18,5,23,,3,68,11.7535,3.94045,2.98279,0.907389,0.312828,0.104878,0.2079504057765007,0.208465,1.20485,0.293144,0.77306,,,3.29213,0.812684,0.880286,442.7799987792969,,,,,,,331.29999999999995,6.371153846153845,307,5.903846153846154,,,,,,,,,,,,,,,,,,,"Bryan Abreu","16609",650556
"J.T. Ginn","ATH",4,5,6,4.4838,23,14,0,0,,84,366,86,46,42,11,30,,5,69,7.35984,3.15115,2.3356,1.14987,0.188625,0.0807607,0.10786430537700653,0.259194,1.36828,0.298525,0.695098,,,4.35462,0.80282,0.363334,747.030029296875,,,,,,,295.69999999999993,3.5202380952380943,310,3.6904761904761907,,,,,,,,,,,,,,,,,,,"J.T. Ginn","27889",669372
"Colin Rea","CHC",6,5,8,4.47482,23,18,0,0,,105,444,106,57,52,16,29,,5,85,7.28301,2.4962,2.91764,1.34583,0.190718,0.0653673,0.1253506988286972,0.258079,1.2896,0.291114,0.69351,,,4.39545,0.799924,0.643624,582.760009765625,,,,,,,372.6,3.548571428571429,385,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Colin Rea","12317",607067
"Jon Gray","TEX",4,4,5,4.31255,19,12,0,0,,70,296,68,36,34,10,22,,3,62,7.95783,2.86356,2.779,1.26626,0.208877,0.0751626,0.13371450453996658,0.249547,1.28583,0.289882,0.702565,,,4.2346,0.798352,0.456189,584.6599731445312,,,,,,,267.2,3.817142857142857,269,3.842857142857143,,,,,,,,,,,,,,,,,,,"Jon Gray","14916",592351
"Stephen Kolek","SDP",6,4,5,4.45948,28,12,0,0,,90,390,95,48,44,9,29,,5,70,7.00331,2.94565,2.37751,0.953061,0.178399,0.0750359,0.10336273163557053,0.268074,1.39311,0.310475,0.686444,,,4.08599,0.789776,0.286758,694.02001953125,,,,,,,346.29999999999995,3.847777777777777,371,4.122222222222222,,,,,,,,,,,,,,,,,,,"Stephen Kolek","21487",663568
"Marcus Stroman","NYY",6,6,8,4.61622,18,18,0,0,,95,413,97,53,49,13,36,,4,72,6.81629,3.45183,1.97469,1.19393,0.174019,0.0881246,0.08589424192905426,0.259156,1.40181,0.291401,0.694272,,,4.58643,0.788443,0.401897,493.20001220703125,,,,,,,314.90000000000003,3.3147368421052636,330,3.473684210526316,,,,,,,,,,,,,,,,,,,"Marcus Stroman","13431",573186
"Davis Martin","CHW",4,6,8,4.6089,18,18,0,0,,92,401,93,51,47,13,33,,5,74,7.24254,3.24152,2.2343,1.31381,0.185559,0.0830502,0.10250891000032425,0.25755,1.36962,0.290855,0.697696,,,4.64776,0.778303,0.44564,601.75,,,,,,,313.1000000000001,3.4032608695652184,325,3.532608695652174,,,,,,,,,,,,,,,,,,,"Davis Martin","21448",663436
"Tyler Anderson","LAA",7,8,9,4.68524,21,21,0,0,,127,547,124,72,66,20,49,,5,102,7.21717,3.44545,2.09469,1.44793,0.186147,0.0888659,0.09728081524372101,0.25123,1.3592,0.278936,0.699625,,,4.85987,0.768753,0.548223,491.44000244140625,,,,,,,413.4000000000002,3.255118110236222,417,3.283464566929134,,,,,,,,,,,,,,,,,,,"Tyler Anderson","12880",542881
"Steven Matz","STL",4,4,5,3.98123,36,11,0,0,,81,342,80,39,36,10,23,,3,69,7.62418,2.5539,2.98531,1.08496,0.200844,0.0672775,0.13356663286685944,0.253427,1.27158,0.29598,0.717036,,,3.94059,0.766691,0.69943,635.280029296875,,,,,,,328.4,4.054320987654321,335,4.135802469135802,,,,,,,,,,,,,,,,,,,"Steven Matz","13361",571927
"Rhett Lowder","CIN",4,4,4,4.35737,20,10,0,0,,64,276,65,34,31,9,21,,2,52,7.32136,2.9861,2.45182,1.21597,0.189657,0.0773538,0.11230353266000748,0.256408,1.33663,0.292807,0.706223,,,4.34797,0.762429,0.607835,537.4199829101562,,,,,,,228.90000000000003,3.5765625000000005,238,3.71875,,,,,,,,,,,,,,,,,,,"Rhett Lowder","33876",695076
"Will Vest","DET",2,2,0,3.40062,48,0,10,6,,48,198,43,20,18,4,15,,2,47,8.88919,2.81574,3.15696,0.764761,0.237445,0.0752131,0.16223163157701492,0.23515,1.20753,0.296373,0.731995,,,3.3018,0.762026,0.639917,716.6500244140625,,,,,,,311.20000000000005,6.483333333333334,305,6.354166666666667,,,,,,,,,,,,,,,,,,,"Will Vest","19769",676684
"Jason Adam","SDP",3,2,0,3.0956,49,0,3,9,,49,200,36,18,17,5,17,,4,57,10.4934,3.07988,3.40708,0.93058,0.286958,0.084224,0.20273357629776,0.202488,1.08122,0.267029,0.755347,,,3.3602,0.750649,0.983918,341.82000732421875,,,,,,,309.5,6.316326530612245,282,5.755102040816326,,,,,,,,,,,,,,,,,,,"Jason Adam","11861",592094
"Jeremiah Estrada","SDP",3,2,0,3.25028,46,0,2,11,,46,190,35,18,17,5,19,,1,64,12.4839,3.64399,3.42588,1.01041,0.338642,0.0988483,0.23979375511407852,0.205112,1.15578,0.29545,0.764301,,,3.09833,0.750355,0.636523,417.7699890136719,,,,,,,309.90000000000003,6.736956521739131,287,6.239130434782608,,,,,,,,,,,,,,,,,,,"Jeremiah Estrada","22210",669093
"Frankie Montas","NYM",5,5,7,4.33587,14,14,0,0,,74,317,70,39,36,10,29,,3,69,8.43957,3.5087,2.40533,1.24025,0.219076,0.0910792,0.12799625843763351,0.244632,1.33256,0.289738,0.709794,,,4.30408,0.74791,0.507738,515.3300170898438,,,,,,,284.6,3.8459459459459464,282,3.810810810810811,,,,,,,,,,,,,,,,,,,"Frankie Montas","14309",593423
"Jonathan Cannon","CHW",4,8,8,4.80997,19,19,0,0,,104,453,107,61,56,16,38,,4,78,6.70989,3.27724,2.04742,1.36296,0.17162,0.0838224,0.08779716491699219,0.261364,1.39383,0.288641,0.687855,,,4.79861,0.747528,0.179991,688.1699829101562,,,,,,,324.59999999999997,3.1211538461538457,342,3.2884615384615383,,,,,,,,,,,,,,,,,,,"Jonathan Cannon","31730",686563
"Matt Brash","SEA",3,3,0,3.22339,46,0,2,9,,46,191,37,18,16,4,20,,2,57,11.2555,3.9243,2.86816,0.723034,0.297796,0.103828,0.19396771490573883,0.217019,1.2426,0.30442,0.755048,,,3.09971,0.741721,0.596098,680.780029296875,,,,,,,289.00000000000006,6.282608695652175,272,5.913043478260869,,,,,,,,,,,,,,,,,,,"Matt Brash","25756",666374
"Robert Garcia","TEX",3,2,0,3.37989,45,0,3,10,,45,187,38,18,17,4,15,,2,50,10.0206,3.08904,3.24393,0.836229,0.268842,0.0828756,0.185966856777668,0.226492,1.19531,0.297042,0.738911,,,3.22681,0.739979,0.586767,461.9599914550781,,,,,,,289,6.4222222222222225,277,6.155555555555556,,,,,,,,,,,,,,,,,,,"Robert Garcia","23363",676395
"Ronel Blanco","HOU",7,6,10,4.27298,20,20,0,0,,111,473,98,57,53,18,48,,3,109,8.82437,3.88365,2.27219,1.47152,0.230177,0.101302,0.1288749724626541,0.232596,1.31495,0.271247,0.735593,,,4.65683,0.737644,0.875076,250.08999633789062,,,,,,,410.2000000000001,3.6954954954954964,386,3.4774774774774775,,,,,,,,,,,,,,,,,,,"Ronel Blanco","19407",669854
"Dean Kremer","BAL",7,7,9,4.52484,20,20,0,0,,113,484,113,62,57,18,38,,4,93,7.42082,3.02797,2.45076,1.46398,0.192612,0.0785927,0.11401930451393127,0.255946,1.33745,0.286729,0.712766,,,4.68254,0.721251,0.421848,446.1499938964844,,,,,,,381.00000000000006,3.371681415929204,391,3.4601769911504423,,,,,,,,,,,,,,,,,,,"Dean Kremer","19350",665152
"Kutter Crawford","BOS",4,5,3,4.32501,35,9,0,0,,79,327,72,41,38,13,23,,3,77,8.80467,2.6363,3.33978,1.458,0.235123,0.0704007,0.164722241461277,0.239481,1.20926,0.280835,0.699178,,,4.26033,0.720616,0.523619,412.79998779296875,,,,,,,313.50000000000006,3.9683544303797476,302,3.8227848101265822,,,,,,,,,,,,,,,,,,,"Kutter Crawford","20531",676710
"Fernando Cruz","NYY",2,2,0,3.5548,46,0,2,11,,46,191,35,20,18,5,20,,2,65,12.6575,4.02008,3.14856,1.07086,0.338518,0.107515,0.23100288212299347,0.206194,1.20256,0.297545,0.74638,,,3.30755,0.702677,0.397445,728.9600219726562,,,,,,,305.90000000000003,6.65,283,6.1521739130434785,,,,,,,,,,,,,,,,,,,"Fernando Cruz","7048",518585
"Michael Lorenzen","KCR",6,7,7,4.50124,35,17,0,0,,111,483,109,61,56,15,46,,4,87,6.99031,3.72715,1.87551,1.2012,0.179108,0.0954981,0.08360942453145981,0.250969,1.38915,0.282889,0.703255,,,4.64369,0.702175,0.730539,539.6599731445312,,,,,,,377.5000000000001,3.400900900900902,384,3.4594594594594597,,,,,,,,,,,,,,,,,,,"Michael Lorenzen","14843",547179
"Dustin May","LAD",4,3,4,3.89389,27,9,0,1,,67,284,59,32,29,7,25,,3,60,8.0619,3.32219,2.42668,0.938659,0.2127,0.0876506,0.12504944950342178,0.232535,1.25084,0.278477,0.706502,,,3.93098,0.698699,0.636124,321.8900146484375,,,,,,,296.29999999999995,4.4223880597014915,284,4.2388059701492535,,,,,,,,,,,,,,,,,,,"Dustin May","19716",669160
"Zack Littell","TBR",6,7,8,4.4565,25,18,0,1,,104,438,108,56,52,18,24,,4,84,7.23705,2.04465,3.53951,1.56182,0.190933,0.0539434,0.136989988386631,0.262128,1.26255,0.289964,0.7104,,,4.54027,0.689786,0.378928,407.0299987792969,,,,,,,355.40000000000003,3.4173076923076926,374,3.5961538461538463,,,,,,,,,,,,,,,,,,,"Zack Littell","15823",641793
"Pete Fairbanks","TBR",3,3,0,3.48536,45,0,20,4,,45,188,37,19,17,4,18,,2,50,9.86736,3.52738,2.79736,0.893115,0.26314,0.0940673,0.169072687625885,0.221351,1.21917,0.286433,0.738941,,,3.49264,0.689545,0.471575,151.47999572753906,,,,,,,343.6,7.635555555555556,329,7.311111111111111,,,,,,,,,,,,,,,,,,,"Pete Fairbanks","17998",664126
"Nestor Cortes","MIL",3,3,4,3.95747,19,8,0,0,,56,233,51,27,25,9,16,,2,55,8.80073,2.50723,3.51014,1.38113,0.237068,0.0675381,0.16953031718730927,0.237039,1.18314,0.279765,0.728271,,,4.07303,0.689321,0.652791,261.0199890136719,,,,,,,227.1000000000001,4.055357142857145,219,3.9107142857142856,,,,,,,,,,,,,,,,,,,"Nestor Cortes","17874",641482
"Raisel Iglesias","ATL",3,3,0,3.35183,49,0,21,2,,49,198,42,20,18,6,12,,2,53,9.71357,2.13601,4.54754,1.09875,0.267141,0.0587442,0.208397027105093,0.227548,1.09456,0.286509,0.746769,,,3.3548,0.681438,0.895894,52.099998474121094,,,,,,,356.6,7.277551020408164,344,7.020408163265306,,,,,,,,,,,,,,,,,,,"Raisel Iglesias","17130",628452
"Bailey Falter","PIT",5,6,6,4.61961,31,15,0,0,,94,402,97,52,48,14,28,,2,70,6.6993,2.70285,2.47861,1.33481,0.174323,0.0703308,0.10399171710014343,0.262034,1.33359,0.290094,0.688897,,,4.52725,0.678155,0.478478,694.25,,,,,,,321.2000000000001,3.417021276595746,338,3.595744680851064,,,,,,,,,,,,,,,,,,,"Bailey Falter","20070",663559
"Trevor Megill","MIL",2,2,0,3.56457,46,0,18,2,,46,193,39,20,18,5,18,,2,56,10.8383,3.44432,3.14671,1.04285,0.288102,0.0915565,0.1965455487370491,0.226124,1.233,0.300972,0.749451,,,3.46439,0.668699,0.626321,127.13999938964844,,,,,,,327.5,7.119565217391305,315,6.8478260869565215,,,,,,,,,,,,,,,,,,,"Trevor Megill","17722",656730
"Keegan Akin","BAL",3,2,0,3.55115,51,0,1,13,,51,211,44,22,20,6,16,,1,57,10.0611,2.77394,3.62701,1.11783,0.272132,0.0750291,0.19710253179073334,0.228322,1.16922,0.291351,0.743806,,,3.49722,0.6589,0.389386,690.469970703125,,,,,,,309.20000000000005,6.062745098039216,297,5.823529411764706,,,,,,,,,,,,,,,,,,,"Keegan Akin","19362",669211
"David Bednar","PIT",2,4,0,3.94364,46,0,18,3,,46,195,41,22,20,5,17,,2,48,9.44063,3.38715,2.78719,0.978454,0.248464,0.0891451,0.1593189463019371,0.234352,1.26723,0.295849,0.709351,,,3.68391,0.65583,0.392419,145.8800048828125,,,,,,,313.30000000000007,6.810869565217393,306,6.6521739130434785,,,,,,,,,,,,,,,,,,,"David Bednar","19569",670280
"Andrew Painter","PHI",3,3,5,4.3048,19,11,0,0,,62,262,58,32,30,9,21,,3,58,8.36977,3.05486,2.73982,1.25289,0.220124,0.0803425,0.1397816389799118,0.244487,1.27944,0.288511,0.700326,,,4.19722,0.650231,0.456838,999,,,,,,,241.29999999999995,3.891935483870967,237,3.8225806451612905,,,,,,,,,,,,,,,,,,,"Andrew Painter","sa3017880",691725
"Bowden Francis","TOR",8,7,7,4.47205,31,18,0,0,,112,470,107,61,56,21,31,,6,99,7.93697,2.49958,3.17533,1.70559,0.210846,0.0664015,0.14444483071565628,0.246048,1.22552,0.272698,0.713823,,,4.79907,0.640373,0.435405,257.2300109863281,,,,,,,379.30000000000024,3.386607142857145,374,3.3392857142857144,,,,,,,,,,,,,,,,,,,"Bowden Francis","20548",670102
"Michael Soroka","WSN",5,8,5,4.58272,40,15,0,0,,108,464,100,60,55,15,46,,6,101,8.46016,3.8443,2.2007,1.28106,0.217832,0.0989828,0.118849016726017,0.241195,1.35212,0.284325,0.692768,,,4.51902,0.630347,0.425348,409.3599853515625,,,,,,,400.70000000000005,3.7101851851851855,391,3.6203703703703702,,,,,,,,,,,,,,,,,,,"Michael Soroka","18383",647336
"Hayden Birdsong","SFG",5,5,6,4.05604,32,13,0,0,,86,370,75,42,39,10,39,,5,90,9.43058,4.09137,2.30499,1.07641,0.244636,0.106133,0.1385030820965767,0.229355,1.32066,0.286151,0.720418,,,4.08832,0.628653,0.815256,378.8699951171875,,,,,,,366.4,4.26046511627907,348,4.046511627906977,,,,,,,,,,,,,,,,,,,"Hayden Birdsong","31635",806185
"Justin Martinez","ARI",3,2,0,3.31204,40,0,19,3,,40,173,32,16,15,2,21,,2,49,10.9582,4.62897,2.36731,0.54121,0.284834,0.12032,0.164513997733593,0.213425,1.30404,0.301172,0.741103,,,3.17774,0.625809,0.792902,181.0800018310547,,,,,,,324.2,8.105,310,7.75,,,,,,,,,,,,,,,,,,,"Justin Martinez","24453",679885
"Kyle Gibson","BAL",6,6,7,4.62482,24,18,0,0,,106,459,108,59,55,16,38,,4,89,7.52121,3.23678,2.32367,1.34016,0.193034,0.0830727,0.10996083170175552,0.259926,1.38168,0.296234,0.701602,,,4.56358,0.623622,0.249884,634.27001953125,,,,,,,358.8000000000001,3.3849056603773597,374,3.5283018867924527,,,,,,,,,,,,,,,,,,,"Kyle Gibson","10123",502043
"Yimi García","TOR",3,3,0,3.62987,46,0,2,9,,46,188,38,20,19,6,14,,2,53,10.3505,2.78265,3.71967,1.12525,0.280824,0.0754969,0.20532673597335815,0.221452,1.13652,0.285389,0.726099,,,3.51084,0.617723,0.437802,550.469970703125,,,,,,,271.8,5.908695652173913,256,5.565217391304348,,,,,,,,,,,,,,,,,,,"Yimi Garcia","12095",554340
"Gunnar Hoglund","ATH",6,7,6,4.67623,28,16,0,0,,105,448,107,59,54,17,31,,5,83,7.14965,2.68456,2.66325,1.42893,0.18604,0.0698545,0.11618535220623016,0.258993,1.31537,0.288616,0.686685,,,4.61173,0.617191,0.227071,999,,,,,,,347.7,3.3114285714285714,362,3.447619047619048,,,,,,,,,,,,,,,,,,,"Gunnar Hoglund","31318",680684
"Jack Kochanowicz","LAA",5,8,7,4.77872,24,18,0,0,,107,467,117,62,57,15,30,,7,60,5.01436,2.49433,2.0103,1.2798,0.128112,0.0637277,0.06438431143760681,0.273147,1.37071,0.287924,0.677321,,,4.87799,0.61345,0.261618,664.3900146484375,,,,,,,312.1000000000001,2.9168224299065426,349,3.2616822429906542,,,,,,,,,,,,,,,,,,,"Jack Kochanowicz","27688",686799
"Trevor Williams","WSN",5,6,6,4.50705,31,16,0,0,,98,421,102,53,49,15,31,,3,78,7.20784,2.82765,2.54906,1.37852,0.186622,0.0732122,0.11340980231761932,0.262672,1.35087,0.295229,0.709711,,,4.53119,0.61161,0.562801,505.3800048828125,,,,,,,329.50000000000006,3.3622448979591844,349,3.561224489795918,,,,,,,,,,,,,,,,,,,"Trevor Williams","16977",592866
"Reid Detmers","LAA",4,5,2,4.18161,47,5,0,8,,69,290,62,35,32,10,25,,3,78,10.1718,3.27675,3.10424,1.26749,0.268264,0.0864186,0.18184566497802734,0.234868,1.25735,0.297143,0.709617,,,3.90726,0.611113,0.261104,391.6099853515625,,,,,,,330.40000000000003,4.78840579710145,319,4.6231884057971016,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Tobias Myers","MIL",5,4,5,4.32962,22,13,0,0,,77,325,74,40,37,12,25,,3,68,7.99428,2.89071,2.76551,1.44989,0.209496,0.0757534,0.13374296575784683,0.24891,1.28678,0.28428,0.719798,,,4.50737,0.601192,0.5764,355.45001220703125,,,,,,,281.80000000000007,3.6597402597402606,281,3.6493506493506493,,,,,,,,,,,,,,,,,,,"Tobias Myers","22191",668964
"AJ Smith-Shawver","ATL",6,5,7,4.37379,26,18,0,0,,94,404,85,50,46,14,41,,3,97,9.22055,3.92334,2.35018,1.33415,0.239315,0.101828,0.13748642802238464,0.237024,1.33994,0.286141,0.716797,,,4.38659,0.599964,0.826881,430.3900146484375,,,,,,,364.4000000000001,3.876595744680852,350,3.723404255319149,,,,,,,,,,,,,,,,,,,"AJ Smith-Shawver","29960",700363
"Jack Leiter","TEX",5,6,6,4.63592,30,15,0,0,,96,413,88,54,49,14,41,,5,92,8.67861,3.89569,2.22775,1.34327,0.223693,0.100412,0.12328080832958221,0.239211,1.34783,0.282405,0.691854,,,4.57665,0.594401,0.326705,403.1099853515625,,,,,,,355.40000000000003,3.702083333333334,344,3.5833333333333335,,,,,,,,,,,,,,,,,,,"Jack Leiter","30146",683004
"Orion Kerkering","PHI",3,2,0,3.25705,44,0,2,8,,44,181,37,17,16,4,15,,3,49,10.1414,2.99447,3.38671,0.802557,0.27145,0.0801516,0.19129838794469833,0.225114,1.17811,0.297794,0.745059,,,3.20036,0.583388,0.598424,321.30999755859375,,,,,,,266.20000000000005,6.050000000000001,254,5.7727272727272725,,,,,,,,,,,,,,,,,,,"Orion Kerkering","31776",689147
"Griffin Canning","NYM",5,6,6,4.43413,29,15,0,1,,96,412,94,52,47,15,35,,3,87,8.11628,3.29955,2.45981,1.36323,0.210421,0.0855435,0.12487740814685822,0.250784,1.34074,0.290584,0.713414,,,4.47735,0.575525,0.464002,455.0400085449219,,,,,,,345.5000000000001,3.5989583333333344,349,3.6354166666666665,,,,,,,,,,,,,,,,,,,"Griffin Canning","19867",656288
"Spencer Arrighetti","HOU",4,4,5,4.44095,11,11,0,0,,58,247,51,31,29,8,24,,3,60,9.37649,3.8102,2.46089,1.31031,0.244033,0.0991644,0.1448681652545929,0.233772,1.31118,0.284337,0.699715,,,4.3308,0.567527,0.332782,200.63999938964844,,,,,,,237.20000000000007,4.089655172413794,225,3.8793103448275863,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"Robert Suarez","SDP",3,3,0,3.59813,48,0,21,2,,48,197,41,21,19,6,16,,2,47,8.94866,2.95598,3.02731,1.07125,0.240853,0.07956,0.1612928807735443,0.227246,1.18426,0.277749,0.736722,,,3.75287,0.565061,0.492581,103.19000244140625,,,,,,,327.80000000000007,6.829166666666668,315,6.5625,,,,,,,,,,,,,,,,,,,"Robert Suarez","30115",663158
"Cole Sands","MIN",3,2,0,3.75688,46,0,2,11,,46,190,40,21,19,5,14,,2,48,9.55001,2.83637,3.36698,1.0021,0.254636,0.0756273,0.17900864034891129,0.233357,1.20128,0.295172,0.715088,,,3.54235,0.552474,0.253463,677.9600219726562,,,,,,,276.90000000000003,6.019565217391305,267,5.804347826086956,,,,,,,,,,,,,,,,,,,"Cole Sands","21461",663485
"Kyle Hendricks","LAA",4,7,7,5.05053,18,18,0,0,,95,412,102,58,54,16,29,,4,63,5.96604,2.69973,2.20987,1.51665,0.153572,0.0694937,0.08407808095216751,0.268616,1.36873,0.286032,0.669807,,,4.98574,0.546806,0.0124706,666.8300170898438,,,,,,,268.00000000000006,2.821052631578948,294,3.094736842105263,,,,,,,,,,,,,,,,,,,"Kyle Hendricks","12049",543294
"Garrett Whitlock","BOS",3,2,0,3.68061,48,0,2,11,,48,198,45,21,20,6,12,,2,49,9.14642,2.22883,4.1037,1.03547,0.246082,0.0599659,0.1861160323023796,0.242395,1.17867,0.30114,0.721455,,,3.43737,0.538811,0.540418,541.22998046875,,,,,,,274.40000000000003,5.716666666666668,272,5.666666666666667,,,,,,,,,,,,,,,,,,,"Garrett Whitlock","20191",676477
"Jackson Jobe","DET",5,5,6,4.52817,28,16,0,0,,97,414,91,53,49,13,38,,3,77,7.15197,3.4929,2.04758,1.25104,0.185781,0.090732,0.09504882246255875,0.245152,1.33318,0.27592,0.6906,,,4.59232,0.537171,0.329591,245.6699981689453,,,,,,,352.30000000000007,3.631958762886599,347,3.577319587628866,,,,,,,,,,,,,,,,,,,"Jackson Jobe","30203",695549
"Slade Cecconi","CLE",3,4,3,4.4542,23,8,0,1,,55,232,55,30,27,8,14,,2,50,8.05806,2.26062,3.56454,1.37371,0.213834,0.0599892,0.1538444086909294,0.253055,1.23705,0.292579,0.683144,,,4.17478,0.535917,0.195976,714.3599853515625,,,,,,,221.60000000000002,4.029090909090909,227,4.127272727272727,,,,,,,,,,,,,,,,,,,"Slade Cecconi","27500",677944
"Antonio Senzatela","COL",4,8,6,5.33751,27,19,0,0,,103,460,126,67,61,16,30,,4,61,5.28752,2.56922,2.05803,1.39206,0.131955,0.0641171,0.06783770769834518,0.295902,1.50841,0.315053,0.668633,,,4.90137,0.526918,0.454775,735.7000122070312,,,,,,,257.80000000000007,2.502912621359224,327,3.174757281553398,,,,,,,,,,,,,,,,,,,"Antonio Senzatela","15488",622608
"Patrick Corbin","TEX",4,6,6,5.00887,15,15,0,0,,81,355,90,49,45,13,26,,2,62,6.82493,2.85314,2.39207,1.45057,0.173843,0.0726746,0.10116837173700333,0.275811,1.4253,0.30564,0.683834,,,4.71772,0.525521,-0.0260002,739.8800048828125,,,,,,,245.5,3.0308641975308643,276,3.4074074074074074,,,,,,,,,,,,,,,,,,,"Patrick Corbin","9323",571578
"Justin Slaten","BOS",3,2,0,3.95897,47,0,6,8,,47,196,43,22,20,6,16,,2,48,9.22269,3.18295,2.89753,1.06901,0.243118,0.0839052,0.15921268612146378,0.23894,1.26753,0.296548,0.716823,,,3.77319,0.52058,0.430305,441.3500061035156,,,,,,,266.2,5.663829787234042,261,5.553191489361702,,,,,,,,,,,,,,,,,,,"Justin Slaten","25648",686580
"Cade Povich","BAL",4,5,5,4.52401,22,13,0,0,,77,330,73,42,39,12,30,,3,69,8.08362,3.45249,2.34139,1.3785,0.209748,0.0895828,0.1201651468873024,0.246796,1.33711,0.284597,0.704327,,,4.55844,0.520434,0.253156,438.20001220703125,,,,,,,271.40000000000003,3.524675324675325,268,3.4805194805194803,,,,,,,,,,,,,,,,,,,"Cade Povich","30055",700249
"Danny Coulombe","MIN",3,2,0,3.30811,44,0,1,9,,44,179,38,18,16,5,12,,1,46,9.34513,2.44706,3.81892,0.954438,0.255499,0.0669033,0.18859519809484482,0.22698,1.12635,0.285645,0.743259,,,3.30815,0.518622,0.410403,750.77001953125,,,,,,,259.3,5.8931818181818185,249,5.659090909090909,,,,,,,,,,,,,,,,,,,"Danny Coulombe","13293",543056
"Hunter Harvey","KCR",2,2,0,3.5634,36,0,2,9,,36,148,32,15,14,4,10,,2,38,9.57203,2.55772,3.7424,0.896978,0.257689,0.0688567,0.1888326108455658,0.232882,1.16761,0.297983,0.717111,,,3.2777,0.513832,0.473117,709.6199951171875,,,,,,,220.00000000000006,6.1111111111111125,214,5.944444444444445,,,,,,,,,,,,,,,,,,,"Hunter Harvey","15507",640451
"Reed Garrett","NYM",4,3,0,3.70771,48,0,1,11,,48,204,41,21,20,5,22,,2,56,10.539,4.17252,2.52581,0.994389,0.27364,0.108337,0.16530219465494156,0.229558,1.33066,0.303163,0.750754,,,3.70879,0.513665,0.459567,744.1500244140625,,,,,,,276.1,5.752083333333334,264,5.5,,,,,,,,,,,,,,,,,,,"Reed Garrett","16866",657585
"Ryan Pressly","CHC",2,2,0,3.60015,44,0,15,5,,44,185,41,19,18,4,14,,1,43,8.82495,2.88807,3.05566,0.859931,0.233656,0.0764666,0.15718939900398254,0.241871,1.25019,0.301426,0.73036,,,3.45188,0.512489,0.528543,169.14999389648438,,,,,,,305.80000000000007,6.950000000000002,304,6.909090909090909,,,,,,,,,,,,,,,,,,,"Ryan Pressly","7005",519151
"Evan Phillips","LAD",2,1,0,3.40577,32,0,3,7,,32,131,27,13,12,3,10,,1,35,10.0188,2.80015,3.57796,0.940055,0.270377,0.0755673,0.19480933248996735,0.227311,1.16701,0.294957,0.740303,,,3.29492,0.498617,0.49439,651.3900146484375,,,,,,,209.7,6.553125,201,6.28125,,,,,,,,,,,,,,,,,,,"Evan Phillips","17734",623465
"Yennier Cano","BAL",2,2,0,3.4082,46,0,1,9,,46,194,42,19,18,4,16,,2,45,8.77496,3.01777,2.90776,0.839354,0.232339,0.079903,0.15243613719940186,0.238593,1.24718,0.297286,0.7483,,,3.49364,0.498232,0.551063,658.75,,,,,,,259.00000000000006,5.630434782608697,255,5.543478260869565,,,,,,,,,,,,,,,,,,,"Yennier Cano","25911",666974
"Bryan King","HOU",2,1,0,3.46534,46,0,1,12,,46,194,40,19,18,5,18,,3,49,9.53024,3.44837,2.76369,0.89593,0.250834,0.0907605,0.16007379442453384,0.229608,1.25045,0.293165,0.748757,,,3.61667,0.497016,0.487091,999,,,,,,,262.90000000000003,5.715217391304349,253,5.5,,,,,,,,,,,,,,,,,,,"Bryan King","25890",687911
