Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"David Bednar","PIT",1.55842,1.08709,0,4.05096,47,0,18.302,3.4023,,30.9704,130.58,27.8876,14.96,13.94,3.41817,10.4254,0.736826,1.42262,32.8288,9.54005,3.02962,3.14892,0.993319,0.251408,0.0798393,0.1715685874223709,0.234878,1.23708,0.296653,0.696531,,,3.57002,0.340821,0.0805254,145.8800048828125,,,,,,,254.7,8.216129032258063,251,8.096774193548388,,,,,,,,,,,,,,,,,,,"David Bednar","19569",670280
"Rhett Lowder","CIN",3.50135,4.78516,3.0837,5.15666,21,11,0,0.4574,,61.2431,266.39,65.8213,37.48,35.09,9.53099,20.3578,0.413565,2.62449,46.8179,6.88013,2.99169,2.29975,1.40063,0.175749,0.076421,0.09932826459407806,0.270416,1.40716,0.300923,0.668616,,,4.72756,0.337762,-0.0819301,537.4199829101562,,,,,,,181.8000000000001,2.9803278688524606,200,3.278688524590164,,,,,,,,,,,,,,,,,,,"Rhett Lowder","33876",695076
"Reid Detmers","LAA",2.85971,3.21905,1.38771,4.70609,48,5,0,8.4608,,65.1561,281.37,61.0679,36.52,34.07,10.2999,26.1817,1.49025,3.30777,71.3431,9.85461,3.61647,2.72492,1.42272,0.253556,0.0930507,0.16050533205270767,0.242448,1.33909,0.298218,0.69655,,,4.33048,0.336796,-0.162146,391.6099853515625,,,,,,,286.4,4.406153846153845,282,4.338461538461538,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Cody Bradford","TEX",1.44019,0.929332,0.260311,3.84188,28,1,0,0.4683,,31.6017,130.36,28.2524,14.49,13.49,3.97601,8.10242,0.755996,1.00095,29.0088,8.26156,2.30753,3.58027,1.13235,0.222529,0.0621542,0.16037441417574883,0.232997,1.15041,0.275019,0.710164,,,3.77147,0.335995,0.28753,430.4200134277344,,,,,,,145.8,4.55625,139,4.34375,,,,,,,,,,,,,,,,,,,"Cody Bradford","27597",674003
"Josh Hader","HOU",1.81099,1.04756,0,3.54094,50,0,23.608,1.138,,30.5003,125.34,21.2874,12.85,12,4.47053,12.7447,0.454502,1.40403,42.9743,12.6808,3.7607,3.37193,1.31916,0.342862,0.101681,0.24118036776781082,0.191448,1.11579,0.263808,0.762677,,,3.58672,0.331128,0.28824,40.11000061035156,,,,,,,293.59999999999997,9.470967741935484,271,8.741935483870968,,,,,,,,,,,,,,,,,,,"Josh Hader","14212",623352
"Louis Varland","MIN",1.85876,1.52219,0.272652,4.44637,45,1,0.722,8.7304,,47.911,205.33,47.6814,25.5,23.67,6.57496,15.2796,1.13906,2.03454,48.2245,9.05889,2.87026,3.15612,1.2351,0.234863,0.0744151,0.1604480966925621,0.253603,1.31412,0.308569,0.69687,,,3.96265,0.330778,-0.112379,740.0999755859375,,,,,,,230.3,4.797916666666667,235,4.895833333333333,,,,,,,,,,,,,,,,,,,"Louis Varland","27691",686973
"Danny Coulombe","MIN",1.63613,1.03329,0,3.79943,44,0,0.722,9.3369,,28.8517,119.58,25.1545,13.17,12.18,3.55782,8.82021,0.498917,0.994565,32.1227,10.0204,2.75138,3.64195,1.10983,0.26863,0.0737599,0.194869764149189,0.229166,1.17756,0.291513,0.717558,,,3.50443,0.329077,0.182407,750.77001953125,,,,,,,175.40000000000003,6.048275862068967,168,5.793103448275862,,,,,,,,,,,,,,,,,,,"Danny Coulombe","13293",543056
"Alex Vesia","LAD",1.85235,0.814012,0,3.62036,42,0,0.941,10.2439,,27.8177,115.29,20.7906,12.03,11.19,3.7077,11.3116,0.645316,1.19593,35.4229,11.4605,3.6597,3.13155,1.19957,0.30725,0.0981144,0.20913585275411606,0.202278,1.15402,0.26838,0.745862,,,3.64236,0.328789,0.233518,586.8200073242188,,,,,,,182.40000000000006,6.514285714285717,167,5.964285714285714,,,,,,,,,,,,,,,,,,,"Alex Vesia","25007",681911
"Jason Adam","SDP",1.74362,1.16565,0,3.53951,50,0,3.216,9.2659,,30.5127,124.42,22.2022,12.78,12,3.54021,11.1292,0.619464,2.0308,33.8668,9.98935,3.28266,3.04306,1.04422,0.272198,0.0894486,0.1827492192387581,0.199553,1.09238,0.252692,0.724276,,,3.68991,0.325658,0.28824,341.82000732421875,,,,,,,203,6.548387096774194,183,5.903225806451613,,,,,,,,,,,,,,,,,,,"Jason Adam","11861",592094
"Reynaldo López","ATL",1.77312,1.5168,1.06732,4.57377,14,4,0,0.4628,,27.4107,117.4,26.3303,14.87,13.93,3.48111,10.1338,0.221868,0.915989,26.6791,8.75978,3.32733,2.63268,1.14299,0.227249,0.0863187,0.14093046635389328,0.247581,1.33029,0.299897,0.683562,,,4.02128,0.32311,0.0514958,172.38999938964844,,,,,,,116.30000000000001,4.307407407407408,117,4.333333333333333,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
"Parker Messick","CLE",1.4911,1.83076,1.7529,4.5717,5,5,0,0,,26.045,111.48,25.5199,14.2,13.23,3.90672,8.69975,0.0608285,1.24941,24.825,8.57841,3.00625,2.85353,1.34999,0.222686,0.0780387,0.1446468010544777,0.251352,1.31387,0.296888,0.69633,,,4.29722,0.318829,0.182827,999,,,,,,,95.6,3.6769230769230767,98,3.769230769230769,,,,,,,,,,,,,,,,,,,"Parker Messick","sa3020748",800048
"Cade Povich","BAL",4.43774,5.0522,3.61713,5.08375,22,13,0,0.4748,,70.2297,304.85,71.2643,42.48,39.67,12.5616,26.3959,0.528154,2.42171,59.8655,7.67182,3.38266,2.26798,1.60978,0.196377,0.0865865,0.10979027301073074,0.258174,1.39058,0.288316,0.689115,,,4.95895,0.315441,-0.024572,438.20001220703125,,,,,,,209.50000000000003,2.9928571428571433,217,3.1,,,,,,,,,,,,,,,,,,,"Cade Povich","30055",700249
"Cal Quantrill","MIA",3.75745,8.75644,6.16954,5.77968,19,19,0,0,,92.948,415.65,103.285,63.28,59.69,13.9002,38.7229,0.244818,5.13579,60.8887,5.89575,3.74948,1.57242,1.34593,0.14649,0.0931624,0.053327977657318115,0.277804,1.52782,0.300958,0.642428,,,5.1571,0.31431,-0.575326,685.75,,,,,,,238.20000000000005,2.561290322580646,273,2.935483870967742,,,,,,,,,,,,,,,,,,,"Cal Quantrill","19312",615698
"Dylan Lee","ATL",1.6979,0.816282,0,3.70066,44,0,0.753,10.7056,,26.8979,110.9,23.3133,11.94,11.06,3.39969,7.63229,0.579724,0.698678,30.0726,10.0623,2.55376,3.94018,1.13753,0.271169,0.0688213,0.20234745740890503,0.227294,1.15048,0.288199,0.725791,,,3.44378,0.309633,0.180555,737.219970703125,,,,,,,185.10000000000002,6.855555555555556,178,6.592592592592593,,,,,,,,,,,,,,,,,,,"Dylan Lee","19996",669276
"Noah Schultz","CHW",1.88811,2.88637,2.80934,4.89056,7,7,0,0,,38.241,165.92,40.2085,22.36,20.78,5.77118,13.1939,0.111026,1.69809,29.8449,7.02399,3.10518,2.26203,1.35824,0.179875,0.0795196,0.1003558486700058,0.266232,1.39647,0.298386,0.684919,,,4.67686,0.307236,0.11654,999,,,,,,,118.39999999999998,3.11578947368421,127,3.3421052631578947,,,,,,,,,,,,,,,,,,,"Noah Schultz","sa3020949",702273
"Jeremiah Estrada","SDP",1.56794,1.09152,0,3.72858,47,0,1.608,10.9989,,28.6517,120.36,21.9944,12.76,11.87,3.73,12.5142,0.798981,1.3163,38.3027,12.0315,3.93094,3.06073,1.17166,0.318234,0.103973,0.2142607420682907,0.206463,1.20442,0.283182,0.742613,,,3.57442,0.305967,0.182387,417.7699890136719,,,,,,,196.20000000000005,6.765517241379312,181,6.241379310344827,,,,,,,,,,,,,,,,,,,"Jeremiah Estrada","22210",669093
"Brant Hurter","DET",1.36052,0.916441,0,3.39946,39,0,0,4.6145,,24.2244,100.39,22.0286,9.91,9.15,1.75996,6.64854,0.634909,1.13557,21.0799,7.83173,2.4701,3.17061,0.65387,0.20998,0.0662271,0.1437532752752304,0.237875,1.18381,0.290524,0.715943,,,3.27565,0.299673,0.229871,682.25,,,,,,,133.8,5.575,132,5.5,,,,,,,,,,,,,,,,,,,"Brant Hurter","30133",676428
"Randy Rodríguez","SFG",1.46455,0.961521,0,3.74956,43,0,0.862,8.585,,25.9471,110.08,21.1851,11.6,10.81,2.28563,11.6494,0.652796,1.36848,28.5381,9.89873,4.04071,2.44975,0.792794,0.259249,0.105827,0.15342223644256592,0.218263,1.26544,0.285325,0.716543,,,3.55811,0.29269,0.127715,999,,,,,,,173.20000000000002,6.661538461538462,164,6.3076923076923075,,,,,,,,,,,,,,,,,,,"Randy Rodriguez","23974",678495
"Jose A. Ferrer","WSN",1.41173,1.04074,0,3.67891,44,0,1.678,10.3841,,28.9896,121.52,27.3435,12.8,11.85,2.21291,8.64255,0.710488,1.32802,23.7246,7.36544,2.68313,2.74509,0.687013,0.195232,0.0711204,0.12411130219697952,0.245124,1.24134,0.29354,0.705001,,,3.49496,0.29259,0.182407,651.9000244140625,,,,,,,187.8,6.475862068965518,187,6.448275862068965,,,,,,,,,,,,,,,,,,,"Jose A. Ferrer","24017",678606
"Patrick Corbin","TEX",4.6401,5.52404,6.44259,5.58041,15,15,0,0,,83.01,363.96,93.1181,55.18,51.47,15.06,27.6435,0.245227,2.37782,62.2421,6.74833,2.99713,2.2516,1.63281,0.171014,0.0759521,0.0950615257024765,0.278848,1.45478,0.304158,0.657937,,,5.05142,0.28684,-0.391456,739.8800048828125,,,,,,,221.90000000000003,2.673493975903615,254,3.0602409638554215,,,,,,,,,,,,,,,,,,,"Patrick Corbin","9323",571578
"Will Vest","DET",1.61927,1.21212,0,3.84061,48,0,10.035,6.4094,,30.1124,127.22,27.552,13.88,12.85,2.87786,10.4314,0.448334,1.52838,30.1665,9.01616,3.11772,2.8919,0.860135,0.237121,0.0819946,0.1551259309053421,0.239042,1.26139,0.300114,0.709876,,,3.5379,0.286545,0.13141,716.6500244140625,,,,,,,210.3,7.010000000000001,209,6.966666666666667,,,,,,,,,,,,,,,,,,,"Will Vest","19769",676684
"Chase Lee","DET",1.2075,0.859239,0,3.58208,35,0,0,0.4353,,21.6076,90.24,19.0112,9.29,8.6,1.93764,6.85871,0.716965,1.16575,21.8248,9.09046,2.85679,3.18205,0.807067,0.241852,0.0760052,0.16584716737270355,0.231236,1.19726,0.29209,0.715972,,,3.36734,0.28624,0.228105,999,,,,,,,108.80000000000001,4.945454545454546,104,4.7272727272727275,,,,,,,,,,,,,,,,,,,"Chase Lee","29574",695445
"Lucas Erceg","KCR",1.74482,0.995843,0,3.71035,48,0,6.023,7.8743,,29.5929,126.73,25.1867,13.1,12.2,2.19554,13.7252,0.523155,2.03553,30.053,9.13993,4.17421,2.18962,0.667723,0.237142,0.108303,0.12883908301591873,0.22697,1.31491,0.29206,0.720236,,,3.63871,0.283546,0.235287,188.22999572753906,,,,,,,206.39999999999998,6.879999999999999,198,6.6,,,,,,,,,,,,,,,,,,,"Lucas Erceg","19360",668674
"Randy Vásquez","SDP",4.03778,5.6127,3.68676,5.33305,24,13,0,0.4751,,70.4907,311.14,76.0296,44.58,41.77,10.2573,27.1511,0.47256,3.94275,44.4661,5.67727,3.46655,1.63773,1.30962,0.142913,0.0872632,0.05565013736486435,0.27149,1.46375,0.291902,0.659766,,,5.06093,0.280791,-0.335501,695.4099731445312,,,,,,,192.4,2.7485714285714287,215,3.0714285714285716,,,,,,,,,,,,,,,,,,,"Randy Vasquez","24719",681190
"Liam Hendriks","BOS",1.5827,0.903259,0,4.09855,43,0,5.503,6.4888,,27.295,113.29,24.932,13.4,12.43,4.05673,6.84935,0.528667,1.00274,30.3911,10.0209,2.25844,4.43708,1.33763,0.26826,0.0604585,0.20780107006430626,0.236462,1.16437,0.294059,0.704214,,,3.67585,0.278593,0.0768149,267.6600036621094,,,,,,,175.60000000000002,6.503703703703705,173,6.407407407407407,,,,,,,,,,,,,,,,,,,"Liam Hendriks","3548",521230
"Braxton Ashcraft","PIT",1.32085,1.30756,0.539716,4.38639,24,2,0,0,,30.4077,129.85,29.8946,15.93,14.82,3.58601,9.71349,0.661323,1.47468,26.7179,7.9079,2.87498,2.75059,1.06138,0.205759,0.0748055,0.13095392286777496,0.251931,1.30257,0.29775,0.684582,,,3.98717,0.277305,0.0186425,999,,,,,,,115.80000000000001,3.8600000000000003,119,3.966666666666667,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","sa3008470",677952
"Jeff Hoffman","TOR",1.63643,1.16534,0,3.98069,48,0,21.836,1.8398,,29.9571,126.18,24.2107,14.28,13.25,4.27705,12.3498,0.574256,1.47107,38.9371,11.6979,3.71024,3.15286,1.28495,0.308584,0.0978743,0.21070951223373413,0.215476,1.22043,0.288287,0.728772,,,3.74814,0.277104,0.13141,94.0199966430664,,,,,,,267.40000000000003,8.913333333333334,255,8.5,,,,,,,,,,,,,,,,,,,"Jeff Hoffman","17432",656546
"Jordan Wicks","CHC",1.89404,1.82982,1.07291,4.39506,21,4,0,0.4781,,34.9346,150.02,34.8652,18.4,17.06,4.35554,12.3243,0.498552,1.24447,29.3819,7.56948,3.17504,2.38406,1.12209,0.195853,0.0821511,0.11370211839675903,0.255514,1.3508,0.297036,0.700616,,,4.21147,0.275423,0.170171,701.489990234375,,,,,,,137.8,3.9371428571428573,142,4.057142857142857,,,,,,,,,,,,,,,,,,,"Jordan Wicks","30094",696136
"Gordon Graceffo","STL",2.07553,1.94727,0.558811,4.4778,46,2,0,9.1812,,51.8357,221.59,50.9803,27.65,25.79,6.43874,16.9916,1.14937,2.04148,40.9208,7.1049,2.95018,2.40829,1.11793,0.184669,0.0766805,0.10798844695091248,0.251684,1.3113,0.286999,0.683913,,,4.24503,0.275411,-0.0613478,999,,,,,,,239.4,4.603846153846154,243,4.673076923076923,,,,,,,,,,,,,,,,,,,"Gordon Graceffo","29519",700669
"Keaton Winn","SFG",1.50962,1.26521,0.271954,4.31586,38,1,0,3.2145,,37.39,159.58,37.584,19.35,17.93,4.08199,11.376,0.981076,1.77974,31.8209,7.65948,2.73827,2.79719,0.98256,0.199404,0.0712871,0.12811675667762756,0.256679,1.30944,0.303127,0.6847,,,3.88026,0.272551,0.0268042,727.4099731445312,,,,,,,162.8,4.4,170,4.594594594594595,,,,,,,,,,,,,,,,,,,"Keaton Winn","23499",676775
"Tanner Scott","LAD",2.00854,0.95116,0,3.85961,48,0,19.141,5.508,,31.9229,137.52,28.0456,14.77,13.69,2.75619,15.276,0.64411,1.7409,34.3522,9.6849,4.30677,2.24876,0.777051,0.249798,0.111082,0.13871551305055618,0.232738,1.35707,0.30325,0.723505,,,3.67696,0.268613,0.133264,102.88999938964844,,,,,,,263.09999999999997,8.221874999999999,257,8.03125,,,,,,,,,,,,,,,,,,,"Tanner Scott","17586",656945
"Kody Funderburk","MIN",1.28985,0.794324,0,3.65836,35,0,0,0.4822,,22.7561,96.93,20.3268,9.98,9.25,1.48966,9.41846,0.511966,1.19203,23.0102,9.10051,3.72499,2.4431,0.58916,0.23739,0.0971676,0.14022249728441238,0.235483,1.30713,0.304711,0.714586,,,3.33504,0.266981,0.17694,999,,,,,,,121.9,5.3,118,5.130434782608695,,,,,,,,,,,,,,,,,,,"Kody Funderburk","24993",681892
"Yimi García","TOR",1.60925,1.08839,0,3.76878,46,0,2.312,9.3036,,28.6804,118,23.8586,12.9,12.01,4.14477,8.51477,0.6743,1.32297,32.3921,10.1648,2.67197,3.80423,1.30064,0.27451,0.0721591,0.20235049724578857,0.220582,1.12877,0.275236,0.732889,,,3.75647,0.266499,0.182393,550.469970703125,,,,,,,183.00000000000003,6.310344827586208,173,5.9655172413793105,,,,,,,,,,,,,,,,,,,"Yimi Garcia","12095",554340
"Robert Garcia","TEX",1.80696,1.04266,0,3.91064,46,0,2.896,10.1491,,31.6905,134.23,28.1629,14.83,13.77,3.4757,12.0869,0.991212,1.2883,32.9246,9.35048,3.43265,2.72399,0.987088,0.245285,0.0900463,0.15523850172758102,0.233031,1.27009,0.292313,0.718402,,,3.72164,0.266359,0.133269,461.9599914550781,,,,,,,209.09999999999997,6.534374999999999,203,6.34375,,,,,,,,,,,,,,,,,,,"Robert Garcia","23363",676395
"Ryan Gusto","HOU",3.03171,3.05841,1.6443,4.63384,40,6,0,0.4835,,58.267,249.28,54.7219,32.15,30,9.14046,21.5902,0.789658,2.49535,53.66,8.2884,3.33485,2.48539,1.41185,0.21526,0.0866101,0.12864988297224045,0.242998,1.3097,0.280684,0.695297,,,4.54512,0.26443,0.0176761,750.3699951171875,,,,,,,211.50000000000006,3.646551724137932,209,3.603448275862069,,,,,,,,,,,,,,,,,,,"Ryan Gusto","26440",687473
"José Alvarado","PHI",1.69379,0.93743,0,3.81099,46,0,11.72,5.8255,,29.331,125.92,25.3304,13.45,12.42,2.40742,14.0521,0.678289,1.54245,31.9493,9.80342,4.31177,2.27364,0.738699,0.253727,0.111595,0.1421320140361786,0.229597,1.34269,0.301743,0.720105,,,3.59105,0.264222,0.182393,508.6300048828125,,,,,,,225,7.758620689655173,219,7.551724137931035,,,,,,,,,,,,,,,,,,,"Jose Alvarado","17780",621237
"Bryan Abreu","HOU",1.81494,1.18607,0,3.98023,53,0,1.574,10.8231,,32.3575,137.9,26.5022,15.33,14.31,3.66553,14.901,0.378263,1.99821,39.4068,10.9607,4.14461,2.64457,1.01954,0.285764,0.108057,0.1777070090174675,0.219025,1.27956,0.293047,0.718836,,,3.71131,0.26344,0.133254,442.7799987792969,,,,,,,198.40000000000003,6.200000000000001,189,5.90625,,,,,,,,,,,,,,,,,,,"Bryan Abreu","16609",650556
"Tim Herrin","CLE",1.40701,1.14023,0,3.55092,46,0,0.844,9.9003,,28.1082,117.96,23.4494,11.94,11.09,2.48937,11.3114,0.51983,1.37222,28.6084,9.16016,3.62182,2.52916,0.797072,0.242527,0.0958922,0.14663445949554443,0.222741,1.23668,0.282562,0.729666,,,3.57702,0.262462,0.233462,750.2999877929688,,,,,,,189.80000000000007,6.778571428571431,181,6.464285714285714,,,,,,,,,,,,,,,,,,,"Tim Herrin","25139",682120
"John Schreiber","KCR",1.62327,0.947629,0,3.8207,45,0,0.753,8.7473,,27.7017,117.79,24.8236,12.66,11.76,2.39146,10.7638,0.45056,1.61032,26.6743,8.6662,3.49705,2.47814,0.776961,0.226456,0.0913815,0.13507486879825592,0.235482,1.28466,0.293806,0.711162,,,3.64409,0.262289,0.129563,999,,,,,,,173.60000000000005,6.200000000000002,170,6.071428571428571,,,,,,,,,,,,,,,,,,,"John Schreiber","20020",670167
"Daniel Palencia","CHC",1.64082,0.984252,0,3.67938,45,0,0.844,11.2388,,29.7686,126.62,23.9456,13.13,12.17,2.98524,14.1298,0.490284,1.77069,33.7505,10.2039,4.27188,2.38861,0.902533,0.26655,0.111592,0.15495777875185013,0.216273,1.27905,0.28331,0.735938,,,3.7461,0.260298,0.235324,999,,,,,,,191.7,6.39,180,6,,,,,,,,,,,,,,,,,,,"Daniel Palencia","27914",694037
"Matt Brash","SEA",1.53051,1.07628,0,3.65954,46,0,1.574,9.1671,,27.4707,116.45,22.6913,11.99,11.17,2.48468,12.2708,0.561194,1.52051,30.2597,9.91377,4.02018,2.466,0.814035,0.259852,0.105374,0.1544780656695366,0.221036,1.27271,0.28902,0.729654,,,3.58644,0.259556,0.180541,680.780029296875,,,,,,,179.40000000000003,6.644444444444446,173,6.407407407407407,,,,,,,,,,,,,,,,,,,"Matt Brash","25756",666374
"Kyle Wright","KCR",2.49442,2.53747,1.62613,4.77333,22,6,0,0.4675,,42.1592,183.72,43.7821,23.95,22.36,5.23134,15.6412,0.397452,2.42027,33.2751,7.10345,3.33903,2.1274,1.11677,0.181119,0.0851363,0.09598243981599808,0.264291,1.4095,0.303186,0.680877,,,4.42736,0.258097,0.00643549,711.4000244140625,,,,,,,146.9,3.4976190476190476,157,3.738095238095238,,,,,,,,,,,,,,,,,,,"Kyle Wright","19665",657140
"Aroldis Chapman","BOS",1.76152,0.886398,0,3.60045,46,0,13.364,5.3129,,29.2714,125.95,19.619,12.58,11.71,2.90929,19.6616,0.54385,1.54891,42.6146,13.1026,6.04531,2.1674,0.894514,0.338346,0.156106,0.18223921954631805,0.187312,1.34195,0.282184,0.758376,,,3.66179,0.256734,0.182393,257.5400085449219,,,,,,,230.70000000000005,7.955172413793105,211,7.275862068965517,,,,,,,,,,,,,,,,,,,"Aroldis Chapman","10233",547973
"Emerson Hancock","SEA",3.66278,4.58941,2.99405,4.84035,22,11,0,0.4755,,60.727,260.13,60.7465,35.02,32.66,9.99199,19.8723,0.405808,2.67466,43.7667,6.48641,2.94516,2.2024,1.48086,0.168249,0.0763936,0.0918557196855545,0.255685,1.32756,0.276103,0.684358,,,4.919,0.254797,0.108035,609.4099731445312,,,,,,,188.8000000000001,3.0950819672131162,194,3.180327868852459,,,,,,,,,,,,,,,,,,,"Emerson Hancock","27470",676106
"Camilo Doval","SFG",1.54244,1.02704,0,3.79114,46,0,5.173,9.7371,,27.8465,119.04,24.7188,12.59,11.73,1.94305,12.1839,0.868087,1.55321,26.6882,8.62565,3.93785,2.19045,0.627995,0.224195,0.102351,0.12184412032365799,0.23474,1.32522,0.297056,0.711263,,,3.5778,0.251113,0.129561,381.8999938964844,,,,,,,194.60000000000002,6.950000000000001,191,6.821428571428571,,,,,,,,,,,,,,,,,,,"Camilo Doval","21992",666808
"Tyler Holton","DET",1.56986,1.05678,0,3.46965,44,0,0.717,7.6196,,27.4955,112.5,23.8037,11.44,10.6,2.8599,7.20945,0.524498,1.00567,23.2478,7.60961,2.35984,3.22463,0.93612,0.206647,0.064084,0.14256320148706436,0.228256,1.12793,0.267901,0.724682,,,3.66505,0.250534,0.284664,448.07000732421875,,,,,,,159.5,5.907407407407407,155,5.7407407407407405,,,,,,,,,,,,,,,,,,,"Tyler Holton","26231",663947
"Justin Martinez","ARI",1.44119,0.755373,0,3.4896,38,0,18.717,3.436,,24.1919,103.86,20.0897,10.08,9.38,1.46774,12.2413,0.796566,1.60723,25.7951,9.59645,4.5541,2.10721,0.546035,0.248364,0.117864,0.13050036132335663,0.22319,1.33644,0.29677,0.734934,,,3.48108,0.249936,0.229889,181.0800018310547,,,,,,,230.3,9.595833333333333,224,9.333333333333334,,,,,,,,,,,,,,,,,,,"Justin Martinez","24453",679885
"Ian Hamilton","NYY",1.48057,0.929322,0,3.80939,43,0,0,8.8802,,26.8862,114.6,22.8741,12.21,11.38,2.46834,12.0257,0.500382,1.50704,28.99,9.70425,4.02554,2.41067,0.826263,0.252967,0.104936,0.1480308100581169,0.226325,1.29806,0.293149,0.721591,,,3.65455,0.247263,0.180563,748.9000244140625,,,,,,,167.40000000000003,6.200000000000001,161,5.962962962962963,,,,,,,,,,,,,,,,,,,"Ian Hamilton","19261",641656
"A.J. Puk","ARI",1.09436,0.585227,0,3.63169,29,0,2.514,0.4399,,18.3881,76.5,15.57,8,7.42,1.94537,6.06406,0.385778,0.893439,21.4469,10.4971,2.96803,3.53673,0.952152,0.280352,0.0792687,0.2010829672217369,0.223892,1.17652,0.295223,0.720976,,,3.28531,0.2472,0.120373,229.33999633789062,,,,,,,103.00000000000003,5.722222222222224,100,5.555555555555555,,,,,,,,,,,,,,,,,,,"A.J. Puk","19343",640462
"Germán Márquez","COL",5.01215,8.51351,8.40443,5.94971,20,20,0,0,,108.58,485.45,129.901,77.03,71.78,18.6284,38.554,0.303562,3.57813,74.266,6.15577,3.19567,1.92628,1.54407,0.152984,0.0794191,0.07356468588113785,0.293019,1.55143,0.317537,0.64214,,,5.13402,0.244472,-0.93855,623.6199951171875,,,,,,,253.9000000000001,2.3293577981651383,317,2.908256880733945,,,,,,,,,,,,,,,,,,,"German Marquez","15038",608566
"Yuki Matsui","SDP",1.46252,1.00202,0,3.67973,43,0,0,8.5733,,26.1704,109.37,20.5484,11.51,10.7,3.06671,11.0043,0.758067,0.934495,29.2811,10.0698,3.78438,2.66087,1.05464,0.267725,0.100615,0.1671096533536911,0.210902,1.20566,0.268604,0.735261,,,3.76179,0.240291,0.127715,725.6599731445312,,,,,,,158.9,6.111538461538462,149,5.730769230769231,,,,,,,,,,,,,,,,,,,"Yuki Matsui","33826",673513
"Cole Sands","MIN",1.66754,1.17416,0,4.26964,46,0,2.167,10.8056,,30.2063,128.63,27.8165,15.39,14.33,3.51569,10.7439,0.493241,1.65879,29.5378,8.80083,3.20116,2.74926,1.04751,0.229634,0.0835256,0.14610826969146729,0.239328,1.27657,0.292169,0.688807,,,3.89668,0.237467,0.0278681,677.9600219726562,,,,,,,175,5.833333333333333,173,5.766666666666667,,,,,,,,,,,,,,,,,,,"Cole Sands","21461",663485
"Devin Williams","NYY",1.58688,0.997223,0,3.84923,46,0,16.753,4.5768,,28.8292,122.85,23.2079,13.25,12.33,3.05737,14.0154,0.518283,1.64749,34.6033,10.8026,4.37539,2.46894,0.95446,0.281671,0.114086,0.16758542507886887,0.216517,1.29117,0.289825,0.727721,,,3.71555,0.232886,0.182393,40.70000076293945,,,,,,,244.90000000000003,8.444827586206898,233,8.03448275862069,,,,,,,,,,,,,,,,,,,"Devin Williams","15816",642207
"Kyle Gibson","BAL",5.83063,6.92041,5.05864,5.26644,24,18,0,0.4748,,90.864,397.67,95.8635,56.6,53.17,16.2666,34.3867,0.422221,3.66817,74.1771,7.34718,3.40597,2.15714,1.6112,0.186529,0.0864704,0.10005878657102585,0.266573,1.43346,0.295711,0.685265,,,5.05857,0.232388,-0.205113,634.27001953125,,,,,,,261,2.868131868131868,281,3.087912087912088,,,,,,,,,,,,,,,,,,,"Kyle Gibson","10123",502043
"Keegan Akin","BAL",1.93141,1.23556,0,4.13923,52,0,0.734,12.6024,,34.7891,146.72,32.1854,17.25,16,4.91392,11.16,0.755859,1.19166,35.7179,9.24027,2.88712,3.20052,1.27124,0.243442,0.0760635,0.16737890988588333,0.239531,1.24595,0.290938,0.715611,,,3.95553,0.22868,0.0842365,690.469970703125,,,,,,,207.3,5.9228571428571435,203,5.8,,,,,,,,,,,,,,,,,,,"Keegan Akin","19362",669211
"Dedniel Núñez","NYM",1.37355,0.871384,0,4.07877,40,0,0,5.5693,,24.934,105.99,21.7363,12.16,11.3,3.01244,9.99288,1.06966,1.15017,27.1982,9.81725,3.60696,2.72175,1.08735,0.256611,0.0942814,0.16232921928167343,0.229173,1.27253,0.289681,0.711303,,,3.83727,0.228102,0.0749606,731.8699951171875,,,,,,,135.89999999999998,5.435999999999999,131,5.24,,,,,,,,,,,,,,,,,,,"Dedniel Nunez","23055",673380
"Kirby Yates","LAD",1.87816,0.872577,0,3.91933,44,0,4.707,11.0918,,29.1861,123.6,22.496,13.63,12.71,3.70798,13.9702,0.546858,1.70205,38.0512,11.7337,4.30793,2.72374,1.14342,0.307858,0.113027,0.19483036547899246,0.208435,1.24944,0.283941,0.730173,,,3.7626,0.226516,0.0786704,235.38999938964844,,,,,,,205.20000000000005,7.0758620689655185,190,6.551724137931035,,,,,,,,,,,,,,,,,,,"Kirby Yates","9073",489446
