Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",117,498.336,408.694,125.22,60.0077,22.1377,0.490046,42.5846,90.9964,102.474,80.601,9.03761,118.185,4.61912,3.77595,0.368702,7.44674,5.0796,1.8627,0.30639,0.16174,0.237159,0.681991,0.422834,0.675545,0.458282,1.09838,0.369155,3.23985,0.328308,,-0.780754,115.016,57.0946,202.705,-0.780754,-4.18,57.41891151666641,-10.70210886001587,6.55164,3.119999885559082,,,,,,,1020.9,8.725641025,1020.9,8.725641025,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",115,483.105,436.814,132.657,76.9418,27.1718,5.4536,23.0902,82.7939,73.6809,36.6448,4.15266,78.3748,4.72449,4.28487,0.636579,4.60203,32.4846,7.0164,0.303693,0.0758526,0.162231,0.467558,0.360701,0.549449,0.388516,0.91015,0.245756,7.89923,0.322604,,2.78546,84.6757,28.5246,149.413,2.78546,0.34,29.93054485321045,5.664074271917343,5.3487,1.6299999952316284,,,,,,,798,6.939130434,798,6.939130434,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Shohei Ohtani","LAD",110,475.071,405.39,121.666,60.5972,23.6889,2.83236,34.5475,93.0141,88.1487,62.1469,8.03808,104.216,3.36647,2.80489,0.494359,5.93413,25.1297,7.28078,0.300121,0.130816,0.21937,0.596325,0.395136,0.62819,0.43047,1.02333,0.328069,6.78187,0.323342,,1.17759,99.1304,43.9132,178.109,1.17759,0,45.22345507144928,-11.050926208496094,5.17786,1.5499999523162842,,,,,,,916.8,8.334545454,916.8,8.334545454,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Juan Soto","NYM",116,490.003,393.568,109.533,61.282,20.2972,1.07105,26.8825,80.0801,73.847,90.4361,4.95034,82.2904,2.81468,2.56997,0.614399,11.0538,6.0622,2.12172,0.278307,0.184562,0.167939,1.09899,0.41436,0.540235,0.411839,0.954596,0.261928,3.68721,0.288015,,-0.791576,94.9806,38.0277,167.434,-0.791576,-0.33,38.4298592209816,-6.211834043264389,5.02735,7.079999923706055,,,,,,,824.3,7.106034482,824.3,7.106034482,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Gunnar Henderson","BAL",110,470.585,415.002,114.64,64.231,22.7626,3.24145,24.4047,74.2813,69.5988,48.6201,2.259,106.82,3.58205,2.98637,0.393952,8.51948,12.0517,2.83846,0.276239,0.103318,0.226995,0.455158,0.354839,0.523128,0.378061,0.877967,0.246889,5.95125,0.314667,,0.387881,78.5655,23.8696,149.187,0.387881,1.11,26.708428472280502,6.0180782079696655,5.00885,9.329999923706055,,,,,,,711.8,6.47090909,711.8,6.47090909,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Cal Raleigh","SEA",108,425.994,372.39,84.6334,43.1152,15.7548,0.883473,24.8799,54.5693,67.8838,46.526,2.42106,112.549,3.4251,3.30974,0.343754,4.87075,2.91977,0.987311,0.227271,0.109217,0.264203,0.413384,0.316185,0.474758,0.34187,0.790943,0.247487,3.21084,0.25078,,-0.509804,58.8507,9.33754,127.611,-0.509804,13.94,12.865079879760742,19.384443759918213,4.80564,85.55000305175781,,,,,,,544,5.037037037,544,5.037037037,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Fernando Tatis Jr.","SDP",114,485.823,431.589,124.607,71.3775,23.9952,2.20129,27.0334,80.4577,76.8011,45.674,1.70839,99.0862,4.74983,3.09038,0.719757,9.10265,19.0722,5.08665,0.288717,0.0940136,0.203955,0.460952,0.360812,0.542426,0.388508,0.903238,0.253709,5.93282,0.316224,,0.837675,85.149,28.682,151.953,0.837675,4,30.797387719154358,-1.4259257316589355,4.71847,11.619999885559082,,,,,,,777.9,6.82368421,777.9,6.82368421,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Vladimir Guerrero Jr.","TOR",115,489.028,428.46,130.927,79.5843,23.5683,0.921006,26.8536,75.849,80.9137,51.8569,4.78861,68.2217,5.05364,3.25236,0.405053,12.0775,3.43472,1.33518,0.305576,0.106041,0.139505,0.760122,0.384423,0.552906,0.402066,0.937329,0.24733,3.32574,0.309157,,-0.862096,90.9876,34.148,164.712,-0.862096,0.03,35.123324394226074,-8.58731529302895,4.4322,13.180000305175781,,,,,,,808.6,7.031304347,808.6,7.031304347,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Julio Rodríguez","SEA",116,496.007,447.867,125.883,78.1736,21.0476,3.39449,23.2678,74.4858,69.6173,38.3504,2.25331,110.136,6.77303,2.59526,0.421774,8.04907,21.2908,5.11983,0.281073,0.0773182,0.222046,0.348209,0.34506,0.499084,0.36532,0.844145,0.218011,6.53757,0.32365,,1.2607,77.7801,20.1294,144.024,1.2607,-1.67,26.0909481048584,-0.1751546859741211,4.39213,13.710000038146973,,,,,,,712.7,6.143965517,712.7,6.143965517,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Mookie Betts","LAD",113,490.105,425.059,119.619,74.2879,23.8082,2.29132,19.2318,73.7628,67.2544,55.3731,1.02203,57.4908,4.99743,4.17164,0.503459,7.00594,9.38917,3.27068,0.281418,0.112982,0.117303,0.963164,0.367625,0.483946,0.371589,0.851571,0.202528,4.90026,0.284781,,-0.468514,79.2999,22.3352,138.629,-0.468514,-1.29,22.003583282232285,3.650843620300293,4.34882,13.65999984741211,,,,,,,695.3,6.153097345,695.3,6.153097345,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"José Ramírez","CLE",114,478.276,427.316,117.943,69.4184,24.589,2.92216,21.0132,70.9788,66.5027,43.0836,6.8974,54.3866,2.85615,4.57672,0.443982,5.04966,26.0701,7.23204,0.276008,0.0900809,0.113714,0.792172,0.342971,0.494753,0.358188,0.837723,0.218744,6.45849,0.271898,,1.45902,72.2851,16.6952,133.897,1.45902,4.82,19.894305109977722,6.139444589614868,4.34315,4.900000095367432,,,,,,,688.6,6.040350877,688.6,6.040350877,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Francisco Lindor","NYM",116,490.003,432.227,113.953,68.497,20.9364,2.15394,22.3657,72.3517,66.6926,42.948,1.42483,89.8445,7.22668,3.80559,0.469574,7.26196,17.2338,4.85604,0.263642,0.0876484,0.183355,0.478026,0.337567,0.477282,0.354181,0.81485,0.213641,5.82662,0.282832,,0.585051,72.4945,15.5416,128.773,0.585051,1.03,17.320398926734924,6.21770453453064,4.12958,14.149999618530273,,,,,,,653.8,5.636206896,653.8,5.636206896,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Kyle Tucker","CHC",114,493.399,423.525,119.71,70.7132,22.9297,2.92818,23.1393,76.1492,76.0653,62.0856,4.30768,68.4335,2.04961,4.40601,0.386994,6.6616,17.4395,5.54575,0.282653,0.125832,0.138698,0.907239,0.37362,0.514525,0.382597,0.888145,0.231873,5.66208,0.287108,,0.245479,84.1557,26.8081,146.858,0.245479,0.86,27.688031524419785,-4.998151898384094,4.05359,8.710000038146973,,,,,,,755.5,6.627192982,755.5,6.627192982,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Corbin Carroll","ARI",113,480.188,418.94,111.8,63.5646,22.9138,5.15641,20.1653,79.6676,63.5673,48.594,1.85839,93.7695,6.77894,2.95252,2.9222,6.85188,30.4184,4.78513,0.266864,0.101198,0.195277,0.518229,0.350273,0.490578,0.364706,0.84085,0.223714,8.0493,0.297556,,3.25193,75.0648,19.2528,130.677,3.25193,6.95,20.737197399139404,2.0091562271118164,4.01373,7.889999866485596,,,,,,,702.4,6.215929203,702.4,6.215929203,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Matt Chapman","SFG",114,488.032,424.79,107.464,57.9478,22.0363,2.11591,25.3645,71.6089,71.6037,54.4287,0.958597,118.217,4.61342,3.82693,0.372622,6.72201,7.19409,1.99493,0.252983,0.111527,0.242233,0.460412,0.341441,0.493953,0.362171,0.835393,0.24097,4.74996,0.288035,,-0.25684,75.3063,18.5826,132.583,-0.25684,1.93,18.617833375930786,3.689259171485901,3.99543,125.16999816894531,,,,,,,669.1,5.869298245,669.1,5.869298245,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Ronald Acuña Jr.","ATL",86,375.131,323.522,98.1461,59.5555,19.0454,1.09243,18.4527,68.3074,53.4095,43.4259,2.02036,63.6092,5.66886,2.12672,0.387072,6.42234,28.1905,9.28823,0.303367,0.115762,0.169566,0.682697,0.392911,0.5401,0.403221,0.933011,0.236733,6.40204,0.327166,,1.06583,70.141,26.5397,156.944,1.06583,2.49,26.421584844589233,-1.695659875869751,3.85507,37.599998474121094,,,,,,,629.8,7.323255813,629.8,7.323255813,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"William Contreras","MIL",113,448.927,394.03,104.927,67.0441,19.9072,0.302342,17.6729,56.1739,65.6608,48.3167,1.75688,92.027,3.43571,2.40601,0.738399,11.2627,4.07749,1.53295,0.266291,0.107627,0.204993,0.525027,0.349583,0.452902,0.351993,0.802484,0.186611,3.10155,0.304299,,-0.701112,65.6357,13.4571,123.417,-0.701112,6,11.777026951313019,10.359567642211914,3.84253,24.790000915527344,,,,,,,576.2,5.099115044,576.2,5.099115044,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Yordan Alvarez","HOU",90,386.826,330.69,98.7219,52.583,19.0738,0.982538,26.0826,62.1888,70.5429,46.9975,5.63985,62.2803,5.19636,3.62262,0.319406,6.4347,1.53861,0.487447,0.298533,0.121495,0.161003,0.754613,0.390461,0.598774,0.418447,0.989235,0.300241,3.17606,0.295342,,-0.649011,77.0154,32.0548,176.375,-0.649011,-0.07,32.94590198993683,-8.841929741203785,3.82797,17.149999618530273,,,,,,,688.4,7.648888888,688.4,7.648888888,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Adley Rutschman","BAL",108,428.163,373.136,96.9244,63.7842,18.5817,1.4486,13.1099,53.1611,51.3661,48.0099,1.98517,65.4493,3.11848,3.45015,0.448425,8.19651,0.934406,0.314599,0.259756,0.11213,0.152861,0.733543,0.346148,0.422722,0.339018,0.76887,0.162966,2.86384,0.281231,,-0.805644,58.1784,8.41321,121.86,-0.805644,6.6,9.837540686130524,11.155555248260498,3.64885,61.56999969482422,,,,,,,508.1,4.704629629,508.1,4.704629629,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Ketel Marte","ARI",105,445.819,388.905,109.552,63.9318,22.9102,1.68035,21.0296,65.6332,71.0639,49.2244,3.26922,72.8488,3.83646,3.16071,0.445511,9.52488,4.62843,1.45448,0.281693,0.110414,0.163405,0.675707,0.365318,0.511466,0.378451,0.876784,0.229773,4.01543,0.296868,,-0.533788,74.5692,22.7518,139.893,-0.533788,-0.23,20.577021777629852,-0.21179365552961826,3.64856,30.65999984741211,,,,,,,668.2,6.363809523,668.2,6.363809523,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Austin Riley","ATL",114,499.166,446.583,122.521,70.1317,23.8909,2.24436,26.2536,72.3705,79.561,41.1458,2.01365,120.323,7.12072,3.9691,0.347839,8.16379,2.21096,0.728057,0.274351,0.082429,0.241048,0.341961,0.342383,0.514263,0.369098,0.856646,0.239912,3.73869,0.316693,,-0.743983,79.7765,21.7586,134.064,-0.743983,-3.33,19.43925565481186,-1.5707406997680664,3.57486,29.6200008392334,,,,,,,712.2,6.247368421,712.2,6.247368421,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Corey Seager","TEX",84,358.232,314.748,90.3557,51.5187,17.0251,0.589171,21.2228,51.991,59.7663,35.8537,4.40958,59.8436,2.72097,2.85337,0.31689,6.97772,0.391472,0.156219,0.287073,0.100085,0.167053,0.599123,0.361985,0.547192,0.38776,0.909177,0.260118,2.29809,0.292274,,-0.641437,62.5733,20.9362,153.37,-0.641437,0.19,21.098778128623962,1.3782716393470764,3.56102,46.439998626708984,,,,,,,558.4,6.647619047,558.4,6.647619047,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Dansby Swanson","CHC",114,493.399,441.641,113.835,70.2677,22.6388,1.18223,19.7465,66.5854,69.1686,41.9467,0.283359,118.302,3.06037,3.33299,0.706593,8.33068,12.2374,3.39691,0.257755,0.0850159,0.23977,0.354572,0.32418,0.448504,0.337982,0.772684,0.190749,4.79715,0.306552,,0.192969,66.6358,9.28824,116.943,0.192969,1.66,10.115670219063759,6.937777638435364,3.47061,170.38999938964844,,,,,,,606.2,5.317543859,606.2,5.317543859,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Jackson Merrill","SDP",109,465.129,428.024,120.392,75.3387,24.7135,2.49609,17.8433,63.4924,63.9369,28.548,2.27532,81.9037,2.1773,3.58117,2.7985,7.32784,11.2891,2.79564,0.281273,0.0613765,0.176088,0.348556,0.326859,0.475738,0.346608,0.802597,0.194465,5.3553,0.309012,,0.332253,66.0109,11.9491,123.859,0.332253,2.65,13.504689753055573,4.03634512424469,3.42325,27.280000686645508,,,,,,,602.6,5.528440366,602.6,5.528440366,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Austin Wells","NYY",88,345.078,305.188,72.1298,41.1812,14.2419,0.917488,15.7893,43.9849,46.9806,32.6647,1.20118,74.0965,3.85947,2.77329,0.592432,5.07667,2.82795,0.895211,0.236345,0.094659,0.214724,0.440841,0.31541,0.444233,0.331374,0.759642,0.207887,3.84483,0.258353,,-0.382573,44.7895,4.68118,113.88,-0.382573,10.14,5.0638474225997925,16.269463062286377,3.39733,175.14999389648438,,,,,,,408.8,4.645454545,408.8,4.645454545,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Will Smith","LAD",92,365.825,314.552,84.7316,51.7358,16.135,1.07398,15.7869,51.9583,53.0606,39.7059,1.27973,65.4026,6.8909,4.07094,0.344357,5.7597,1.84466,0.624473,0.269372,0.108538,0.178781,0.6071,0.359588,0.478062,0.365114,0.837649,0.208689,3.51912,0.290375,,-0.627232,57.3058,14.7862,134.287,-0.627232,-0.8,14.26112413406372,5.643494784832001,3.32421,107.08000183105469,,,,,,,505.5,5.494565217,505.5,5.494565217,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Alex Bregman","BOS",113,485.634,425.994,113.597,69.7239,22.8401,1.02027,20.0131,63.3194,68.4975,47.8727,0.377231,69.8286,5.97487,5.33745,0.45538,8.76294,2.37875,0.860606,0.266664,0.0985776,0.143788,0.685575,0.34512,0.46601,0.354291,0.81113,0.199346,3.08013,0.274047,,-0.816196,71.8908,15.4457,124.132,-0.816196,1.66,12.510116159915924,3.4038270711898804,3.32183,110.41000366210938,,,,,,,635.8,5.626548672,635.8,5.626548672,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Bryce Harper","PHI",114,492.925,420.36,117.214,70.1452,23.3038,2.37436,21.3905,73.3562,72.4499,65.0413,6.20267,98.717,3.08493,3.73404,0.704812,8.80579,8.85074,3.30252,0.278842,0.13195,0.200268,0.658866,0.376539,0.498235,0.377683,0.874774,0.219393,4.62483,0.315223,,-0.577059,82.1468,24.8543,140.424,-0.577059,1.28,23.075013756752014,-7.6262500286102295,3.30299,22.260000228881836,,,,,,,723.4,6.345614035,723.4,6.345614035,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Freddie Freeman","LAD",109,470.06,408.441,119.408,75.4776,23.8487,1.77925,18.3024,69.6405,67.6089,51.6651,6.17908,72.3568,5.31023,4.14665,0.496058,8.27137,8.09522,2.57186,0.29235,0.109912,0.153931,0.714032,0.375632,0.493883,0.375413,0.869515,0.201533,4.49345,0.314062,,-0.388355,77.4872,22.8523,141.193,-0.388355,1.38,22.595291435718536,-7.1036282777786255,3.22833,26.920000076293945,,,,,,,686.4,6.297247706,686.4,6.297247706,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Wyatt Langford","TEX",105,447.79,396.243,105.568,61.577,19.5638,3.284,21.1432,68.8519,58.9609,43.9379,1.67429,90.3351,4.28593,2.88086,0.442597,6.05298,14.8432,3.62174,0.266423,0.0981215,0.201735,0.486388,0.343786,0.492449,0.362247,0.836235,0.226027,6.29745,0.293503,,0.675833,69.1239,17.0774,135.512,0.675833,1.89,18.75828766822815,-2.8270782232284546,3.19303,41.31999969482422,,,,,,,631.4,6.013333333,631.4,6.013333333,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Manny Machado","SDP",112,474.983,427.815,115.856,73.1937,20.4793,0.510101,21.6729,63.8378,68.8378,40.8515,2.87764,84.7342,1.51542,4.20891,0.420785,8.56741,7.19071,2.88624,0.270809,0.0860061,0.178394,0.482113,0.333529,0.473041,0.349077,0.80657,0.202233,3.70048,0.289245,,-0.592216,68.3432,13.136,125.515,-0.592216,-0.37,13.793024361133575,0.3176409602165222,3.10253,37.45000076293945,,,,,,,626,5.589285714,626,5.589285714,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Trea Turner","PHI",113,486.938,443.507,124.745,83.675,24.3332,3.09953,13.6375,68.5975,59.6738,32.3475,0.0598641,88.6443,4.31707,3.22514,0.522124,8.58648,20.5282,4.22531,0.28127,0.0664304,0.182044,0.364913,0.333908,0.442361,0.340162,0.776268,0.16109,6.44163,0.322566,,1.47568,66.6082,10.0116,115.267,1.47568,-2.38,10.299633502960205,2.8514814376831055,3.04463,24.110000610351562,,,,,,,611,5.407079646,611,5.407079646,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Oneil Cruz","PIT",104,434.811,385.237,101.042,55.163,20.767,1.78619,23.3258,67.8638,65.4004,43.8685,3.31286,122.647,2.81714,2.5336,0.354934,5.94788,19.7681,4.5594,0.262285,0.100891,0.28207,0.35768,0.340028,0.507113,0.364394,0.847141,0.244828,6.1662,0.32141,,1.35522,67.8633,17.3254,129.515,1.35522,-3.66,16.588220238685608,-2.346868872642517,2.97708,37.369998931884766,,,,,,,634.1,6.097115384,634.1,6.097115384,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Pete Crow-Armstrong","CHC",106,457.515,416.284,104.82,65.0772,17.6316,4.74415,17.3671,67.8179,54.7603,28.3684,1.85899,115.033,5.17778,2.93284,4.75243,4.27674,29.4898,4.34495,0.251799,0.0620054,0.251429,0.246612,0.305604,0.442105,0.324459,0.747709,0.190306,8.30257,0.304908,,3.39983,56.8654,3.68857,107.875,3.39983,3.9,7.676723003387451,5.535802483558655,2.94921,127.38999938964844,,,,,,,555.4,5.239622641,555.4,5.239622641,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Willy Adames","SFG",113,482.116,425.565,105.543,61.9524,22.6949,1.20973,19.6856,63.9414,63.4505,48.8203,1.12992,113.552,2.31151,4.08823,0.309058,6.2239,8.81652,2.76926,0.248006,0.101263,0.235529,0.429936,0.325872,0.445792,0.337197,0.771665,0.197787,4.59551,0.289651,,-0.214178,64.8107,8.77452,115.837,-0.214178,-1.77,8.848896503448486,3.4614815711975098,2.941,91.93000030517578,,,,,,,589.7,5.21858407,589.7,5.21858407,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Jeremy Peña","HOU",115,493.673,453.942,124.904,87.6224,22.8589,2.59589,11.8265,65.2374,53.3259,25.745,0.0899275,84.5828,7.50529,3.66861,1.95436,10.2158,16.2617,3.67657,0.275154,0.05215,0.171334,0.304377,0.322197,0.415106,0.324382,0.737303,0.139952,5.9217,0.313059,,0.840394,61.3293,3.9499,110.538,0.840394,-0.84,6.7558205127716064,4.484074294567108,2.86613,156.9499969482422,,,,,,,563.8,4.902608695,563.8,4.902608695,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Patrick Bailey","SFG",93,362.819,327.023,75.2307,51.4512,15.6521,0.496745,7.63067,37.0346,37.3403,29.1628,0.458789,86.3168,2.09585,3.22757,1.30978,6.21866,1.41338,0.548419,0.230047,0.0803781,0.237906,0.337857,0.294568,0.350948,0.28778,0.645517,0.120902,2.6864,0.286073,,-0.569316,34.5039,-7.66644,82.7027,-0.569316,16.2,-8.018606781959534,23.37592649459839,2.84348,307.2900085449219,,,,,,,306.7,3.297849462,306.7,3.297849462,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Pete Alonso","NYM",113,479.223,415.462,105.593,57.7669,18.6719,0.527364,28.6268,67.864,77.2235,49.8967,2.81583,106.556,9.69937,3.76122,0.404498,8.25142,2.09712,0.760816,0.254158,0.10412,0.222351,0.468268,0.344993,0.50835,0.368273,0.853342,0.254192,2.79901,0.270969,,-0.765917,76.2747,20.5748,138.223,-0.765917,-0.65,20.97632586956024,-9.550784468650818,2.83947,47.630001068115234,,,,,,,693,6.132743362,693,6.132743362,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Alejandro Kirk","TOR",82,318.505,285.284,75.0437,52.2477,13.4625,0.12439,9.20907,37.1062,38.9086,26.7326,0.755775,38.7868,3.45701,2.64188,0.390138,7.97989,0.0271275,0.0225822,0.263049,0.0839315,0.121778,0.68922,0.330802,0.407952,0.326443,0.738755,0.144903,1.49876,0.274391,,-0.629609,40.0905,3.0708,111.783,-0.629609,6.98,3.637902081012726,13.087085247039795,2.82899,255.17999267578125,,,,,,,347.3,4.235365853,347.3,4.235365853,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Riley Greene","DET",109,463.862,410.38,110.587,68.1245,20.342,3.30141,18.8192,63.9547,61.6145,46.6682,2.57238,116.517,3.65647,2.75,0.406728,8.81805,4.22865,1.27205,0.269475,0.100608,0.251188,0.400529,0.347201,0.472707,0.356487,0.819908,0.203232,4.69477,0.330345,,-0.55649,69.4785,15.564,132.654,-0.55649,-0.38,16.66749221086502,-5.060622572898865,2.80121,109.87000274658203,,,,,,,623.1,5.716513761,623.1,5.716513761,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Shea Langeliers","ATH",93,354.366,320.54,81.1078,43.5379,16.2153,1.03032,20.3242,49.1479,52.324,27.3494,0.961165,82.061,2.97423,2.94029,0.562263,5.09523,3.57943,1.04651,0.253035,0.0771785,0.231571,0.333281,0.314953,0.50027,0.350758,0.815222,0.247235,4.13569,0.274921,,-0.26583,51.462,10.2742,127.711,-0.26583,-2.79,10.900617927312851,4.1679229736328125,2.78141,119.69000244140625,,,,,,,467.5,5.02688172,467.5,5.02688172,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Junior Caminero","TBR",104,436.177,403.43,108.899,70.0789,17.5926,0.842578,20.3845,54.8886,65.932,25.9723,1.26795,84.0759,3.24722,3.09478,0.432813,9.9793,3.95446,1.50306,0.269932,0.0595454,0.192757,0.308915,0.316971,0.469301,0.340706,0.786271,0.199369,3.51873,0.293031,,-0.567973,59.8534,9.15675,124.468,-0.567973,-0.74,11.567569315433502,0.7173576354980469,2.77581,73.0999984741211,,,,,,,542.3,5.214423076,542.3,5.214423076,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Randy Arozarena","SEA",113,480.23,412.149,99.3264,59.8534,19.0019,1.66759,18.8035,68.1173,56.6418,53.7348,0.0590971,118.216,11.2358,2.66409,0.445369,8.24502,19.4033,6.03046,0.240996,0.111894,0.246165,0.45455,0.342439,0.432061,0.34345,0.774501,0.191065,5.87337,0.289865,,0.48653,66.9473,11.1304,128.717,0.48653,0,16.168248295783997,-5.454097747802734,2.76536,134.9199981689453,,,,,,,601.8,5.325663716,601.8,5.325663716,,,,,,,,,,,,,,,,,,,"Randy Arozarena","19290",668227
"Zach Neto","LAA",108,459.82,412.373,102.894,62.1492,20.7713,1.80752,18.1664,63.8477,54.6438,31.3692,0.472424,109.369,11.056,2.68169,2.33992,6.54421,19.4275,5.65829,0.249518,0.0682206,0.237851,0.286821,0.317652,0.440814,0.332485,0.758466,0.191297,6.25149,0.294686,,0.800176,60.089,6.64425,112.892,0.800176,-1.15,7.541100561618805,3.850000023841858,2.76495,197.19000244140625,,,,,,,551.6,5.107407407,551.6,5.107407407,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Elly De La Cruz","CIN",111,476.376,426.014,109.061,64.2634,22.8071,2.862,19.1289,74.3106,58.5636,43.5153,2.23623,140.897,3.33505,2.2722,1.2394,6.35469,36.3797,7.82458,0.256004,0.0913466,0.29577,0.308844,0.328141,0.457683,0.341976,0.785824,0.201678,7.64134,0.335244,,3.27818,65.8511,10.4821,110.592,3.27818,-3.77,9.267446279525757,1.3688888549804688,2.74799,4.300000190734863,,,,,,,633.8,5.709909909,633.8,5.709909909,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Brent Rooker","ATH",105,435.995,386.539,102.01,54.2763,19.4559,1.40255,26.8749,65.0824,68.1466,39.1072,1.96058,120.901,6.81559,3.19169,0.341327,5.86535,5.07306,1.60858,0.263905,0.0896964,0.2773,0.323463,0.339564,0.530076,0.373374,0.86964,0.266171,4.50221,0.310532,,-0.388508,71.1643,20.4888,143.541,-0.388508,-0.93,21.19809114933014,-9.28674191236496,2.73654,62.2400016784668,,,,,,,640.7,6.101904761,640.7,6.101904761,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Bo Bichette","TOR",109,463.548,430.248,121.315,86.5146,22.132,1.20094,11.4671,58.2393,54.9784,26.5477,0.561723,78.1271,2.95623,3.35698,0.438724,10.2326,8.51104,3.0765,0.281964,0.0572706,0.168542,0.339801,0.325665,0.418944,0.326918,0.744609,0.13698,4.34734,0.319314,,-0.426327,58.5225,4.64457,112.116,-0.426327,-0.12,5.9599179327487946,4.92629612237215,2.72559,113.95999908447266,,,,,,,519.2,4.763302752,519.2,4.763302752,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Kyle Schwarber","PHI",114,492.925,409.378,97.5126,49.8098,16.9698,0.738046,29.995,74.1694,81.931,75.511,3.20009,126.101,5.08392,2.54017,0.411794,7.55959,4.22249,1.68262,0.238197,0.15319,0.255822,0.598813,0.36163,0.503064,0.374902,0.864695,0.264867,3.44912,0.263924,,-0.810517,81.0559,23.7634,138.56,-0.810517,-0.01,21.750634372234344,-12.03160453774035,2.71036,75.9000015258789,,,,,,,721.8,6.331578947,721.8,6.331578947,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Yandy Díaz","TBR",108,456.668,406.954,116.095,79.2054,18.951,0.4323,17.5058,59.0179,63.7869,42.9568,0.608172,64.8041,3.87033,2.33545,0.551555,13.6332,1.23997,0.578341,0.285277,0.0940656,0.141906,0.662871,0.357193,0.463019,0.360075,0.820212,0.177742,2.3589,0.301513,,-0.946922,69.7051,16.6267,138.024,-0.946922,0.87,18.798530399799347,-7.861883997917175,2.70707,195.6999969482422,,,,,,,607,5.62037037,607,5.62037037,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
