Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",116,500,414,127,65,21,1,41,87,105,79,6,123,4,3,0,,8,2,0.30697,0.157861,0.246158,0.641299,0.420396,0.656923,0.453429,1.07732,0.349953,3.8529,0.341292,0.0353006,-0.319981,113.396,55.3184,199.309,-0.284681,-2.02753,56.14183667302132,-8.473825931549072,6.65466,3.119999885559082,,,,,,,1007.8,8.687931034,1007.8,8.687931034,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",114,491,444,134,78,29,5,22,76,73,37,3,83,5,5,0,,27,8,0.301437,0.074312,0.168675,0.440562,0.357505,0.538861,0.383738,0.896366,0.237424,7.00621,0.324742,0.654344,1.36448,84.2282,27.1351,146.069,2.01883,2.89864,27.751216173171997,8.161607503890991,5.40958,1.6299999952316284,,,,,,,780.7,6.848245614,780.7,6.848245614,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Julio Rodríguez","SEA",115,499,449,127,81,22,2,22,68,71,40,3,115,7,3,0,,23,5,0.28329,0.0793575,0.230579,0.344167,0.348225,0.490009,0.363063,0.838234,0.206719,5.84656,0.333174,0.461322,1.67034,77.3176,19.3456,142.444,2.13166,3.7439,26.204339742660522,5.231403827667236,4.97261,13.710000038146973,,,,,,,714.9,6.216521739,714.9,6.216521739,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Shohei Ohtani","LAD",109,470,404,119,58,22,4,35,90,99,60,4,112,3,3,0,,23,7,0.293938,0.127214,0.239026,0.532218,0.386922,0.62638,0.427857,1.0133,0.332442,6.84682,0.323225,0.142149,0.688517,97.1292,42.4819,176.357,0.830666,0,43.44391644001007,-11.754166603088379,4.90409,1.5499999523162842,,,,,,,891.1,8.175229357,891.1,8.175229357,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Juan Soto","NYM",115,495,396,111,64,20,2,25,81,76,93,4,77,2,4,0,,7,3,0.280262,0.18765,0.155437,1.20724,0.416398,0.527262,0.408513,0.94366,0.246999,3.98035,0.289272,-0.578045,-1.09192,94.7239,37.1385,165.204,-1.66996,-2.84275,36.67556715011597,-8.656638145446777,4.61186,7.079999923706055,,,,,,,819.9,7.129565217,819.9,7.129565217,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Fernando Tatis Jr.","SDP",113,488,438,123,71,23,1,27,64,77,42,3,105,4,3,0,,19,4,0.279538,0.0869406,0.21478,0.404789,0.346521,0.523906,0.37413,0.870428,0.244368,5.12722,0.30814,0.476972,1.23789,80.026,23.2493,142.313,1.71486,3.60934,26.248871684074402,-1.7713685035705566,4.2215,11.619999885559082,,,,,,,739.9,6.54778761,739.9,6.54778761,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Cal Raleigh","SEA",107,429,378,89,46,18,1,24,55,69,44,2,115,3,3,0,,4,2,0.235213,0.102551,0.268855,0.381435,0.31794,0.47622,0.343562,0.79416,0.241007,3.44017,0.268853,-0.397044,-0.586512,59.8214,9.97745,128.795,-0.983555,4.2223,13.058217346668243,9.621370315551758,4.183,85.55000305175781,,,,,,,546.9,5.111214953,546.9,5.111214953,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Gunnar Henderson","BAL",109,473,416,111,63,23,5,20,75,69,49,2,116,3,4,0,,12,3,0.267689,0.103829,0.245428,0.423051,0.346859,0.492849,0.362748,0.839708,0.22516,6.63593,0.320658,0.522861,0.469929,73.2135,18.2297,138.469,0.992791,-2.08589,21.686327576637268,2.7989869117736816,4.165,9.329999923706055,,,,,,,659.2,6.047706422,659.2,6.047706422,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Vladimir Guerrero Jr.","TOR",114,495,433,133,81,27,1,24,70,79,53,4,71,5,4,0,,5,2,0.306992,0.107952,0.143079,0.754494,0.385813,0.541591,0.399111,0.927404,0.234598,3.13226,0.317525,-0.730604,-0.778947,90.8576,33.3728,162.645,-1.50955,-1.59182,33.72148251533508,-10.16867184638977,4.1428,13.180000305175781,,,,,,,799.3,7.011403508,799.3,7.011403508,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Austin Riley","ATL",113,490,441,125,72,25,1,27,73,88,38,3,122,7,4,0,,2,1,0.283001,0.0768193,0.248813,0.308743,0.346459,0.528864,0.375778,0.875323,0.245863,3.41238,0.3304,0.0250405,-0.834903,80.9807,23.983,138.543,-0.809862,-1.88935,21.625511169433594,-0.13795709609985352,3.91882,29.6200008392334,,,,,,,727,6.433628318,727,6.433628318,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Francisco Lindor","NYM",115,495,441,112,70,20,2,21,65,68,42,2,92,8,4,0,,15,4,0.254907,0.0851572,0.185197,0.45982,0.328577,0.448573,0.339453,0.77715,0.193666,5.2077,0.276252,0.27066,0.48736,67.4921,9.90683,118.898,0.75802,4.0702,11.871837198734283,9.19797658920288,3.8931,14.149999618530273,,,,,,,620.3,5.393913043,620.3,5.393913043,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Kyle Tucker","CHC",113,490,425,117,69,22,2,23,70,70,60,3,69,2,4,0,,19,3,0.275466,0.121877,0.140321,0.868561,0.364125,0.503041,0.374845,0.867166,0.227575,5.65166,0.278699,0.33116,1.71659,80.6166,23.6189,141.66,2.04775,0.124061,26.2972469329834,-5.707883305847645,3.82592,8.710000038146973,,,,,,,735.3,6.507079646,735.3,6.507079646,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Yordan Alvarez","HOU",90,388,333,101,56,20,1,23,59,69,45,3,67,6,4,0,,3,1,0.302117,0.117223,0.172819,0.678301,0.39126,0.580416,0.414429,0.971677,0.278299,3.43647,0.313497,-0.231567,-0.688856,75.9117,30.872,173.563,-0.920423,-0.0265163,31.494418144226074,-8.767257060855627,3.68791,17.149999618530273,,,,,,,668.4,7.426666666,668.4,7.426666666,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"José Ramírez","CLE",113,489,436,114,67,25,3,18,61,61,47,2,61,3,4,0,,23,6,0.261326,0.0956945,0.125607,0.761858,0.33376,0.459314,0.344717,0.793074,0.197988,5.9998,0.265223,0.379821,1.3408,68.7307,11.8384,124.469,1.72062,1.32296,15.339890956878662,2.634066581726074,3.54818,4.900000095367432,,,,,,,638.1,5.646902654,638.1,5.646902654,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Ronald Acuña Jr.","ATL",91,394,338,99,61,18,2,18,72,52,47,1,72,6,2,1,,28,6,0.293347,0.11841,0.181504,0.652381,0.386482,0.518145,0.39297,0.904627,0.224798,6.88466,0.32337,0.492732,2.24738,70.5142,24.681,150.071,2.74011,-1.17162,26.176580667495728,-5.613285183906555,3.49095,37.599998474121094,,,,,,,644.6,7.083516483,644.6,7.083516483,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Elly De La Cruz","CIN",110,476,430,112,63,24,4,20,67,65,39,2,145,3,3,1,,36,9,0.259599,0.0826458,0.305464,0.270558,0.323359,0.477725,0.346241,0.801084,0.218126,7.77329,0.3409,0.242814,2.96877,67.4392,12.0938,113.451,3.21159,1.70343,10.814434289932251,6.805282473564148,3.46959,4.300000190734863,,,,,,,646.8,5.88,646.8,5.88,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Corbin Carroll","ARI",112,485,425,115,64,24,7,20,83,66,46,2,104,9,4,2,,25,5,0.270345,0.0954163,0.213363,0.447201,0.350723,0.50094,0.367537,0.851662,0.230595,8.34998,0.310674,0.920116,2.00425,76.9626,20.5525,132.575,2.92437,0.252625,21.69035816192627,-4.658485382795334,3.44047,7.889999866485596,,,,,,,715,6.383928571,715,6.383928571,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Manny Machado","SDP",111,478,435,119,73,23,1,22,56,68,38,2,91,1,3,0,,9,2,0.272906,0.0803569,0.190076,0.422763,0.331204,0.480467,0.351282,0.811671,0.207561,3.66754,0.296842,-0.261762,-0.0812935,69.6455,14.0641,126.993,-0.343056,0.977674,14.978691309690475,1.6571490168571472,3.37485,37.45000076293945,,,,,,,639.1,5.757657657,639.1,5.757657657,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Mookie Betts","LAD",112,485,423,112,68,23,2,19,71,69,54,2,69,5,3,0,,10,3,0.264229,0.11098,0.141776,0.782781,0.351233,0.460682,0.354922,0.811915,0.196453,5.09715,0.274615,0.164543,-0.107212,72.0901,15.68,127.453,0.0573311,-4.8582,15.872863739728928,0.05291318893432617,3.32607,13.65999984741211,,,,,,,648.5,5.790178571,648.5,5.790178571,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Ketel Marte","ARI",104,450,397,111,65,24,2,19,64,65,46,2,81,4,4,0,,5,1,0.279164,0.101385,0.179566,0.564613,0.355694,0.497481,0.369115,0.853175,0.218317,4.66105,0.304901,-0.0750975,-0.37816,71.9161,19.6192,133.634,-0.453257,-0.689708,17.509766787290573,-0.6716529130935669,3.29802,30.65999984741211,,,,,,,640.9,6.1625,640.9,6.1625,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Riley Greene","DET",108,465,412,112,70,21,3,18,61,57,46,2,120,3,3,0,,5,2,0.272574,0.0988818,0.257611,0.383841,0.347893,0.469244,0.355566,0.817137,0.19667,4.52445,0.339606,0.153427,-0.475918,69.3247,15.265,132.01,-0.322491,4.32712,16.606914669275284,-0.29509973526000977,3.29216,109.87000274658203,,,,,,,613.3,5.678703703,613.3,5.678703703,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Bryce Harper","PHI",113,489,421,116,66,27,1,22,68,76,62,3,107,3,3,0,,10,3,0.275673,0.126348,0.218004,0.579568,0.369686,0.501111,0.377601,0.870797,0.225439,4.11257,0.318012,-0.573924,-0.307682,81.5413,24.649,140.37,-0.881606,0.898977,22.573542773723602,-7.951022267341614,3.20562,22.260000228881836,,,,,,,725,6.415929203,725,6.415929203,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Pete Alonso","NYM",112,485,422,110,58,22,1,29,70,85,49,3,104,10,4,0,,3,1,0.260483,0.101623,0.2147,0.473326,0.349108,0.523055,0.375275,0.872163,0.262572,3.41721,0.276692,-0.585587,-0.536469,79.9518,23.5417,142.917,-1.12206,-0.178653,23.602024793624878,-9.02587540447712,3.18648,47.630001068115234,,,,,,,716,6.392857142,716,6.392857142,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"William Contreras","MIL",112,452,398,106,68,21,1,16,55,55,49,2,97,3,3,0,,5,1,0.267107,0.107595,0.213748,0.503375,0.348685,0.44775,0.349072,0.796435,0.180643,3.63304,0.312318,-0.307337,-0.381687,65.0919,12.5097,121.459,-0.689024,-1.0957,10.834068953990936,3.237630605697632,3.17726,24.790000915527344,,,,,,,575.3,5.136607142,575.3,5.136607142,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Matt Chapman","SFG",113,490,427,101,56,23,2,20,61,64,55,2,134,5,3,0,,7,3,0.236585,0.112689,0.273168,0.412527,0.329082,0.440215,0.337352,0.769297,0.203631,4.42384,0.293129,0.476818,-0.54698,65.9834,8.98565,115.941,-0.0701618,3.29482,9.208989158272743,5.046208024024963,3.17077,125.16999816894531,,,,,,,589.6,5.217699115,589.6,5.217699115,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Luis Robert Jr.","CHW",108,465,424,110,65,23,1,22,49,60,33,2,128,6,3,0,,25,6,0.26023,0.0705578,0.274144,0.257375,0.319571,0.472195,0.343114,0.791766,0.211965,4.97793,0.318989,0.15465,1.52644,64.7153,10.6556,121.593,1.68109,1.11237,13.101143836975098,1.617924690246582,3.12742,87.75,,,,,,,618.9,5.730555555,618.9,5.730555555,,,,,,,,,,,,,,,,,,,"Luis Robert Jr.","20043",673357
"Adley Rutschman","BAL",107,431,373,95,62,20,1,12,53,48,52,1,70,3,4,0,,2,1,0.25388,0.120097,0.162235,0.74027,0.345824,0.406828,0.334138,0.752651,0.152948,3.10549,0.281063,0.163728,-0.716047,56.8375,6.78861,118.445,-0.55232,1.66118,8.478976249694824,6.1787731647491455,3.09956,61.56999969482422,,,,,,,501.5,4.686915887,501.5,4.686915887,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Junior Caminero","TBR",103,444,413,113,69,20,2,22,57,67,24,2,98,3,4,0,,3,1,0.273712,0.0533558,0.220284,0.242213,0.314702,0.49404,0.34769,0.808742,0.220328,3.90565,0.305999,-0.06699,-0.421037,63.3365,11.7779,129.355,-0.488027,-0.92665,14.319286435842514,0.5119301676750183,3.06477,73.0999984741211,,,,,,,579.9,5.630097087,579.9,5.630097087,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Michael Harris II","ATL",103,445,412,115,74,24,2,15,61,63,24,2,86,4,4,1,,17,4,0.278722,0.0547615,0.193594,0.282867,0.32257,0.456215,0.337854,0.778785,0.177493,5.99832,0.317118,0.322427,1.03984,60.0388,8.32957,113.115,1.36226,4.30922,8.287775039672852,5.898113012313843,3.00621,41.880001068115234,,,,,,,559.1,5.428155339,559.1,5.428155339,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Corey Seager","TEX",84,361,322,89,54,16,1,19,47,54,34,2,63,3,2,0,,2,1,0.277584,0.094357,0.173905,0.542577,0.349417,0.507283,0.369924,0.8567,0.2297,3.01482,0.290985,-0.401102,-0.525775,57.9142,15.9682,140.885,-0.926877,-0.215502,15.851355612277985,0.9659793674945831,2.9848,46.439998626708984,,,,,,,519.1,6.179761904,519.1,6.179761904,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Anthony Volpe","NYY",114,495,440,104,62,23,3,15,65,59,43,1,114,6,4,1,,23,5,0.235482,0.087407,0.230767,0.378767,0.30973,0.403256,0.314123,0.712986,0.167774,6.64169,0.281623,0.620412,1.92602,57.4038,-0.0810973,101.806,2.54643,3.24407,3.5621066093444824,8.543142080307007,2.95877,142.30999755859375,,,,,,,543.9,4.771052631,543.9,4.771052631,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Alejandro Kirk","TOR",81,322,285,78,55,15,1,8,38,34,31,1,37,3,3,0,,1,1,0.274192,0.0955952,0.114464,0.835152,0.347704,0.412541,0.336122,0.760245,0.13835,2.74778,0.28897,-0.852515,-0.679039,43.0237,5.58654,118.557,-1.53155,3.0945,5.265197515487671,9.158393383026123,2.95535,255.17999267578125,,,,,,,377.3,4.658024691,377.3,4.658024691,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Wyatt Langford","TEX",104,451,398,107,65,22,2,18,61,59,46,2,90,3,3,0,,15,4,0.26749,0.101273,0.199486,0.507669,0.34531,0.465824,0.353295,0.811134,0.198334,5.72805,0.302516,0.184282,0.659729,66.4224,13.99,129.247,0.844011,2.34307,15.846519827842712,-2.347055196762085,2.95297,41.31999969482422,,,,,,,609.9,5.864423076,609.9,5.864423076,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Willy Adames","SFG",112,485,433,106,63,23,1,19,56,62,47,2,118,2,3,0,,9,4,0.245174,0.0973011,0.243855,0.399013,0.31986,0.432414,0.329345,0.752273,0.18724,3.89749,0.292437,0.255203,-0.563458,62.2102,5.80012,110.572,-0.308255,1.2806,5.782340914011002,6.480600595474243,2.94722,91.93000030517578,,,,,,,564.5,5.040178571,564.5,5.040178571,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Jackson Merrill","SDP",108,468,437,118,76,22,3,18,58,58,24,1,86,1,4,2,,11,3,0.270833,0.0508646,0.184158,0.276201,0.307168,0.455793,0.329587,0.76296,0.184959,5.40789,0.298532,0.0614518,0.268124,60.0682,5.68203,112.446,0.329576,4.11363,7.242239028215408,5.490947008132935,2.93562,27.280000686645508,,,,,,,561.4,5.198148148,561.4,5.198148148,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Matt Olson","ATL",115,495,427,110,59,24,1,27,73,86,61,3,110,5,3,0,,1,1,0.257117,0.12281,0.222065,0.553035,0.353589,0.503482,0.370701,0.857071,0.246365,2.89526,0.283131,-0.165577,-0.864359,79.8139,22.2286,135.139,-1.02994,0.775024,19.635053277015686,-8.072198450565338,2.90978,33.970001220703125,,,,,,,715.2,6.219130434,715.2,6.219130434,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Oneil Cruz","PIT",103,445,395,102,58,21,3,20,57,58,44,2,127,3,3,0,,20,4,0.257594,0.0982142,0.285187,0.344385,0.333587,0.476973,0.35102,0.81056,0.219378,6.2845,0.324854,0.16896,1.69538,64.7008,12.9915,120.547,1.86434,-1.35561,12.714982032775879,-0.05560576915740967,2.84832,37.369998931884766,,,,,,,610,5.922330097,610,5.922330097,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Dansby Swanson","CHC",113,490,445,106,69,20,2,16,55,54,40,1,124,3,3,0,,11,3,0.238882,0.0816034,0.253185,0.322307,0.303452,0.397705,0.309043,0.701157,0.158822,4.68093,0.293556,0.546196,0.141161,54.9347,-2.06296,97.5393,0.687356,6.21067,-0.7450065016746521,11.464836597442627,2.8051,170.38999938964844,,,,,,,509.9,4.51238938,509.9,4.51238938,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Bo Bichette","TOR",109,469,434,122,84,24,1,13,55,55,28,1,85,3,3,0,,11,3,0.281799,0.0598165,0.181662,0.329274,0.32786,0.433303,0.332731,0.761163,0.151504,4.71313,0.322466,0.131613,0.0459114,61.3919,6.87016,116.184,0.177525,-2.58951,8.810179874300957,2.4364137649536133,2.78198,113.95999908447266,,,,,,,552.2,5.066055045,552.2,5.066055045,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Trea Turner","PHI",112,484,448,124,85,22,2,14,59,57,29,1,94,4,3,0,,19,4,0.276012,0.0605846,0.194376,0.311688,0.324578,0.42974,0.330228,0.754318,0.153728,5.48323,0.319572,0.479941,1.36454,62.4289,6.12924,108.606,1.84448,-1.49737,6.792281270027161,3.692448854446411,2.76001,24.110000610351562,,,,,,,577.1,5.152678571,577.1,5.152678571,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Zach Neto","LAA",107,463,413,103,62,22,1,18,55,61,31,1,108,13,3,2,,22,6,0.249173,0.0679654,0.233693,0.290832,0.320092,0.43473,0.331072,0.754822,0.185557,5.42907,0.293991,0.157619,0.972818,59.955,6.16657,111.903,1.13044,-1.18133,7.394299507141113,3.777000308036804,2.75242,197.19000244140625,,,,,,,559.5,5.228971962,559.5,5.228971962,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Freddie Freeman","LAD",108,465,405,114,73,24,1,17,66,66,51,2,77,6,3,0,,7,2,0.282156,0.108646,0.164971,0.658575,0.367529,0.470475,0.36634,0.838005,0.188319,4.18782,0.309487,0.0581331,-0.372238,73.313,19.2533,135.109,-0.314105,-0.0150429,19.069111973047256,-8.392820910550654,2.71316,26.920000076293945,,,,,,,647.2,5.992592592,647.2,5.992592592,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Gabriel Moreno","ARI",92,366,326,90,64,18,1,6,43,35,33,1,62,4,3,0,,4,1,0.274376,0.0900218,0.169539,0.530979,0.344624,0.394976,0.328613,0.7396,0.1206,3.88678,0.318913,-0.390161,-0.516167,46.7036,4.16099,106.476,-0.906329,5.24428,1.9073582291603088,11.942888736724854,2.69667,184.36000061035156,,,,,,,408.1,4.435869565,408.1,4.435869565,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Xander Bogaerts","SDP",111,478,430,113,79,21,1,12,52,48,40,1,90,4,4,0,,11,3,0.261995,0.0845373,0.188589,0.448261,0.328871,0.398451,0.321794,0.727322,0.136456,4.34392,0.303696,0.213345,0.206129,58.4225,2.84105,107.221,0.419474,0.635329,4.518210083246231,5.391656041145325,2.67917,155.3699951171875,,,,,,,526.7,4.745045045,526.7,4.745045045,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Jeremy Peña","HOU",114,495,453,119,83,22,2,13,57,53,28,1,93,9,4,1,,14,4,0.263241,0.0566311,0.187623,0.301834,0.315875,0.405864,0.317623,0.72174,0.142624,5.30207,0.302907,0.342188,0.134853,58.7815,1.29666,105.807,0.47704,0.132742,3.7428418397903442,5.431815981864929,2.65565,156.9499969482422,,,,,,,537.2,4.712280701,537.2,4.712280701,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Andrés Giménez","TOR",97,418,376,97,68,19,2,9,48,42,24,1,73,12,3,2,,21,4,0.258313,0.0578568,0.173465,0.333537,0.320534,0.387318,0.314192,0.707852,0.129005,6.03952,0.296391,0.0236081,1.82872,48.5497,-0.0457483,103.208,1.85233,6.63687,3.377495527267456,8.16650104522705,2.63679,163.10000610351562,,,,,,,455,4.690721649,455,4.690721649,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Alex Bregman","BOS",113,486,428,112,72,24,2,15,60,57,49,2,68,6,3,0,,3,1,0.261904,0.101398,0.140272,0.722867,0.343876,0.430256,0.341026,0.774132,0.168352,3.57016,0.27871,-0.548535,-0.799459,66.841,10.3304,114.847,-1.34799,0.546582,6.8606051206588745,2.2830013036727905,2.62351,110.41000366210938,,,,,,,589.1,5.213274336,589.1,5.213274336,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Daulton Varsho","TOR",104,449,405,98,57,21,2,18,57,61,37,1,104,3,3,1,,11,3,0.242711,0.0820291,0.230693,0.355577,0.309002,0.44121,0.326931,0.750211,0.198499,5.32301,0.279245,0.429793,0.317354,56.6513,4.50012,112.124,0.747147,2.26779,6.933130145072937,3.433219075202942,2.62056,315.2699890136719,,,,,,,517.8,4.978846153,517.8,4.978846153,,,,,,,,,,,,,,,,,,,"Daulton Varsho","19918",662139
"Kyle Schwarber","PHI",113,489,412,99,50,18,1,30,70,82,70,3,139,5,3,0,,4,2,0.240108,0.142842,0.283145,0.504484,0.354287,0.509268,0.373218,0.863555,0.26916,3.31962,0.278614,-0.30844,-0.812519,79.8336,22.9414,137.431,-1.12096,-0.00621053,20.626542806625366,-11.951889237388968,2.59043,75.9000015258789,,,,,,,709.3,6.27699115,709.3,6.27699115,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Carlos Correa","MIN",83,359,318,86,54,18,1,13,45,46,36,1,69,2,3,0,,1,1,0.27012,0.099338,0.193322,0.513848,0.345367,0.453752,0.349264,0.799119,0.183631,2.93611,0.306649,-0.150904,-0.735137,51.7,9.98006,127.084,-0.886041,-0.106271,10.16841346025467,2.6562290862202644,2.56512,237.5800018310547,,,,,,,456.8,5.503614457,456.8,5.503614457,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Patrick Bailey","SFG",92,365,330,73,49,16,1,7,35,33,30,0,95,1,4,0,,2,0,0.221001,0.0808478,0.259032,0.312115,0.284806,0.338988,0.278814,0.623794,0.117986,3.15313,0.283712,-0.0285994,-0.412031,32.1203,-10.3216,76.6908,-0.44063,6.90987,-10.54367071390152,14.041812896728516,2.5617,307.2900085449219,,,,,,,293.5,3.190217391,293.5,3.190217391,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Pete Crow-Armstrong","CHC",105,455,417,103,64,19,5,15,61,51,24,1,113,6,3,4,,28,6,0.246266,0.0534104,0.249048,0.214458,0.295264,0.421679,0.312306,0.716944,0.175413,8.03439,0.300906,-0.05616,2.45561,52.1518,-0.73262,99.7268,2.39945,5.45,2.2519174367189407,7.074997425079346,2.53861,127.38999938964844,,,,,,,510.8,4.864761904,510.8,4.864761904,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Steven Kwan","CLE",113,489,433,121,90,21,4,6,61,36,47,2,49,4,3,2,,13,3,0.279301,0.0969469,0.099265,0.976648,0.353352,0.38986,0.331003,0.743212,0.11056,5.72547,0.301002,0.222713,0.229384,63.3877,6.49549,114.87,0.452097,4.5966,8.728447288274765,-0.6478409767150879,2.5249,144.2899932861328,,,,,,,554,4.902654867,554,4.902654867,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Isaac Paredes","HOU",104,449,383,93,59,18,1,14,56,51,53,1,73,9,4,0,,1,1,0.241728,0.118371,0.162109,0.730191,0.344809,0.407037,0.334756,0.751845,0.165309,3.13208,0.261421,-0.318371,-0.874132,59.4457,7.29446,117.798,-1.1925,-0.711376,7.888391017913818,0.8910931348800659,2.45642,184.41000366210938,,,,,,,512.4,4.926923076,512.4,4.926923076,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Will Smith","LAD",91,362,314,78,49,15,1,13,49,47,37,1,68,7,4,0,,3,1,0.248707,0.102153,0.187842,0.543823,0.337775,0.426177,0.336621,0.763952,0.17747,4.03294,0.275107,-0.257457,-0.423455,48.4754,6.41963,115.182,-0.680912,0.830415,5.839797139167786,7.222081542015076,2.42823,107.08000183105469,,,,,,,429.1,4.715384615,429.1,4.715384615,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Austin Wells","NYY",87,346,305,72,41,16,1,14,43,47,33,1,81,4,4,0,,4,1,0.234484,0.0961239,0.235273,0.408562,0.313907,0.427726,0.324812,0.741633,0.193242,4.20526,0.270655,-0.0074491,-0.197032,43.1368,2.88895,109.287,-0.204482,-1.12527,3.452367380261421,4.956826329231262,2.42377,175.14999389648438,,,,,,,397.7,4.571264367,397.7,4.571264367,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"James Wood","WSN",101,436,383,101,58,21,2,18,55,55,47,2,122,2,3,0,,14,3,0.262603,0.10772,0.280448,0.384101,0.344244,0.475036,0.355876,0.81928,0.212434,5.49956,0.334529,-0.0430279,0.838227,65.1043,14.4196,126.757,0.795199,0.0793116,14.645145773887634,-5.810194723308086,2.42226,53.29999923706055,,,,,,,589.3,5.834653465,589.3,5.834653465,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Byron Buxton","MIN",88,379,343,85,44,19,2,21,51,61,26,1,109,7,3,0,,10,2,0.248926,0.069234,0.287414,0.240886,0.312631,0.494688,0.347532,0.80732,0.245762,5.82463,0.299938,0.365182,0.600603,54.09,10.0196,125.871,0.965785,0.861977,12.120338022708893,-1.539412021636963,2.40283,224.94000244140625,,,,,,,509.3,5.7875,509.3,5.7875,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Brent Rooker","ATH",104,450,398,101,55,19,1,25,56,67,42,2,132,7,3,0,,6,2,0.252676,0.0923575,0.294431,0.313681,0.331621,0.496224,0.357711,0.827845,0.243548,3.93577,0.309353,0.00886213,-0.314433,67.8321,15.5353,132.578,-0.305571,-0.0244953,16.362613290548325,-8.311995698139071,2.38536,62.2400016784668,,,,,,,616.2,5.925,616.2,5.925,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
